"sedania_urls_link","sedania_urls_date_date","sedania_urls_date_user","sedania_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 11:54 AM","Michael R.","Turn out business related to pampers and childcare... cant go too much.. RM1 is max i think... Not related to AIRTime potential..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 11:56 AM","Stockisnotfun","Don't think too much. Just follow how shark play. Of course with smart brain and strategy."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 11:57 AM","Michael R.","Still wanna push for another LU? Mind-blowing.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:02 PM","sugarbest",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:07 PM","Michael R.","The reason can go LU is because the NOSH is too small 300mil+ only ... compared to IRIS 3bil NOSH...
This SEDANIA shares are cornered.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:17 PM","CUTLOST","Never chased hi.. Waiting for correction back"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:24 PM","MrGoingUp","yes we crying liao R88
congratulation hu hu hu. so sad. hu huhu
in the end we all join your sore loser club. lol"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:27 PM","bulldog","Loss Steam....no contra please
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:32 PM","sugarbest",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:40 PM","sugarbest",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:44 PM","sugarbest","anyway...it is quite risky for newbies to try luck now..except those entered at .3 - .9 quite safe to make sell move...in case it show signs of dropping...learned from vivocom last year LD two days straight.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:49 PM","bjgdila123","mcm mau jatuh jual cepat"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 12:57 PM","bigprice","Some people said sedania next dataprp. Anyhow risk r ter. High risk high gain."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:19 PM","sugarbest","guys...rr88 is at priva forum now...trashing the counter...maybe it will be LU soon?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:24 PM","bigprice","Limit up straight 3 days in a row. Won't die off simply. Today profit taking. From 1.48 to 1.33 . Let c evening action. Remember bumi counters limit up since January. Take note on sasbadi oso. I personally believe tey might goreng above.2.00. High risk high gain."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:29 PM","sugarbest",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:30 PM","sugarbest","ali2 gosok itu punya lintah punya minya woooo"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:35 PM","Stockisnotfun","No need think too much. Follow shark direction. They throw u throw. They buy u buy. That simple"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:41 PM","sugarbest","pigi fuki2 amoi la rr88 syiok2 kaw2"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:51 PM","bigprice","all bumi linked counter limit up since January. Gets oso. Goreng kaw kaw. Tis sedania won't die off. Next two week roller coaster. Tp 2.00. Lemah jantung jangan main."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 1:51 PM","bigprice","Trade ur own risk. High risk high gain."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:26 PM","sugarbest",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:35 PM","DatoKembara","tak habis2 pecah kote, yang aku nampak RR88 pny kote yg pecah. semua beli 30sen, dia main kote lagi. bila harga dah naik 1.30 panas la tuuu. HAHAHAHAHAHAHAHA"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:56 PM","Stockisnotfun","Thanks sedania"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:57 PM","bulldog","Cut win
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:58 PM","MrGoingUp","yes cut WIN let celebrate !!!!!!!!!!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:59 PM","kadilong","shark coming !! run !!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:59 PM","DreamHunter","ha ha ha"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 2:59 PM","DreamHunter","yah kah"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:00 PM","DreamHunter","itu rr88 always scared scared one leh"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:02 PM","Stockisnotfun","See how smart the shark operate the queue. Wait u cut loss then quickly switch the queue again.
Anyway, i already earn and no look back. Got almost limit up that time then inform me again."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:03 PM","Stockisnotfun","Additional Listing Announcement /Subdivision of Shares
1. Details of corporate proposal
Whether the corporate proposal involves the issuance of new type and new class
of securities? N
Types of corporate proposal : Private Placement
Details of corporate proposal : SEDANIA INNOVATOR BERHAD (""SIB"" OR THE
""COMPANY"") - PRIVATE PLACEMENT OF UP TO 20% OF THE ISSUED SHARES IN SIB
No. of shares issued under this corporate proposal : 43,533,400
Issue price per share ($$) : 0.2860
Par Value ($$) (if applicable) : 0.000
Latest issued share capital after the above corporate proposal
In the following
Units : 346,795,052
Issued Share Capital ($$) : Malaysian Ringgit (MYR) 64,677,063.570
Listing Date : 28/05/2021
Remarks:
You are advised to read the entire contents of the announcement or attachment.
To read the entire contents of the announcement or attachment, please access
the Bursa website at http://www.bursamalaysia.com"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:03 PM","Stockisnotfun","Huh no wonder pp news out already"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:03 PM","kadilong","all go PICORP already"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:07 PM","DreamHunter","Posted by bigprice > May 27, 2021 3:02 PM | Report Abuse
Flesh contra
*******
aah, like that also got one geh
how to contra one aah
contra man meat with woman meat kah leh"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=102","May 27, 2021 3:07 PM","DreamHunter","ha ha ha"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:07 PM","Stockisnotfun","Lol pp 0.286. that's even worse than dataprep."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:25 PM","autoven","...i think time to rest for this counter....correction is expected from now...."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:30 PM","superlimit88","hehehe"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:31 PM","sugarbest","where is rr88???????"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:34 PM","Galaxy Nova","can we remove rr88? i panic sell due to his comment now sedania back to 1.40!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:40 PM","sugarbest",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:42 PM","sugarbest","time to sell..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:49 PM","Belcashcow","spotted second dataprp"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 3:59 PM","autoven","i think it is going to red...."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:01 PM","simonscs","closed 1.40 good liao"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:04 PM","Stockisnotfun","Hmm lets see tomorrow. Today not dare to re-enter again without limit up signal"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:08 PM","sugarbest","sold KAB warrant fuyoooooooo.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:19 PM","sugarbest","move to KAB guys....made a handsome profit today....6.5 sen to 12 sen. Expect rr88 to trash the counter soon."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:26 PM","py1818","So rr88, your english i no understanding.
So all this while you say sedania is going up. Ok, noted."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:33 PM","sugarbest","bye-bye sedania...rr88 are u happy now??? MF"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:34 PM","sugarbest","oppsss...he is wrong again."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:35 PM","sugarbest","any smart scalper can earn good money today."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:36 PM","NewNewbieadui","Rr88 keep skin la u"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:37 PM","bigmacmj","why sell so early... more to come."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:37 PM","sugarbest","sold again"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:40 PM","sugarbest","too risky now for me..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:41 PM","sugarbest","I think KAB got potential..see what happen tomorrow to the warrant...just sold at 12 sen"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:44 PM","sugarbest","expect rr88 to be latecomer again and start trashing the counter...hahahaha..people already fished bottom bro...."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:51 PM","py1818","So @rr88, your english i no understanding.
So all this while you say sedania is going up. Ok, noted."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:52 PM","NewNewbieadui","Rr88 yaya no need explain we know ur bull dung"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 4:55 PM","superlimit88","hehehe"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 5:03 PM","superlimit88","hehehe"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 5:07 PM","tank0210","Don’t LU everyday, later will freeze"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 5:07 PM","sugarbest","no touchy touchy lo rr88..u may end up in jail...hear me?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 5:10 PM","simonscs","alamak, how ah? i heard rr88 say like tat i pengsan liao tonight.
2mollo red or green. anyone can advise"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 5:25 PM","simonscs","thanks rr88 advice ;)"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 5:42 PM","Stockisnotfun","Don't know. Just monitor here the chance to enter if any. Of course need limit up la. No limit up no fun."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 6:13 PM","superlimit88","tommorow trending ......wkakakakakakkakakaka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 6:14 PM","DatoKembara","rr88: Operator DESPERATE mode oredy. Punching below the belt. Dia tersepit, dia mau lari. Big drop coming for sure.
27/05/2021 3:34 PM
_______________________________________________________________________________________
the way we all see it, RR88 desperate. every mins spamming this forum with his BS.
dah la bodo, x pandai main stock, komen merapu. kesian aku tengok hahahaha"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 6:20 PM","anthonytkh","Just be satisfied and never be greedy. See profit, take profit. Then watch. Then go in again if you *think it’s the right thing*
Remember: Take profit"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 7:35 PM","bigmacmj","i am more prefer cut the losses, let your profit run."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 8:14 PM","sugarbest","run Forest run...rr88 = Malaysian Forest Gump."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 8:24 PM","bojed","Bought at 0.58 and sold at 1.41. +243% in a week while rr88 can only slap himself like what he endured with Greatech.
You guys never heard the story? He settled for 4 sen of profit and badmouthed Greatech day and night while many of us gained +20sen - +50sen and some even sold for a profit of RM3!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 8:56 PM","sugarbest","hahaha... psychotic analysis."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 9:01 PM","Raiz368","So tomorrow no more limit up....maybe pull back to below rm1.20"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 9:29 PM","HosehLim80","Tomorrow 1.40 la! Gogogo"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 10:49 PM","Gooner82","Tomorrow will test 1.65"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 10:58 PM","superlimit88","yelah tu,,,hehehe"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 11:01 PM","superlimit88","kalau @ONG KAW KAW ada kat sini terus jadi RM5.00...wakkakakkakakakakakaakka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 11:18 PM","7chewe","https://themalaysianreserve.com/2021/05/27/sedanias-baby-care-business..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 11:24 PM","Ron90","Sedania Offspring businees is an old story la, way back in 2020, decent businees not gerating much profit pon.. online baby product, what so special about it?.. u can buy many branded baby item on lazada, shopee, amazon, etc.... CEO just trying to justify the dramatic share movement to avoid UMA..hehe."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 27, 2021 11:26 PM","superlimit88","@gooner82
tak payah test test ...LU terus ..wakkakakaka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 28, 2021 12:48 AM","Stockisnotfun","Damn my broker don't allow me to buy AMC and GameStop. That's very lame"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 28, 2021 8:58 AM","ruby20","cant believe malaysia will kena fool again.
dataprp tocean vivocom...
all those catch high will gg.
this is pure gambling"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=103","May 28, 2021 9:14 AM","bulldog","Hold tight tight
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 9:15 AM","bulldog","Flushing the weak holder
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 9:23 AM","bulldog","Breather time
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 9:40 AM","superlimit88","profit taking lah...wkakakakkakkaakkakakka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 10:10 AM","proplay","Salah cakap tu..bukan malang...MENANG cukup berbau"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 10:21 AM","bulldog","Uptrend intact
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 10:23 AM","Calvinharris","Mikromb 今天料跑赢30 sen 大关。"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:20 PM","cikminah7777","Goreng is over!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:33 PM","DatoKembara","RR88 ready to buy at LIMIT UP"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:33 PM","patrickong","Last min from 1.39 jump to 1.44"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:34 PM","patrickong","LU later??"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:40 PM","superlimit88","THIS IS NOT GORENG KAUNTER..KALAU GORENG KAUNTER ALREADY LIMIT DOWN...WAKAKKAKAKKAAKAKAA"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:41 PM","superlimit88","DONT MISS THE BOAT AGAIN ...WAKAKAKAKAKAKKAKAKA"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:44 PM","CUTLOST","Never disappointed bought uptrending stock.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:44 PM","Galaxy Nova","stop it rr88, dah la buat aku jual 1.32 semalam, haish bngang tul la bnda naik atas 1.40"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:50 PM","DatoKembara","kami jaga kote kami RR88. jgn risau. cost pun rendah2
You pny Kote siapa mau jaga? since 30sen miss the boat. hahahaha"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 12:50 PM","superlimit88","SEDANIA WILL BE SUPERSTOCK AND DATAPRERP EXPECTED TRENDING ON JUNE .
PLS BEAR IN YOUR MIND .THIS NOT GORENG KAUNTER .PLS USE THE BOAT BTW DONT USE SAMPAN ,...ROW N ROW NO WHERE TO GO....WKAKAKAKAKAKAKAKAKAKAKAKAKAKA"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:01 PM","bigmacmj","I though sedania price will correction 3 day, seden up, hope afternoon limit up and happy friday."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:06 PM","TunDaim","bros knowing the player this family will not settle at the current price..cash rich multi-millionaire family..earlier their children play Gets and Dataprep recently...now the father..they are top valued customer of Mayban...never listen to naysayer..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:08 PM","py1818","@rr88
I no understanding your english. Uou say buy ah?
Ok wee buy folloo you said buy."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:10 PM","superlimit88","REMEMBER FRIENDS /KAWAN KAWAN THIS IS NOT GORENG COUNTER ..........WAKAKAKAKAKAKKAKAKAKAKAKKKA"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:13 PM","TunDaim","i ve collected ranges from 0.30, 0.60,1.13,1.37 up to 1.43...still collecting.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:18 PM","Makkauhijau","Tp rm6? Another TOCEAN?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:41 PM","py1818","*
Sedania
Resistant 1.48
Price 1.44
Support 1.41
Support 1.295
Support 1.25"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:44 PM","bigprice","Y some people busy body here. Dulu kat glove , almost every wer tis contra player"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 1:48 PM","birkincollector","ah so its was Jakel bought the 43mil private placement...really money dropped from the sky for them ( or ""people"" behind them) :-P"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:07 PM","Stockisnotfun","Chill this is yesterday highest price."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:24 PM","bigmacmj","3-5 days can make 3-5 years money you dont want? you love work extra or what?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:32 PM","superlimit88","sekarang macama???...wakakakakakakakakakkakakaka horeyyyyyyyyyyyyyyyy wakakakakakakakak"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:33 PM","bigmacmj","rocket fly. rm1.78 on the way."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:33 PM","superlimit88","wakakakakakakakkakakaka......horeyyyyyyyyyyyyyyyyyyyy...yahooooooooooooooooo..wakakakakakakkkakkaakakakaka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:37 PM","bulldog","Thanks again sedania
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:37 PM","superlimit88","kan dah ckp....wakkakakkakakakakakkakaka horeyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:39 PM","superlimit88","wakakakakakakkakakakakakakkakak horeyyyyyyyyyyyyyyyyyyyyyyy horeyyyyyyyyyyyyyyyyyy"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:39 PM","bulldog","Monday rm2
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:40 PM","superlimit88","wakakakakakakkakakakakakakkakak horeyyyyyyyyyyyyyyyyyyyyyyy horeyyyyyyyyyyyyyyyyyy"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:40 PM","Silentreader88","LU! those scared to catch, can watch sasbadi :)"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:41 PM","pang72","Notice of new substantial holder - DATUK SERI MOHAMED FAROZ BIN MOHAMED JAKEL on 25-May-2021."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:44 PM","CUTLOST","Tq Dato.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:45 PM","Care4U","can't LU?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:45 PM","superlimit88","1.00....2.00..3.00 YAHOOOOOOOOOOOOOOOOO HOREYYYYYYYYYYYYYYY"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:50 PM","mf","28-May-2021 Insider Notice of new substantial holder - DATUK SERI MOHAMED FAROZ BIN MOHAMED JAKEL on 25-May-2021."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:51 PM","superlimit88","super sedania super dataprep...wkakakakakkakakakakakakakakakakaa"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:51 PM","pang72","So how and what?
JAKEL devrlopme t..
75 story tall busking adjustsant to klcc..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:51 PM","pang72","Sedania become property form or esport form..
Baukaliao"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:56 PM","bulldog","Sedania jual baju raya jakel
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 2:57 PM","superlimit88","AWAL AWAL DAH CAKAP ....WKAKAKAKAKKKAKKAKKAKAKAKAKAKAAKA"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 3:05 PM","pang72","JAKEL group RTO!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 3:05 PM","bulldog","Thanks again sedania for baju melayu Raya
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 3:05 PM","pang72","Billion dollar businesses!!
Wow..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=104","May 28, 2021 3:08 PM","bigmacmj","momentum still very strong. i no idea why ppl sell."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:10 PM","Galaxy Nova","because kena shake shake"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:12 PM","bojed","Where's that monkey-donkey rugirugi88kali hiding now hahahaha useless expired demented person."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:13 PM","Silentreader88","maybe people sell to join laggard like gfm, sasbadi, priva, systech. trading these kind of stock sometime more productive than so called good fundamental but continuosly being bullied by market maker. (as long your know when to enter).tayor"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:13 PM","majuJayaInsyaAllah","missed the train. congrats to those onboard. banyak jutawang baru"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:17 PM","Thien0418","Superlimit 88 today can hit 1.8"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:18 PM","DatoKembara","itu DATUK SERI MOHAMED FAROZ my fren la.
we sama2 Dato.
itu RR88 tak habis2 cerita kote pecah, kote pecah. I think RR88 panic and bought at 1.77 hahahahahahahahah"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:20 PM","powerup89","Rr88 kepala banana....woohoo...fly to the moon"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:22 PM","Stockisnotfun","Wow this one macam following AMC style"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:24 PM","TunDaim","Congratulations!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:25 PM","simonscs","GUYS, i am still holding. anyone can advised to keep long term or short term?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:27 PM","Stockisnotfun","Limit up then give me signal again"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:28 PM","superlimit88","horeyyyyyyyyyyyyyyyyyyyyyyyyyyyyy yahoooooooooooooo...wakakakaka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:32 PM","Stockisnotfun","Still very far off from limit up"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:38 PM","powerup89",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:46 PM","superlimit88","NEXT WEEK FLY ...YAHOOOOOOOOOOOOOOOOOOOOOO HOREYYYYYYYYYYYYYY"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:48 PM","simonscs","hopefully become next dataprep ya. congrats all holder"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:49 PM","superlimit88","SUPERDATAPREP SUPERSEDANIA...yahoooooooooooo....horeyyyyyyyyyyyyyyyyy wakakakakakkakakaakakkaakakaka"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 3:52 PM","CUTLOST","Thanks Sedania.. Offload 1.74"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 4:06 PM","powerup89","Woohoo rr88 hanya lihat Kita big win...tayor rr88 kepala banana..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=105","May 28, 2021 4:15 PM","Thien0418","huat......huat"
