"vsolar_urls_link","vsolar_urls_date_date","vsolar_urls_date_user","vsolar_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 15, 2021 10:57 PM","riko","30% pp to do business.....
In hokkien... We called komkang...
Use your money to do business while directors getting high pay every month.
If failed... OK no problem pp again....
Share based too big... No problem... Let us get share consolidation... Then pp again... Money come again.
Gocean lambo netx fintech... Etc..
All are the same taoke... Doing the same trick pp and share consolidation...
Check yourself on bursa... One day these share will become 0.05 then delisted.
Think think think think x 100 times.. If you want to put a single cent into this kind of busuk company.
You should put your money into recovery counters... Bank... Even genting lost money also shoot up to 5.3 because taoke tak busuk... Cantik...
Good luck"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 8:02 AM","protonvsperodua","same tactic here keep attacking this counter diam2 beli harga rendah hold sebelum news keluar sama taktik mcm tahun lepas...ini puaka ader semua tmpt penny stock..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 8:51 AM","SeliparJepon","Dun wolly ada lagi P2"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 1:47 PM","cutepanda12","I sold everything. I used to have a million shares just to see how this company perform. Been here for 8 months. but lost 60% of all capital. Did not make even 1% of profit since the 1st day i bought the share early last year as the price keeps falling. Its true what Riko said. Better to invest in bank or other business making entities. I have learnt my lesson here and how Bursa works. Thus, dont trust every company on bursa just because its a penny stock. Unless you know the business & management are ethical and produce postive earnings. Im grateful to learn my lesson here. Hope all other invester will learn from us or others on this forum. Thank you."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 1:56 PM","razidkasaok","KUALA LUMPUR (12 Mac): VSolar Group Bhd merancang untuk melakukan penempatan swasta untuk mengumpulkan sebanyak RM22.51 juta untuk membiayai projek solar photovoltaic (PV) yang dijamin syarikat.
Dalam pengajuan bursa hari ini, pihaknya mengatakan akan menerbitkan sehingga 846.22 juta atau 30% daripada saham terbitannya yang ada kepada pelabur pihak ketiga bebas untuk dikenal pasti, pada harga terbitan yang akan ditentukan kemudian. Hasil yang dijangkakan akan diperoleh berdasarkan harga terbitan ilustratif 2.66 sen per saham penempatan, yang merupakan potongan 19.88% kepada harga pasaran rata-rata berwajaran lima hari saham hingga dan termasuk 9 Mac, 3.3 sen .
""Saham penempatan akan dikeluarkan berdasarkan diskaun tidak lebih dari 20% kepada VWAP lima hari saham hingga dan termasuk hari perdagangan terakhir tepat sebelum tarikh penetapan harga, yang akan ditentukan oleh dewan setelah mengambil mempertimbangkan keadaan pasaran yang berlaku, ”kata VSolar.
""Hasil dari penempatan swasta yang diusulkan diharapkan dapat digunakan terutama untuk membiayai biaya awal awal untuk Proyek PV Solar. Ini termasuk kos untuk penilaian kelayakan yang akan dilakukan di lokasi serta perolehan bahan dan komponen untuk pemasangan sistem PV suria (mis. Panel, rak pemasangan, penyongsang dan kos pemasangan). Kumpulan ini juga boleh mengambil kakitangan tambahan untuk pengurusan projek dan menanggung perbelanjaan lain-lain seperti kos pengangkutan di lokasi untuk projek-projek tersebut, ”kata VSolar.
Bersama dengan penempatan peribadi, VSolar mencadangkan untuk menubuhkan skim opsyen saham pekerja yang melibatkan sehingga 30% dari pangkalan saham yang dikeluarkan untuk pengarah dan pekerja syarikat yang layak.
VSolar menjangka cadangan akan diselesaikan pada suku kedua 2021.
Mercury Securities telah dilantik sebagai penasihat utama dan ejen penempatan untuk cadangan penempatan swasta.
Saham VSolar ditutup tidak berubah pada 3.5 sen hari ini, memberikan kapitalisasi pasaran kepada syarikat sebanyak RM98.73 juta, setelah sekitar 7.23 juta saham selesai."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 2:46 PM","satriahijau","nampaknya Vsolar dilihat sangat teruk prestasinya....walupun ada simpanan 49juta x membantu menaikan prastasi syarikat..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 3:06 PM","abangcha","Bila nk ada news..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 3:44 PM","abangcha","Jual 0.035"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 4:39 PM","ShawnYY","Hello! There’s no hope from this counter already maa. 0%. U orang wait la people to goreng this counter, maybe in 2050 itu baru up to 0.080 ."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 16, 2021 5:35 PM","abangcha","Wahh..2050 ada hidup lg ke"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:27 AM","abangcha","Mcm panas engin"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:30 AM","elhazard","abangcha Mcm panas engin
17/03/2021 9:27 AM
engine basikal letrik kuasa solar ke engine roket? hehe"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:42 AM","Powertrade76","vsolar ada news ke aktif pagi ni ..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:45 AM","solid","One day show again?!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:47 AM","Gerrarddy","chance to run"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:48 AM","gilbertlhl","Alot of negative comments here bcos they wanted to sapu at very low price. Bcos they know this share will fly. U may check on the bidding data. Believe in data, not on the news."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:49 AM","LossAversion","what is there to sapu when there isn't any gold to be found????"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:50 AM","prince4","below 5 cents stock cannot buy most of them company will make shares consolidation"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:50 AM","wintoomuch","trapping started ..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 9:54 AM","Michael R.","Operator wanna see oversold on chart only the price will go up...??"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 10:09 AM","todak_ensem","Trap..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 10:16 AM","wintoomuch","Trap again... let the busuk boss goreng sendiri lah ... we just watch ..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 10:41 AM","abangcha","Dinding kuat"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 11:13 AM","obakh222","Mau beli 0.035 pon tak dapat aaaaa"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 11:44 AM","todak_ensem","Boss sendiri beli 0.035 jual 0.04.. hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 12:09 PM","wintoomuch","today close 0.035 , tomorrow 0.035 .... friday 0.03
monday back to normal."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 3:00 PM","Maximillioneddy","1 bid sell then q again"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 4:20 PM","abangcha","Naik pon salah...x naik pon salah
Haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 4:35 PM","ShawnYY","Abangcha kasi naik lagi ini counter."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 5:50 PM","abangcha","Tutup hijau"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 7:16 PM","ShamOs123","Gogo vsolar sudah lama tido sideway .."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 17, 2021 8:24 PM","CoolJay","Good evening guys"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 3:03 AM","156563","这是老千柜台和AT，X0X，还有好间，同一集团老千，亏卖出吧
我也一样亏卖出"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 8:40 AM","Gerrarddy","ada orang sendiri rugi lagi mahu tarik orang lain mati sekali"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 10:01 AM","wintoomuch","seeeeeeeeeeeeeeee .... 0.035 habis...... busuk taoke"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 10:39 AM","todak_ensem","back to normal.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 11:41 AM","penjejakbadai","today close 0.04"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 11:56 AM","BabyAce","Haiz done cutting loss loss 30% zzz. This operator dunno how many times play like this already 5 - 6 times. Focus back those winning counters better."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 12:04 PM","satriahijau","gud job BabyAce....Vsolar mendukacitakan"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 1:03 PM","Diogo_Jota","Wah the legendary babyace also cutloss. Must be saying something"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 1:08 PM","Gerrarddy","BabyAce out already, VSolar game over"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 1:32 PM","cutepanda12","yesterday up > 0.04 due to ESOS. Next week back to normal 0.03 queue. @BabyAce did the right thing to cut loss at 0.035. Focus on other counter is better."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 5:54 PM","SeliparJepon","Tomolo Vsolar tutup kedai.1230 hingga 1430.
After lunch open semula.#Lu jual wa beli"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 7:54 PM","riko","Seeeeeee"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 8:03 PM","abangcha","Hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 8:28 PM","salah88","Vsolar ke vsial ni"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 8:43 PM","msbr91","Aiseh wanna buy 0.03 pun tidak dapat. Apa sial kaunter ni?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 18, 2021 9:04 PM","tradersampah","Esok kompem 30sen"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=234","Mar 19, 2021 1:05 AM","MrMasterMind","esok comfirm meletop..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 8:49 AM","doggie18","waited too long time"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 8:59 AM","Powertrade76","gogo vsolar jgn tidoooo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 10:42 AM","Avalon88","Salam n good morning everyone ;-)
May today will be better than yesterday, and let's pray that this covid19 pandemic will end soon"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 10:43 AM","Vhydro","Oh shit, Avalon88 appear again."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 1:24 PM","MrMasterMind","aku rasa vsolar akan naik lepas QR1 keluar"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 2:39 PM","SeliparJepon","Is coming"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 2:40 PM","SeliparJepon","Manyak lama masuk cave"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 3:13 PM","Gerrarddy","Today QR out, positive earnings after years of loss making, Monday TP 20 sen"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 3:33 PM","abangcha","Haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 4:42 PM","AlohaAloha","Confirm cannot.. don’t trap ppl to help you guys to escape.. AS soon as PP and ESOS confirmed, this con counter will float with huge volume of tickets and price will go down to 0.03 then 0.025.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 5:26 PM","# dare#","I am trapped. if really go to 0.025... terrible, lost alot"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 19, 2021 8:04 PM","SeliparJepon","#Lu jual wa beli. mana ada company tiada projek dlm 1 thn.Tunggu shj jgn takut."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 12:34 AM","nixonteh85","tutup / close 0.0000, tak rasa takut"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 2:10 AM","AlohaAloha","Vsolar lambo Gocean PDZ XDL sanichi Mtronic mnc m3tech dgb xox mlab netx gpa anzo kgroup trive kstar mtouche permaju seacera.. please study these company before you buy.. don’t simply donate your hard earn money to the con company.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 2:21 AM","AlohaAloha","Some common patterns from them are the ESOS, PP, consolidation then pressing the consolidated price to 1/3 or 1/4 value , right issue again to increase back the share number.. repeated actions and announcements.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 9:25 AM","salah88","VSial"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 6:57 PM","MrMasterMind","@nixonteh85 , 10 tahun dulu pn orang cakap itu macam...vsolar steady saja sampai sekarang.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 6:59 PM","stockraider",""
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 10:16 PM","Michael R.","Con going into long hibernation... So far no good news for almost one year ...maybe Dec 2022 will open..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 20, 2021 10:17 PM","abangcha","https://www.theedgemarkets.com/article/lss4-awards-—-boon-or-bane-winn..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 10:51 AM","abangcha","Ada cite bru ke trader semua...senyap jo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 11:27 AM","Gerrarddy","Patience competition on going.. see whether operators more patient or ikan bilis more patient"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 12:20 PM","protonvsperodua","just be patient guys there is new will coming soon...that why all the culprit keep quiet and collect..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 12:38 PM","BabyAce","Stopping by to visit...gerrarddy still here. todak tak hansem nowhere to be seen."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 1:32 PM","todak_ensem","Tgh sibuk babytua.. collect somewhere.. here to be long term investor only.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 3:58 PM","gaban88","I trust u vsolar ... hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 4:09 PM","tradersampah","how come vsolar 3sen warant 2.5sen...doesnt make sense."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 6:25 PM","Marketsifu","Vsolar I believe future is Malaysia biggest solar company"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 22, 2021 6:31 PM","AlohaAloha","Vsolar lambo Gocean PDZ XDL sanichi Mtronic mnc m3tech dgb xox mlab netx gpa anzo kgroup trive kstar mtouche permaju seacera.. please study these company before you buy.. their core business is to sell the huge volume ticket.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 9:01 AM","doggie18","Today up going?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 10:07 AM","tradersampah","mantap marketsifu, hopefully reach RM2 in 2023"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 10:15 AM","abangcha","Long terms"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 11:06 AM","doggie18","sell sell, how to long term?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 11:38 AM","abangcha","@tradersampah fuyoo..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 4:04 PM","tradersampah","nobody want their their share at losses, im sure the top management will fight to make it atleast 20-30sen this year"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 8:27 PM","abangcha","Steady"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 23, 2021 10:04 PM","FakeSifu","im here to goreng"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 24, 2021 3:10 PM","protonvsperodua","drop till 0.02 also no problem avg down...drop quickly ready to pump in...yeah!!!!!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 4:01 AM","madguy","@protonvsperodua wah if really drop till this price im drooling edi hahahahah"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 11:11 AM","Frank880","Is this the place name Holland?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 11:14 AM","abangcha","Money oh money"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 2:44 PM","abangcha","Nk masuk bulan 4 dh...kata nk fly"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 3:57 PM","todak_ensem","Dah fly ke holland la ni"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 4:13 PM","abangcha","Masih kt dasar bumi"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 25, 2021 5:43 PM","AlohaAloha","Everyday need to reminds new investor.. be wise in investing.. don’t easily step into the trap set by shark.. don’t be greedy just because of cheap price.. study the history and the patterns, you can find a lot of fishy stuffs.. Vsolar lambo Gocean PDZ XDL sanichi Mtronic mnc m3tech dgb xox mlab netx gpa anzo kgroup trive kstar mtouche permaju seacera.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 26, 2021 11:31 PM","madguy","hahahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 29, 2021 1:31 PM","ShawnYY","Officially game over."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 29, 2021 1:35 PM","MrMasterMind","R.I.P VSOLAR"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 29, 2021 1:35 PM","MrMasterMind","Rest in Peace VSOLAR"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=235","Mar 29, 2021 1:59 PM","Michael R.","better change name... not really doing solar... doing PP ESOS only.. change name to funtec is better.. or any other better name?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 29, 2021 2:27 PM","MrMasterMind","or change to VSOS or Vsuntik"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 29, 2021 2:47 PM","BabyAce","Even after I sell still not going up. This Vsolar operator deserves to get a death sentence. Not sure know how to become operator one or not."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 29, 2021 2:51 PM","scenery","Baby, U buy only can go up la, U sold already how to go up?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 29, 2021 8:37 PM","SeliparJepon","Happy ending"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 30, 2021 8:51 AM","doggie18","sell or buy more lah"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 30, 2021 12:57 PM","Zonovia","Buy more...very cheap.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 30, 2021 2:04 PM","MrMasterMind","vsolar road to PN17"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 10:26 AM","doggie18","have to sell or not?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 3:39 PM","Gerrarddy","Today QR out, if positive tmr TP 20 sen"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 4:13 PM","AbdulHalimRc","pagi tdi baca news The Edge. dh lh business ni x menjana revenue, korang lgi nk promote. kesian yg bli kt harga right issue tu. gerrarddy ko x sembahyang ke? asyik jilat kaki director utk commission promoter ke? kalo bkn news The Edge aku malas nk layan ko. padan muka."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 4:45 PM","Gerrarddy","Only people who are in this forum for more than 3 months know my meaning lol. Dont be so serious."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 5:45 PM","Diogo_Jota","Just finish this PP and Esos once and for all"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 6:35 PM","todak_ensem","Just came out the QR reports.. very bad.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 6:41 PM","Diogo_Jota","Expected, with the issuance of esos. RM9 mil in total"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Mar 31, 2021 9:19 PM","abangcha","Fly"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 1, 2021 1:08 AM","MrMasterMind","@AbdulHalimRc , ni forum..bukan sahih apa yang dikomen..semua bergantung pada news company..apa2 pun welcome to forum"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 1, 2021 10:05 AM","lonewolf0104","qr result hardly make a dent today"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 2, 2021 12:12 AM","karimgood","2020年全年亏钱啊。要去pn17了。"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 2, 2021 8:50 AM","Gerrarddy","57 out of 58 QR reports were loss making, why so surprised lol"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 2, 2021 11:25 AM","MrMasterMind","bye2 Vsolar, Tq for anything"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 2, 2021 12:11 PM","BabyAce","Fake solar still cheating people's money"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 2, 2021 5:56 PM","GenFTrader","wait vsolar will comeback"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 3, 2021 12:37 PM","abangcha","Yeahhh"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 3, 2021 2:33 PM","MrMasterMind","See u in the future Vsolar.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 3, 2021 2:33 PM","MrMasterMind","bye2"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 9:43 AM","abangcha","Why cannot fly..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 11:22 AM","Diogo_Jota","Warrant sudah nak jadi 1sen."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 11:30 AM","gghaha","All will become historical low again and sleep for long long time till all forgot their value.....:)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 2:02 PM","ShawnYY","So many people disappointed with this counter. Ada itu news ke tiada sama sahaja."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 2:39 PM","lonewolf0104","out of this con counter."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 3:09 PM","boyboy2021","This counter is linked to syndicate. People still not learn Anything?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 3:16 PM","blockofstone","https://www.theedgemarkets.com/article/special-report-share-issuances-..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 5, 2021 5:07 PM","losser3313","runnnnnnnnn"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 6, 2021 10:37 AM","tradersampah","semua ok ke tu?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 6, 2021 2:21 PM","greedy44444","No more solar contact....runnnnn !!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 7, 2021 9:42 AM","abangcha","Cut loss"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 7, 2021 3:38 PM","nokidding","No eye see, so hopeless"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 7, 2021 5:04 PM","AlohaAloha","where is the paid promoter? Sapu all the cheap ticket la.. where is your popcorn show? Peterpan, babyace , etc"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 9:43 AM","obakh222","Should change company name so that not to confuse investors. SC also sleeping ka?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 10:07 AM","abangcha","Hmmmmmmmmmm......boring la"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 11:35 AM","SeliparJepon","Wowww.vsolar mau terbang.tapi kunci sapa sudah ambil.sila pulangkan"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 11:48 AM","GenFTrader","belum bangun dari tidur"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 7:49 PM","TrulyYours","Going to conso.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 10:27 PM","cutepanda12","Vsolar is 3sen. Got general meeting time to kick the top management. If shareholder dont vote to kick. That means shareholder buy share for loss only. Have to do something. All the best."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 8, 2021 11:30 PM","abangcha","Alright"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 9, 2021 8:52 AM","Gerrarddy","From 2 months salary profit to 2 months salary loss, haiz"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 9, 2021 9:24 AM","abangcha","Volume high"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 9, 2021 9:29 AM","Powertrade76","vol high but cannot fly"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 9, 2021 9:46 AM","TrulyYours","Buying rate high.. no impact.. whats holding?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=236","Apr 9, 2021 9:55 AM","VSOLARLIMITUP","Thank you retailers :-)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=237","Apr 9, 2021 9:56 AM","VSOLARLIMITUP","Retailers please help clear old stok at 0.035cts :-)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=237","Apr 9, 2021 9:59 AM","VSOLARLIMITUP","Once you help clear, 0.03 - 0.025 we will help you take it :-)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=237","Apr 9, 2021 10:00 AM","VSOLARLIMITUP","In upcoming EGM, please vote for Mr.Koo :-)"
