"icon_urls_link","icon_urls_date_date","icon_urls_date_user","icon_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:15 AM","Mabel","@ww_guy the OR price is offered at 0.105, why those ppl still sell at 0.09? how they gonna make money if they sell below 0.105?
28/01/2020 9:46 AM
That's why I'm puzzle too..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:31 AM","jaynetan","if can sell at 9 sen making a lot"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:32 AM","speakup","PH govt is sooooo dirty! the purposely goreng up ICON so Tabung Haji SPV can offload their ICON shares to innocent uncles & aunties. After Tabung Haji SPV finished selling, PH govt designate ICON.
Sad day for malaysia"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:36 AM","jaynetan","another misleading imformation"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:36 AM","bursatrader2018","@DRwarrant are you shivering yet ?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:37 AM","sparkrider","http://www.sharetisfy.com/2020/01/icon-5255-ex-for-50-to-1-share.html?m=1"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:43 AM","OKU_2020","Speakup #...PH govt is sooooo dirty! the purposely goreng up ICON so Tabung Haji SPV can offload their ICON shares to innocent uncles & aunties. After Tabung Haji SPV finished selling, PH govt designate ICON.
Sad day for malaysia
Noted speakup !...the Jamaah Tabung Haji edi Cabuttt..with $$$$$"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:48 AM","speakup","https://klse.i3investor.com/insider/substantialShareholderNoticeOfCeas...
Tabung Haji sold off almost 50million ICON shares (cum-consolidation)!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:51 AM","jaynetan","hopefully these informations help:
urushata jamaah owned 8.8 %(sold off recently, this 8.8% was acquired from lembaga tabung haji)
ekuinas owns 42.28%, a government owned private equity(PE) fund"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:54 AM","contrarian","Tabung Haji take up RI why cannot?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 10:59 AM","contrarian","Tabung Haji can even buy OR with $ from Icon sold."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:00 AM","jaynetan","sir, tabung haji no more involed"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:03 AM","contrarian","Still have OR not true?
Posted by jaynetan > Jan 28, 2020 11:00 AM | Report Abuse
sir, tabung haji no more involed"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:10 AM","apolloang","no jail and rotan those who pump and dump how to buy stocks in bursa? all manipulators and insider trading can get away.if in US sure kena behind bars"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:12 AM","matg","TH still lost unless they sell at 1.75 of breakeven after 50:1 icon share of 0.035. The option they need to subscribe the RI offered as OR no buyer at all"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:12 AM","sylvester89","erm....excuse me all may I know should i sell the OR or pay the fees to change it to mothershare which is better? I myself also really confusing LOL."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:15 AM","apolloang","apa ini kena designate mother only done 20,000 until now.meaning all push up no money one is it? totally manipulation in bursa tak tahu?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:16 AM","matg","for the current position we have no option, they force us to subscribe or burn our OR and got nothing."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:19 AM","CharlesT","Now u knew oldman with noble heart n intention...though sometimes may use some rough words...gor yr own good"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:19 AM","jaynetan","lets learn something about tabung haji.
during the previous government, LTH heavily involed in stocks market, resulting badly sick after new government took over. then ministry of finance created URUSHARTA JAMAAH , to acquire ALL STOCKS holding by LTH.
HOW I HOPE, and my clients hope,urushata jamaah willing to take over ours."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:20 AM","CharlesT","C how much con boss let u to sell yr OR..few cents also big profit.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:20 AM","Quickgain","I am shocking to learn that more than 90% of the forumers here are totally blind on ex consolidated price,OR, Designated stock, Right offered price,trading of Right ISSUED shares.....For sure they will get very very very very very serious burnt by the time Right Issued shares start trade next month !!!!!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:21 AM","Starbuckee","their breakeven cost is sell icon-or at RM0.015"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:24 AM","jaynetan","my opinion, if bought before ex, around five sen , high possibility of making"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:24 AM","apolloang","the movie.....wolf of bursa in the making....hahaha. campaign jangan beli saham Malaysia invest overseas"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=135","Jan 28, 2020 11:26 AM","CharlesT","Their ideal plan is cornered the mother shares n play pump n dump till the listing of rights issues while trying to sell their OR as high as possible..even at few cents also can make lots of money...
Lets c"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:26 AM","shamsulyusoff","https://www.theedgemarkets.com/article/icon-offshore-declared-designat..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:28 AM","shamsulyusoff","Patient....let's icon and Bursa settle down. Hope OR must fly...."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:30 AM","CharlesT","I think at present most of the mother shares r still in their hand in view of the vol traded today..
Wish them good luck as they still hv ard 3 weeks time to goreng..
Designated stock still can goreng lah if they want.today give face to sc only"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:30 AM","jaynetan","nobody can con us If we consider the or price too high and the mother price was illoginal the way it went up."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:31 AM","apolloang","until now bursa don't know who's the manipulators? hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:34 AM","speakup","ICON is all a sendiwara (show) to allow Tabung Haji SPV to exit"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:35 AM","CharlesT","Boss cant con u but can con many others..
I knew some of u r very smart lah"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:35 AM","apolloang","lama lama jadi perisai"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:36 AM","CharlesT","Noble intention to expose con boss's plan here kena hentam..aiyo.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:36 AM","speakup","PH need a way to rescue Tabung Haji discreetly. And this is the perfect way."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:36 AM","jaynetan","manupulators, if exist and found out , takes at least 3 years to be brought out n penalized"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:37 AM","CharlesT","The whole gameplan here is so silly n crazy"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:38 AM","CharlesT","Eventually 4 to 5 b shares with rm400m+ debts n bleeding biz"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:38 AM","speakup","guaranteed nobody will be caught for ICON manipulation. becoz the game plan was to allow Tabung Haji SPV to exit"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:40 AM","speakup","look at it this way, if PH govt used govt funds to bailout Tabung Haji SPV, rakyat will be screaming left right & centre about bailout, cronyism, corruption,etc
now they goreng up Icon & disposed, no rakyat will scream."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:41 AM","speakup","that's why ICON only designated AFTER Tabung Haji SPV disposed all
put two and two together to get the full gameplan"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:41 AM","gghaha","holland lo....wait for 6 mths again..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:42 AM","jaynetan","speakup, hopefully you understand urushata jamaah and ekuinas .
who they belong to"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:44 AM","jaynetan","8.8%
42.28%
analyze the logic"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:53 AM","apolloang","pls tell bursa who they belong to cos bursa act don't know....hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 11:59 AM","monetary","G morning"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:01 PM","Undi_PAS","1st day after CNY market red-red good? Why not try Pas in GE15? PH/BN useless."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:04 PM","Miz Raya Bloom","ku malas nak cakap banyak sebab takde ICON, tapi nengok modus operandi memang macam nak lepas kawan"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:19 PM","MrFox","mani mani crying during CNY!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:35 PM","Miz Raya Bloom","semalam baca online edge pening dengan dolomite bila supplier beli shares 63 sen, whims lagi pening sebab supplier yang sama kena masuk court curi air syabas, so banyak hal buat kita pening, just hati2 kawan2 - buat masa ini ku monitor movement dolomite"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:38 PM","apolloang","better spend our money than donating to bursa.all crooks.crooks cannot catch me cos im not that stupid to simply go and punt....hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:41 PM","MrFox","where are all the blowers?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:42 PM","apolloang","where r all the hengyuan super heroes? RM 50 or RM 100? now only 3.70.....hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:44 PM","kk7198","All super heroes are in Wuhan.Now they are super virus terminators."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 12:53 PM","EmperorFund","@rr88 What is the fair value then?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:04 PM","roslaom","If u have money, subscribe rights. If u dont have money, just let it go. Those u have bought OR at 0.39 sen or more or even at 0.09; you pay for the lesson. Everybody wins."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:12 PM","EmperorFund","Hoping for some gain before that happens. Lol"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:14 PM","chia88","515c still have high hoope"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:16 PM","EmperorFund","I tp 0.09 for mother"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:28 PM","naroselle","why cannot sell now ha..?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:32 PM","james7","designated counter.value is kosong'."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:35 PM","james7","if u want to buy just * TNG *"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:47 PM","rr88","Naroselle. For designated counter, u must hv free shares in yr cds b4 u can sell. They will appear in yr cds tomolo. 10,000 lots will hit the sell button at once at 8.30 am tomolo with only 1000 lots buying."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:47 PM","ramada","Just wonder who chased high at RM0.95."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:54 PM","Trouble Huat","high risk high gain. haha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 1:58 PM","OKU_2020","China virus death toll passes 100 as US, Canada issue travel warning
RUNNNNNNNN for your llife"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:12 PM","MrFox","For designated counter, u must hv free shares in yr cds b4 u can sell.
-------------------------
??????
i thot u must pay upfront first be4 can buy?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:16 PM","Mabel","If you notice, this virus infected people are getting more and more but the death rate is reducing
In other words, It says this virus is not as deadly as people fear
Good news are coming soon when Western Scientists start to get more information about this virus. And public will be calmed down once scientists confirm that the virus can be contained, can be treated, and vaccine will become available too"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:30 PM","Mabel","Bloomberg: China Names HIV Drugs in Treatment Plan for New Virus.
https://www.bloomberg.com/news/articles/2020-01-26/china-names-abbvie-...
Lorr..Dont worly, Wuhan virus will not lass one, because they are MADE IN CHINA meh"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:31 PM","nich0las","Wait for another Con."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:32 PM","BullRun_93","@Mabel
i thought you pro in this arena....you mean you don't know the ICON-OR is given FOC? walaueh.....lol"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:37 PM","Undi_PAS","LGE/PH where got better? Before GE14 promise moon and sky. When takeover as govn just say no $ how can.
Posted by kbs2809 > Jan 28, 2020 12:47 PM | Report Abuse
Undi_PAS vote for PAS even worst. They will sell everything. In Kelantan none of the manifesto they fulfill. Many State Government companies were closed. They know nothing about administrative and economy."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:39 PM","Undi_PAS","PH/BN same. They also con us."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:42 PM","Undi_PAS","Try PAS first in GE15. No good only say then."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=136","Jan 28, 2020 2:43 PM","Undi_PAS","Politics also like changing shirt. Why cannot change govn not good got logic?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 2:46 PM","Undi_PAS","Green is Pas symbol. Green Bursa(eg Icon) not good? PH/BN don't know?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 2:49 PM","Mabel","@BullRun_93 @Mabel
i thought you pro in this arena....you mean you don't know the ICON-OR is given FOC? walaueh.....lol
28/01/2020 2:32 PM
I have commented enough in this counter. Please scroll up..
Meow.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 2:50 PM","apolloang","PH sama bangsa like BN or maybe worst.until now not even 1 crook in jail"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 2:52 PM","apolloang","tak ada law in bursa....they got license to do whatever they like.all cronies doing.if anyone not their cronies do this kena lock up in sg buloh"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:02 PM","kabukiman","@speakup
Rm 750k worth of icon shares sold is a gomen bailout for TH SPV? by manipulating the market?
jesus.
which longkang this story come out from?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:05 PM","apolloang","lateefa u dunno what happen?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:08 PM","monetary","Tq for all the wise words from seniors. Let's pray everyone do OK tomorrow. Can offline now."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:20 PM","apolloang","yup pas better,all these manipulators stone to death....hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:24 PM","sylvester89","Fark what's wrong with the virus once spread out to the whole and the market all went into red meow!! I can't even sell my OR for a damn good price anyway I am gonna subscribe for this shit..
All the Wuhan and China simi Super Hero can cast the dark magic and let the whole world market down! That's crazy!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:32 PM","Kasik0rn","What lesson can BURSA take away from this sad debacle?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:33 PM","apolloang","bursa only close one eye.melayoo bigshot cannot go to jail one....hehe"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:37 PM","Kasik0rn","Now is the right time for Bursa to act decisively in the interest of orderly market and the protection of innocent investors and players alike."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:38 PM","Miz Raya Bloom","beli apa counter boleh, cuma kita kena cerdik dari bursa kikiki"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:40 PM","pamie","Undi_PAS, YES, they should be given the chance.
There are a lot of professionals in PAS in many area. not only professional in islamic area but also medical, engineering, academic, science, economy and others. Many professionals joined PAS; they may not in front runner but contribute to the organization & shaping policies/ ideas.
PAS do have a team or lab that do economy analysis, which involve analyst and specialist, did come out with proposal for economy solution, that being produced before the GE14. For example replacment/ alternative of GST; intro of Capital Gain Tax. Some ideas was then proposed by other party, but with different terms.
However, what is lacked, publicity not on their side, media always give bad perception to them, and their method is quite passive (other party might love to do something that is populist, gimmick, but empty). Once people ""know"" PAS, they will start to accept."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:47 PM","jaynetan","呜呼哀哉"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:49 PM","BullRun_93","@ww_guy the OR price is offered at 0.105, why those ppl still sell at 0.09? how they gonna make money if they sell below 0.105?
28/01/2020 9:46 AM
You said : ""That's why I'm puzzle too...""
The reason is when they sell they take the OR as free cash from ICON mother share. Just a typical retail investor type of mentality. So why puzzle? Now you know why they sell....lol"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 3:50 PM","CharlesT","Posted by monetary > Jan 28, 2020 3:08 PM | Report Abuse
Tq for all the wise words from seniors. Let's pray everyone do OK tomorrow. Can offline now.
now u only knew ah....oldman with noble heart n intention trying to save waterfish"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 4:02 PM","Hotwires","Aiyoo Pas supporter..your TDM also go Holland lagi mau ckp banyak.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 4:16 PM","DrMBTK","TP RM 1 or higher sooner or later after the contra players disappeared and the designated status has been uplifted within a couple weeks time (once it is stable). We look at the company's fundamental rather than blunt speculations and i am optimistic it's gonna perform well. Just take it easy for the mid term players."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 4:26 PM","veronTeo","0.8 all want to buy, 0.54 all dont want buy ??? lol"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 5:57 PM","Mohd Zaimi","Why buy on friday... Cant sell today ?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 6:40 PM","Underhand","Bursa is so inefficient, you all know already.
Now blame yourself to be manipulated like this.
My advice is learning a lesson from this stupid counter or counters and be wise next time when you want to buy"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 6:58 PM","sylvester89","What is the OR Price for tomorrow anyone know about it? If still staying at 0.09 I would seriously selling off all lol"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 7:02 PM","CharlesT","Today at 9 cents nobody wanna buy...
What makes u to think that u can sell yrs at 9 cents tmr leh"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 7:03 PM","CharlesT","If can sell at 2 to 3 cents u also have to thank god oredi"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 7:08 PM","EmperorFund","One Sen"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 7:13 PM","DRwarrant","Bursa is right - without speculation , Bursa Market is Dull -- has No fun - No thrill.
Keepidap Bursa !"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 8:32 PM","ferdtwh","If subscribe their rights, guess price will be lower than 0.105 on 20feb or after, many will sell if price higher than 0.105......"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 9:07 PM","sheep","Look at today's volume, where got shorties panic to buy back. All bullshxt and hot airs.....now , tomorrow till end Feb.. wakaka"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 9:13 PM","pamie","CharlesT 7.02pm: ""nobody wanna buy...""
It is not people dont want to buy, but they are unable to buy. The system dont allow.
It is not logic, that for something that are people awaited for, and dream for, eager for, and with full potential has no buyer. Not logic. A lot of people want to buy.
Once the system allow so, people will rush to buy."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 9:36 PM","CharlesT","Limit down...unable to buy?????"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 9:43 PM","CharlesT","Should b unable to sell..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 9:46 PM","veronTeo","hahaha, limit down - unable to sell
limit up - unable to buy
get it newbie ?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 9:49 PM","freddiehero","wah lau.. apa sell apa buy oh.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 28, 2020 11:45 PM","nelson_na","mabel, need ur advise pls. i face the problem of
1, if not subcribe 400k of ro will burn, try to sales but nobody buy.
2. if subcribe of 400k ro to mother share of icon, i need extra 42k cash ( 0.105 x 400k units). let sau i have 42k cash, it is worth to invest?
3. if do nothing, i only have 4k units of icon. depend on market share value movement. total investment rm 7,500, now only left rm 2000+ @ 0.50."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 12:19 AM","sylvester89","Dear nelson_na,
I can just only advise you but the decision at the end of the day it's still at your hand and you have to decide. If you are facing no commitment or money issue as you have extra then u can subscribe for the OR to Mother Share at the price of RM 0.105 but you will need to think careful if the price is hit above than the purchase price then you will saw the profit. The second way it's just burn the OR away if you scare of the risk then the mother share you still have on hand will need to see how long it's take to gain profit. both of this you will need to think it carefully no one able to help you out.
What is the price when you bought it the you will need to count on there."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 1:21 AM","necro","ngeri.....mula2 suka jadi duka...
Tengok KPJ relax jer...takda thrill2...
tgok OCNCASH relax jer...
tgok KRONO relax jer..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 6:54 AM","Lich","@nelson_na there is no way you will make any profit without subscribing for the rights issue. You bought your mother share at RM1.75 per share (assuming you bought at 3.5 sen prior to consolidation). Assuming full subscription, the mother share should converge to around RM0.120 per share. Your best option is to either subscribe and wait for a turnaround or sell now. Your call.
And if you think that it will hit RM1.75 per share prior to the issuance in 3 weeks time, then you need to ask who will be so retarded to buy, knowing that the share base will increase by 10 folds. But then again, there are those who bought at RM0.90. So who knows that stupidity really has no cure."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 8:15 AM","maselankacak","jeng jeng jeng. Apa problem. Subscribe sajalah. Mcm itu gambling blackjack poker jugak kahkahkah"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 8:52 AM","ZStrader","wow... no body want to buy OR... how to sell lor... die die kehkehhh"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 8:56 AM","Srsm Trader","hi, morning everyone. as per bursar in order to sell you need to have free balance unit in your cds account. You can check this from your remisier or the simplest way is by installing Bursar Anywhere from google play or apple app store. Create/attached you ic/acc to it and you may see the status of free/pending/estimated unit there."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 8:57 AM","Legend","ini nama mencuri secara berjemaah..haha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 9:00 AM","OKU_2020","Govt TH Lebai Jamaah edi sold & cabutt with $....
what a smart action before designated ICON .
# To open 42 sen , koleps 12 sen from yesterday....Argghhhh !"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=137","Jan 29, 2020 9:02 AM","Mabel","@nelson_na mabel, need ur advise pls. i face the problem of
1, if not subcribe 400k of ro will burn, try to sales but nobody buy.
2. if subcribe of 400k ro to mother share of icon, i need extra 42k cash ( 0.105 x 400k units). let sau i have 42k cash, it is worth to invest?
3. if do nothing, i only have 4k units of icon. depend on market share value movement. total investment rm 7,500, now only left rm 2000+ @ 0.50.
28/01/2020 11:45 PM
Why didn’t you sell your Mother Share last week during the 3 days limit up after the ex date? You could have recovered some of your cost.
For your information, ICON shares been hammered by the downfall of O&G industry from 2014 until 2018. All O&G players were hit. Most small players are already gone. This company has more than 20 vessels serving Petronas. The current vessel is not enough and they need to outsource from outside due to shortage in supply. I expect 2019 result will be much better 2018 because there will be no impairment as they have already made the impairment more than 70 million in 2018.
ICON is backed by strong Major Investors and Equinas itself keep supporting ICON for this scheme. All banks also support the scheme because they see the future of this company. Kenanga Research are expecting to see a continuation of the elevated activity levels going into 2020. A read-through of Petronas’ latest Activity Outlook 2020-2022 was mostly positive, as most upstream value chains are expected to see approximately maintained levels from 2019, while several of them anticipated to see a surge. Of which, they have identified the biggest winners to include (i) fabricators (e.g. SAPNRG, MHB), with almost a doubling in the number of well-head platforms (WHP), and (ii) marine vessel players (e.g. ALAM, ICON, PERDANA, COASTAL), with a huge surge in the number of anchor handling tug supply (AHTS) vessels. Beside Kenanga, Maybank has also given a BUY Call on ICON.
Here’s Wall Street’s Valuation on ICON.
REWARDS
Trading at 93.1% below its fair value. Earnings are forecast to grow 116.6% per year. Below Fair Value: ICON (MYR0.54) is trading below our estimate of fair value (MYR9.75). ICON is forecast to become profitable over the next 3 years, which is considered faster growth than the savings rate (3.4%). ICON's is expected to become profitable in the next 3 years.
RISK ANALYSIS
Does not have a meaningful market cap (MYR16M). Highly volatile share price over past 3 months
I suggest you make your own Business case based on your past engagements with this counter.
Your cost should cover all your acquisition cost plus the RI conversion cost. In my case, my break even cost for ICON is 0.135 per share with RI included. Anything above this price will be profit for me. (FYI, if I take my average cost based on my total number of shares that I have traded before and after RI, the cost looks even much better at 0.04). I will cut my loss if it goes below 20 % of 0.135.
MY Bonus will be the price of free warrant plus any price which is above 0. 135 per share. Currently my margin is a very very healthy margin.
You still have time to decide by looking at the price movement. Cut off date is 31st January 2020.
All the best."
