"do_urls_link","do_urls_date_date","do_urls_date_user","do_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 10, 2020 3:00 PM","junnian0814","Hopefully hahaha, I holding for long term"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 13, 2020 5:54 PM","DAN84","hoseh. total accumulated 45lots! :-)"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 14, 2020 8:24 AM","2017win","today 0.9."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 14, 2020 1:27 PM","Mar2083","Can close 90 today?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 15, 2020 4:51 PM","Jason","consolidating, moving slow and steady"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 17, 2020 8:12 AM","2017win","i smell 0.9"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 17, 2020 4:08 PM","Molly Ngui","Go Go Go i smell RM1.00, CNY angpow:)"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 17, 2020 4:31 PM","itch","Huat already la!!!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 17, 2020 4:50 PM","Jason","traders might have quit few days ago, investors still stay"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=46","Jan 18, 2020 1:13 PM","DAN84","Onz!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jan 20, 2020 9:17 AM","ddd ccc","Touch 0.925 already"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jan 22, 2020 2:33 PM","LoneWolf88","Thanks for given another opporturnity to buy, happy huat year! <3"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jan 22, 2020 4:08 PM","sokowanda","will go to 0.8x, big junk already byebye. RIP long terms bilis"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jan 23, 2020 2:48 PM","junnian0814","he like to see ppl earn money at side hahaha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jan 23, 2020 5:25 PM","ddd ccc","sokowanda you better learn more about TA"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jan 31, 2020 10:26 AM","sokowanda","now you earn your ass now. now die from TA, AA, BA, CA. bla bla bla till T ASS."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 1, 2020 8:36 PM","ivanlau","D&O main business in China....... China economic will hv a big problem due to the virus, foresee share price will drop till 0.60 ........"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 3, 2020 8:57 AM","Molly Ngui","Why some of you creating panic smell? want to buy cheap, this is a good stock, don't simply create negative comment."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 3, 2020 9:50 AM","Molly Ngui","Time to collect back.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 5, 2020 5:53 PM","ddd ccc","Agreed with ivanlau. Must wait for the antidot first."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 5, 2020 8:08 PM","junnian0814","I took back my capital d. So if it keep on going up I earn extra lor, if it going down no harm to me & I waiting to collect"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 6, 2020 11:19 AM","Molly Ngui","https://www.google.com/amp/s/www.ccn.com/dow-futures-leap-on-potential..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 6, 2020 10:04 PM","DAN84","Launching of new plant."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 7, 2020 3:00 PM","Molly Ngui","Go go go"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 14, 2020 12:13 PM","Molly Ngui","Time to collect.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 14, 2020 3:46 PM","Smart Beginners","Be careful China impact of covid-19.. D&O main business is from china automotive."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 17, 2020 11:12 AM","investman11","Collect mclean tech. Uptrend.. Buy warrant also cheap. Research 1st before make move"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 26, 2020 2:41 PM","junnian0814","Congratulation all!!! Nice QR"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 26, 2020 4:08 PM","Jeffreyteck","Profit without div is as good as no profit in LT."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 26, 2020 8:22 PM","junnian0814","not like this. the company also need to save some cash to turn over. In this unsure environment, covid-19 & our internal political issue, we not sure what will happen next."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Feb 26, 2020 8:23 PM","junnian0814","you can also take a look on the duration they usually give div. Jun & DEC"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Mar 3, 2020 5:08 AM","Globeking","hidden jewel below RM1"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Mar 3, 2020 5:10 AM","Globeking","china production is back."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Mar 13, 2020 4:04 PM","CraZY INvesTOR","esos 0.28 ??"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Mar 31, 2020 3:55 PM","Jeffreyteck","Window dressing?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 1, 2020 8:47 AM","uptrending","Car sales should be down all over the world.. Isn't it? What's your view during this uncertained time due to covid-19?
Any sifu's view is appreciated.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 2, 2020 9:25 AM","Jeffreyteck","Low DY, high PE, low nta. TP 0.40 then consider. For trading play."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 7, 2020 12:52 PM","carimakan","0.60 c brekout.. will fly up up!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 10, 2020 10:48 AM","carimakan","conter ni steady la.. support baik punya!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 10, 2020 2:14 PM","Jeffreyteck","China passenger cars sales dropped 48% in March."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 11, 2020 3:19 PM","newbiesPG","fundamental is just a guide. if everyone follow fundamental to buy share.. then u can hire one robot to trade for u.
so cute.. tp 0.40.
i believe in the business & their management..
if nothing big happen next week will reach 0.65 min. even pandemic again it will go down till 0.55 the most. i wont believe it will break 0.5.
now in market just between 10-20% traders are trading & 70% are still watching n waiting..
always wanna hunt for the best. u can follow them too. but if anytime now good news come out such as medicine or vaccine succesfully developed.. u imagine this 70% come in! what will be the price.?
anyhow just sharing.. u can used ur 20% of saving to trade now. 80% keep in bank to earn FD. safe way-..
or take risk..
used 30-50% to trade now and dream big. in worst case u lost 10-20% from ur investment amount if enter now..
but if market suddenly shoot up then u will have better life w ur family... thanks."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 14, 2020 3:13 PM","carimakan","yeazz.. dh mau jalan.. sape mau tumpang train cepat.. train mau pecut!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 16, 2020 10:51 PM","Porsche996","Flying tmrw"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 16, 2020 10:52 PM","Porsche996","Flying high"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Apr 23, 2020 3:32 AM","mf","Stocks extend rally, with the Dow now up 500 points"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","May 19, 2020 2:48 PM","hng33","bought D&O at 68.5sen"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","May 19, 2020 3:09 PM","hng33","sold back all at 72.5sen"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 1, 2020 11:36 PM","Flyinghorse","Keep dropping......why?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 2, 2020 9:37 AM","James Ng","https://klse.i3investor.com/blogs/general/2020-06-02-story-h1507954718...
[转贴] [D&O GREEN TECHNOLOGIES BHD：为了保持领先地位，Dominant将继续将其资源用于开发创新产品，包括Smart RGB LED，以满足不断变化的客户需求] - James的股票投资James Share Investing"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 10, 2020 6:51 PM","Wisdom for Freedom","does anyone know why is the qr report not released yet?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 10, 2020 9:40 PM","leong1188","1 month extension given to all public listed companies due to Covid-19. It will be out on 16 June"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 10, 2020 10:30 PM","HowAh","Oh... 16 June is agm"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 11, 2020 6:26 AM","newbie9893","Nasdaq at record high, all eyes on tech stock this morning, no more gloves stock"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 11, 2020 12:34 PM","newcomer1388","i sold with losses and never touch.. just come here to visit you sad bastards.. hahahahahahha"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 16, 2020 4:03 PM","cumcumshot","Following JHM's path?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 16, 2020 4:30 PM","cumcumshot","Unless orders are shifted to Msia, I am curious on the strength of D&O and JHM."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 16, 2020 5:09 PM","hambasaham","Today AGM, after the meeting it gap up. Do not know what is the news."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 16, 2020 5:38 PM","PresidentRotiCanai","Congrate to D"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 16, 2020 6:33 PM","jojo85","Qr drops 30%++"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=47","Jun 16, 2020 7:20 PM","HowAh","Die .... Tomorrow drop liao"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 16, 2020 8:06 PM","jfm3737","Don’t worry ,"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 16, 2020 8:45 PM","verylucky","why die?good qr..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 17, 2020 12:47 PM","kingb","Surprisingly strong for a weak queue."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 17, 2020 1:00 PM","sten_still","Gap up this this afternoon"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 17, 2020 2:00 PM","carimakan","kasi all in kaw2.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 18, 2020 10:46 AM","Cooldrkx","Come on... Still worth buy..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jun 18, 2020 11:51 AM","unknownme","still worth buying ? it's 0.78"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 1, 2020 9:39 PM","yuyu82","go go go go........next 0.85"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 2, 2020 10:15 AM","Miz Raya Bloom",""
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 2, 2020 3:14 PM","hng33","bought D&O at 76-76.5sen"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 3, 2020 10:00 AM","Steven1717","going to shoot up"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 3, 2020 10:06 AM","hng33","sold back at 78.5sen"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 5, 2020 10:32 AM","HowAh","I thought jhm is in the same biz as d& o.... Is it not?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 6, 2020 7:44 AM","Steven1717","semiconductor is benefit to this company"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 6, 2020 9:16 PM","HowAh","Zzzzzzz"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 8, 2020 3:49 PM","AZnobody","Up!!! Gugubird up!!!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 8, 2020 7:56 PM","HowAh","zzzzzz"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 9, 2020 3:02 PM","Steven1717","TOMORROW D&O will come. after fpgroup"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 9, 2020 6:09 PM","HowAh","Zzzzzz"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 13, 2020 4:37 PM","PresidentRotiCanai","Breakout"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 13, 2020 8:19 PM","HowAh","Zzzzz"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 14, 2020 5:59 PM","HowAh","Is it over?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 16, 2020 9:40 AM","tokohM","MITI Azimi confirm visit to D&O this coming weekend with good news"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 16, 2020 7:24 PM","HowAh","Omg going back to 0.70..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 18, 2020 9:05 PM","AZnobody","Backdoor azmin visit Dominant Opto, good news coming"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 21, 2020 4:36 PM","hng33","bought D&O at 80sen"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 21, 2020 10:54 PM","wendycwl","I thk coming"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 22, 2020 2:57 PM","hng33","sold D&O at 82.5sen"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 23, 2020 11:43 AM","hambasaham","Tidor punya counter... Zzz"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 23, 2020 7:09 PM","HowAh","Ai ya... Sold d.... Buay tahan liao"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 24, 2020 3:45 PM","ruby20","EV play. See TSLA. bright future"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 27, 2020 12:34 PM","HowAh","Omg drop so much"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 28, 2020 9:31 AM","tokohM","what happened to this counter, tech all up this counter keep stagnant"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 29, 2020 3:26 PM","telephone","Hari nie termakan tongkat Ali."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 29, 2020 3:30 PM","monique1968","Sudah datang"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 29, 2020 3:42 PM","investortrader88","fly higher. !"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 29, 2020 4:21 PM","hostan","Coming 2nd qtr result maybe good.China volume increase.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Jul 29, 2020 8:55 PM","HowAh","Mr tay why u sell...."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 1, 2020 10:32 AM","investortrader88","D & O Green Technologies Berhad, an investment holding company, operates in the semiconductor industry in Asia, Europe, the United States, and internationally. It is involved in the manufacture of semiconductor components and machineries; merchandising of semiconductor components; design, production, and sale of printed circuit board assemblies, as well as provision of engineering services; and design, development, and sale of integrated circuit chips for LED applications. The company is based in Melaka, Malaysia.
# Market cap RM 1.3 billion.
# Last 3 yrs profit RM 22.4 million - RM 36 million
# Earning are forecast to grow 21.35 % per year.
# PE 33
# EPS RM 0.026 ( Mar 2020 )
# ROE 9.4 %
# FUTURE ROE 10.2 % ( next 3 yrs )
# ROCE 18.9 % ( last year )
# ROA 5 %
# Revenue ( Dec 2019 ) RM 504.305 million / per yr
Earning RM 31.10 million / per yr
Profit margin 6.2 %
# Debt 31 Mar 2020 : RM 110.492 million
# Equity RM 390.967 million
# Cash & short term investment RM 78.8 million.
# Receivable RM 108.7 million.
# Long term & other assets RM 60.1 million.
# Physical assets RM 228 million.
# Inventory RM 157.5 million.
# Account payable RM 99 million.
# Other liabilities RM 32.7 million.
# Dividend 1.16 %
# Current payout dividend to shareholders from earning 19 % current earning.
# D & O Green Technologies Berhad is covered by 4 analysts.
Institution. / Analyst
Kenanga Research. Chee-Wai Chong
MIDF Research. Bei Shan Ng
Public Investment Bank Berhad. Hoe-Leong Chong
RHB Research Institute Sdn Bhd Chin Wai Wong
• Disclaimer : Not a buy or sell call.Pls do yr own homework.Trade at yr own risk."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 1, 2020 10:32 AM","investortrader88","Top 25 shareholders own 86.46% of the D & O GREEN TECHNOLOGIES BERHAD as on 16 April 2020
Golden Horizon Resources Limited
11.68%
Han Tang International Holdings Limited
10.72%
Keen Capital Investments Limited
10.18%
Thian Lim
9.6%
Omega Riang Sdn Bhd
7.48%
Mohammed Bin Hashim
7.4%
Camasia Limited
6.32%
Thiam Cheok Lim
2.2%
Kumpulan Wang Persaraan
1.96%
Chin Bee & Sons Sdn Bhd
1.95%
Citigroup Inc.,Banking and Securities Investments
1.67%
Cambrew Asia Limited
1.62%
Beng Chu
1.58%
Norges Bank Investment Management
1.54%
Soo Lim
1.48%
Kema Development Sdn Bhd
1.46%
Principal Asset Management Berhad
1.09%
Kheng Tay
1.09%
Mega First Corporation Berhad
1.07%
Eastspring Investments (Singapore) Limited
1.04%
Chooi-Suan Kam
0.97%
Matthews International Capital Management, LLC
0.93%
Dau Cheam
0.54%
PMB Investment Berhad
0.47%
Dimensional Fund Advisors L.P.
0.41%"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 5, 2020 2:40 PM","investortrader88","fly. ! everyone huat !"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 5, 2020 5:04 PM","gemfinder","got problem ka tis counter? all tech up tis stil sleepng"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 18, 2020 4:20 PM","GTdyno","Already woke up. hold it tight guys"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 19, 2020 1:10 PM","Derrick Gan","MACD indicate on the way to golden cross , second time on the way to RM0.90 and try breakout.
Hope can breakout by next week."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 19, 2020 1:56 PM","7surewin","Breakout today. EPS on Friday??"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 25, 2020 7:52 PM","ivanlau","bomb....... bomb..... bomb...... tomorrow gap down 10 %"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 25, 2020 10:20 PM","EatCoconutCanWin","Baby punya company management. Talak a kai punya.this kind of results can show up. Kanine"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 26, 2020 5:07 PM","gemfinder","celaka counter"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 26, 2020 5:40 PM","Tkeng","D&O Green Technologies - Bottomed Out - Kenanga Research & Investment | I3investor
D&O Green Technologies - Bottomed Out
Author: kiasutrader Publish date: Wed, 26 Aug 2020, 3:46 PM
2QFY20 core PATAMI came in at RM0.7m (-89% YoY; -73% QoQ), bringing 1HFY20 core PATAMI to RM4.6m (-62% YoY). While only representing 15% of both our and consensus estimates, we deem it to be in line as we believe the worst is over and expects a far superior performance in the 2H. The group has recovered to full capacity in June and is seeing strong orders owing to pent-up demand from China car sales which has staged growth for four consecutive months, while Europe is seeing encouraging rebound in car sales. Maintain OUTPERFORM with higher TP of RM0.965.
Within expectations. 2QFY20 core PATAMI came in at RM0.7m (-89% YoY; -83% QoQ), bringing 1HFY20 core PATAMI to RM4.6m (-62% YoY). While the numbers only represent 15% of both our and consensus estimates, we deem it to be in line as we believe the worst is over and expects the a far better performance in the 2H as the group regain full operations.
YoY, revenue for 1HFY20 fell 9% to RM207.4m as the group was largely impacted by the movement control order (MCO) where it was limited to 20% workforce followed by a gradual increase to 50%. This has caused some inefficiencies due to underutilised production space during the period which resulted in lower gross profit margin of 25% vs. 27% in 1HFY19. QoQ, PATAMI fell 83% on a 25% decline in revenue. The large decline can be explained by the impact of MCO which was mostly felt in the 2Q as compared to the 1Q.
Better 2H. We believe that the worst is over for D&O and expects a significantly better 2H with subsequent quarters to see continuous QoQ growth. The group has recovered to full capacity in June and is seeing strong orders owing to pent-up demand from China automotive market as well the Europe automotive market. China being the first to curb the Covid-19 spread has staged a V-shaped recovery in automotive sales and has also marked its fourth consecutive monthly growth as sales rose 16.4% YoY in July, raising expectation that the slump in auto sales could be ending. Over in Europe, car sales have also displayed encouraging recovery coming off the low of -76% YoY in April to -22% YoY in June, thanks to the lifting of restrictions and attractive rebates. We also noted that both regions are experiencing increasing demand for electric vehicles, in line with government policies to reduce carbon emission.
LED per vehicle is expected to increase as car markers emphasis more on electric vehicles and driverless vehicles. As one of the pioneers of smart RGB, D&O is well positioned to reap the benefits as car makers adopt such technology. Smart RGB allows for local dimming which results in better contrast and lower power consumption. This works in favour with electric vehicles which are dependent on battery for its driving range.
Maintain FY20E and FY21E core PATAMIs of RM29.9m and RM42.9m, respectively. We believe the current quarter to be the bottom of a U-shape recovery and expects a strong 2H to pick up the pace.
Maintain OUTPERFORM with a higher Target Price of RM0.965 based on higher 25.3x FY21E (previously 22.6x), in line with its 3-year mean to reflect improving prospects ahead as the worst quarter is over. Being a renowned brand name in full range automotive LED, we believe D&O is a prime proxy for the potential recovery in the automotive market.
Risks to our call include: (i) disruption of components supply, (ii) replacement/obsolescence of LED technology, (iii) adverse currency fluctuations, and (iv) adverse foreign labour policy
Source: Kenanga Research - 26 Aug 2020"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=48","Aug 26, 2020 6:10 PM","EatCoconutCanWin","when i sell all, you up pulak.. bodoh la"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Aug 31, 2020 3:36 PM","Dakewlest","When is next qr?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Aug 31, 2020 10:38 PM","Piratebilis","Keeping this for long term.. who knows one day can supply Tesla.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 1, 2020 4:10 PM","investortrader88","fly !"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 1, 2020 5:52 PM","Derrick Gan","Bollinger band had been hit upper line with high volume and open big mouth indicate buy momentum increase. Possible with breakout RM1.00 by this week."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 10:46 AM","rr88","Not bollinger. Not bollingu.
Its a CUP & HANDLE. Tp 1.36. Buy now !!!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 10:50 AM","rr88","Cup formation 22 jan to 05 aug.
Handle formation 05 - 28 aug
Handle breakout 01 sep
Tp = 0.90 + (0.91 - 0.45) = 1.36"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 11:05 AM","Mashoh95","Hip rr88, can u signal when should sell down"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 11:20 AM","rr88","It wont hit 1.36 in a straight line up. Hold for 10 days."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 11:53 AM","rr88","Be patient. Hold. Bullish technicals are in place. It will absorb selling n trend in higher highs fashion over 10 days more or less. Tp 1.36."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 1:54 PM","Piratebilis","I should have listened to rr88 sifu when he ask to sell supermax at 16 (hahahaha)"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 2:28 PM","rr88","After 17.50 supermx dropped to 12.50 first b4 going up. That a lot of drop 5.00. Some people shit in their pants.
Anyhow, this D&O forming an intraday ascending triangle now. It should close 1.06 - 1.07 today.
It is a confirmed BREAKOUT of a CUP & HANDLE PATTERN. As in any cup & handle breakout, the upward move is very high equivalent to the depth of the cup. In this case 0.91 - 0.45 = 0.46 breakout above 0.91.
The move there will be one of a trending pace. So dont sell too early."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 2:45 PM","novince28","noted tq sifu rr88"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 2:52 PM","rr88","Volume today has already doubled than yesterday's. This is what happens in a breakout move. Volume will remain elevated as shares changed hands as it trends higher."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 3:01 PM","novince28","is it still good to go in?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 4:34 PM","rr88","Yes. Buy n hold for 10 days or 1.30 - 1.37 whichever comes first."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 5:07 PM","rr88","Should it take a break n stabilise with marginal gain or loss or move sideways, continue to hold. This is a CONFIRMED CUP & HANDLE BREAKOUT. Only sell above 1.30."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 5:10 PM","Derrick Gan","rr88 sifu , a lot of i need to learn from you, what is know now based on BB trend. Thank you for you info. TQ"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 2, 2020 6:04 PM","hambasaham","Hope it happen at 1.30 in 2 weeks time."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 9:46 AM","rr88","GET OUT NOW !! SOMETHING IS VERY WRONG ABOUT THIS MARKET ACROSS THE BOARD. BLOOD WILL SPILL ALL OVER THE STREET IN AFTERNOON TRADES."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 9:52 AM","Tack Hock Wai","@rr88 what's wrong ? can explain?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 10:08 AM","dollar83","Tq rr88. Run run"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 10:20 AM","Hazzyy","Still preaching supermax dripping from 17.50 to 12.50. When ? In his dreams . Cant win the debate and now talking Non science in D&O . There are only 2 types of people according to Nelson Mandela - the wise ones . and the fools . Please choose who you follow"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 10:27 AM","rr88","Market is bad. It will return to 0.90 - 0.92 to retest its breakout point."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 11:13 AM","novince28","are you sure rr88? It's up now"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 11:26 AM","rr88","You dont fight the market. Market is weak. Index down 12 pts at 1525. Soon it will drop below 1500 in a couple of days. Whoever is driving this thing should not fight the market. If you fight it n the market is not with you, price will.not sustain. And you will get stuck with huge no of shares you r unable to sell. Follow the flow. Dont fight it."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 11:28 AM","novince28","so means to let go D&O for now?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=49","Sep 3, 2020 3:06 PM","rr88","Now only you want to fall. I said since early morning you will fall. BIG BEAR coming. Index falling big time.
novince28. Sell everything. Move to 100% cash."
