"kossan_urls_link","kossan_urls_date_date","kossan_urls_date_user","kossan_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 10:48 AM","CUTLOST","My portfolio turn to green maa."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 12:05 PM","thomaszum","已經逐漸進入築底階段, 隨著外圍噪音逐漸消除, 相信很快手套股就會調整方向. 但過程中需要些耐心, 因為技術面還等待著關鍵的契機. 可能需要至少 1~2 星期的時間就能明確扭轉趨勢.
It has gradually entered the bottoming stage. With the gradual elimination of external noise, I believe that the glove stock will adjust its direction soon. But some patience is required in the process, because the technical analysis part is still waiting for a key opportunity. It may take at least 1~2 weeks to definitely reverse the trend.
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
手套股中的 BIG FOUR (HARTA, TOPGLOVE, KOSSAN, SUPERMX - 排名不分先後) 究竟哪家更好?
https://klse.i3investor.com/blogs/thomaszum/553812.jsp
https://klse.i3investor.com/blogs/thomaszum/2021-07-06-story-h15678377...
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 12:15 PM","AdCool","Question: How do we track ASP? There s no publication of such info by MAGMA. Nobody know for sure on how the current ASP trend except report by glove companies which are old data."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 2:48 PM","Ahboy96","no eye see"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 2:51 PM","NatsukoMishima","Dividend will be lesser n lesser in coming qr especially supermx , Big boss is busy planning shift out most production lines to other cheaper n friendly countries ,so where got time to care about bilis supporters ,foreign funds all disappointed n run away , local funds as usual will only reentry when the pre pandemic price , u hold u will lose 40 % more capital , if cut loss n buy back later maybe u can regain some capital in long term ! Now factories can open or not also not sure how to pay u high dividend !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 3:39 PM","tamp0i","Hancur... Officially hancur.... Even 500,000 cases a day won't help gloves now. Meanwhile politicians still fighting for their seats wanting to rule the country. I hope God can step in and manage our affairs for now"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 3:58 PM","sharewiz118","Sei lor ... the price sudden plunge"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 4:56 PM","GetInCondo","what's wrong in last minute closing price? suddenly shoot up bac to rm3 above lmao"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 8, 2021 11:35 PM","thomaszum","ESCERAM (0100) vs 手套股 ------ 趨勢比較
https://klse.i3investor.com/blogs/thomaszum/554457.jsp"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 9, 2021 7:07 AM","nahc4131","Short selling activity . For example , Short sell 200 saham ( harga rm 2.95 ) . Kurang orang nak jual kepada dia ( orang nak jual harga rendah tidak ramai ) . Dia terpaksa beri balik saham yang harga tinggi , so last few minutes , harga naik ."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 9, 2021 2:00 PM","NatsukoMishima","Before 4.30 pm all cash out profit taking already , only dreamers wlll shout n ask people to push n maintain the price!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 9, 2021 2:15 PM","thomaszum","手套股中的 BIG FOUR (HARTA, TOPGLOVE, KOSSAN, SUPERMX - 排名不分先後) 究竟哪家更好?
https://klse.i3investor.com/blogs/thomaszum/553812.jsp
其他參考:
ESCERAM (0100) - Three reasons for recommending - Thomaszum
https://klse.i3investor.com/blogs/thomaszum/2021-07-06-story-h15678377...
ESCERAM (0100) vs 手套股 ------ 趨勢比較
https://klse.i3investor.com/blogs/thomaszum/554457.jsp"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 10, 2021 1:33 PM","NatsukoMishima","When China starts to challenge your market u will definitely lose in coming years , best example is smart phone , smart tv now even EV , xiaopeng already leveiling Tesla !
10/07/2021 1:28 PM
X
NatsukoMishima Malaysia will lose the gloves market to China n Thailand soon unless ship out the production to more cheaper n friendly country !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 11, 2021 7:02 AM","BrusaCasino","NatsukoMishima When China starts to challenge your market u will definitely lose in coming years , best example is smart phone , smart tv now even EV , xiaopeng already leveiling Tesla !
10/07/2021 1:28 PM
X
NatsukoMishima Malaysia will lose the gloves market to China n Thailand soon unless ship out the production to more cheaper n friendly country !
--------
Like this every industry just let china win ok? No need to invest locally. All your money just invest in China sure win"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 11, 2021 1:47 PM","thomaszum","加速 ""疫苗接種率"" 是 ""新增確症病例"" 下降的關鍵要素
https://klse.i3investor.com/blogs/thomaszum/555701.jsp
要阻斷疫情的繼續擴散, 加速疫苗的注射是必須也是最有效的方案. 馬來西亞政府 / 政客們必須認清事實, 將精神與資源全力投注於加速疫苗注射的最後手段中, 這已經是唯一阻斷疫情擴散的最後機會了.
政客們, 不要再無所為了, 你們的自私自利以及在謀求個人利益而捨棄人民福祉的過程中, 已經犧牲了許多人命與造成好些家庭的破裂. 趕緊做事吧........
~~~~~~~~~~~
全球疫情已經發出進入第三波爆發的信號! 在全球與馬來西亞疫情越發嚴峻的情況下, 投資板塊較高機率將轉移至 gloves 和 healthcare 板塊."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 12, 2021 5:13 PM","JEUJEUJUE","Target price reached. Delta prevailing, Almost about time"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 12, 2021 9:35 PM","NatsukoMishima","Only buy gloves stock at 5 years lowest point to protect your capital , even drop also little bit paper loss , now it still has long road to fall ! factories still can not open ???"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 13, 2021 8:48 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 13, 2021 9:21 AM","Ahboy96","Morning"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 13, 2021 4:00 PM","siiyang96","even the share price high..but when announced 11k..
you successfully make my mind to keep you...
RM3 come come come.."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 13, 2021 4:01 PM","siiyang96","sorry...lowest is 2.93 in 52w...
2.95 enough...let me buy 2.95 plz..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 14, 2021 12:27 AM","ahchong01","aiya this epf play play. but good la close its short position already again"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 14, 2021 7:50 AM","thomaszum","加速 ""疫苗接種率"" 是 ""新增確症病例"" 下降的關鍵要素
https://klse.i3investor.com/blogs/thomaszum/555701.jsp
要阻斷疫情的繼續擴散, 加速疫苗的注射是必須也是最有效的方案. 馬來西亞政府 / 政客們必須認清事實, 將精神與資源全力投注於加速疫苗注射的最後手段中, 這已經是唯一阻斷疫情擴散的最後機會了.
政客們, 不要在無所為了, 你們的自私自利以及在謀求個人利益而捨棄人民福祉的過程中, 已經犧牲了許多人命與造成好些家庭的破裂. 趕緊做事吧........
11/07/2021 12:33 PM"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 14, 2021 2:11 PM","thomaszum","手套板塊已經成功築底, 並開始反轉 !!!
手套股中的 BIG FOUR (HARTA, TOPGLOVE, KOSSAN, SUPERMX - 排名不分先後) 究竟哪家更好?
https://klse.i3investor.com/blogs/thomaszum/553812.jsp
其他參考:
ESCERAM (0100) - Three reasons for recommending - Thomaszum
https://klse.i3investor.com/blogs/thomaszum/2021-07-06-story-h15678377...
ESCERAM (0100) vs 手套股 ------ 趨勢比較
https://klse.i3investor.com/blogs/thomaszum/554457.jsp"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 14, 2021 8:44 PM","Good123","Esok, jatuh ??
KUALA LUMPUR (July 14): The Government may need to impose a windfall tax on companies that recorded extraordinary profits during the Covid-19 pandemic, said former Prime Minister Tun Dr Mahathir Mohamad.
According to him, the tax will enable the Government to increase its financial resources as well as help the people who are affected and increasingly squeezed by the Covid-19 pandemic.
“This windfall tax is not an unusual thing...this may help the Government because in this time of emergency and Covid-19 problem, we have to spend a lot because we need to help the poor, to give out extra income and we need to feed people who have no food.
“So all these need to be done and require money. But if we follow taxes normally, there will be less (economic) activities and the Government will also get less taxes,"" he said as a member of the forum panel entitled 'Can the Malaysian Economy be Saved?' which was posted on Facebook Reset Malaysia today.
Dr Mahathir said the Government was also advised to focus fully on fighting Covid-19 and restructure the distribution of allocations from non-essential items to more important items.
Asked whether the Government should reintroduce the Goods and Services Tax (GST) to increase the country's coffers, the former Prime Minister said introducing a new tax in the current situation would not alleviate the problems faced by the Government."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 8:58 AM","lamdba","Singapore and UK have decided to live with Covid. That means demand for gloves and masks will continue. Imagine, will you let your children without masks? Do you prefer hospital staff to always wear glove for injection? Time to buy in!!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 9:04 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 9:54 AM","Jpmontoya73","The QR will release estimate when yah?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 10:11 AM","paperplane","sssssshhhhhh! calm down. stop shouting."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 10:57 AM","WDCQ_I_am_legend","Factory will resume by next week"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 11:39 AM","lamdba","Singapore and UK are leading the way. These two countries are always the ahead of other countries. We are living with Covid!!
That means demand will only grow moving forward. Yes, ASP will drop but demand will grow!
Imagine, will you let your children goto school without masks? You go to clinic and get jab and the nurse wear no gloves?
New norm, new way of life. Masks and gloves are now necessities if you dont want to get Covid!
Buy low, sell high! Time to grab before big funds coming in again!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 11:46 AM","saw investment","Sekarang ringgit malaysia jatuh ke 4.20 for 1 usd.
this is the chance for all export counter.
because export counter only earn back the ringgit."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 1:56 PM","NatsukoMishima","马哈迪已和财长会面 为国家复苏计划提供建议
（吉隆坡15日讯） 前首相敦马哈迪透露，自己已经和财政部长东姑扎夫鲁会面，并且为后者提供有关对抗我国新冠肺炎疫情的建议。
根据网媒《自由今日大马》报导，马哈迪指出，东姑扎夫鲁向他寻求有对新冠疫情的意见。
“我回答了很多有关如何制定标准作业程序（SOP）和疫苗的问题。他问的任何问题，我都如实回答。”
“他听了我说的话，并把它记录在笔记本上。我希望他可以执行我提供的一些意见。”
马哈迪于本月10日揭露，财政部长东姑扎夫鲁邀请他为政府所执行的国家复苏计划（PPN）贡献意见。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 1:57 PM","NatsukoMishima","Maybe windfall tax coming ???"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 3:40 PM","lamdba","Don't be scare by windfall tax. Tun said that coz he's not in govt now. Govt will not implement this for sure. Once implemented, who the hell want to open biz in our country anymore?
=============================================
@NatsukoMishima Maybe windfall tax coming ???"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 3:48 PM","tamp0i","Big candle up... Does that mean RSS closing their position? Or the river had finally dried up, no more water to squeeze anymore and the only way is one way up?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 3:51 PM","Will76","Covid19 cases record today at 13,215. EMCO in Selangor & KL likely to be extended for another 2 weeks from tomorrow. That means GLOVE FACTORIES IN SELANGOR & KL WILL LIKELY CONTINUE TO BE CLOSED FOR ANOTHER 2 WEEKS."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 15, 2021 3:52 PM","CUTLOST","Nice kossan..tq mmuuaaah"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 16, 2021 8:56 AM","lamdba","Friday. Expect many people collecting their profits. But no worry!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 16, 2021 12:28 PM","GetInCondo","trap trap trap,wash wash wash"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 16, 2021 2:45 PM","NatsukoMishima","Look like more n more doses need to be jabbed into your body , pfizer already crazy ask USA to approve 3rd dose booster shot ! Will there be other 4th or 5th dose .....???"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 16, 2021 6:17 PM","tigerroar38","All The Stars Are Alligned! ONLY UP!
William % R (260 days) - is moving from -100 tp -94. Means that oversold in 1 year trading is over!! There is only UP!!!
RSI - from 20+ now move to 50 - Oversold period is gone!!
MACD - already cross
Parabolic SAR - Showing uptrend
Stochastic Oscillator - Cross and Up! OVERSOLD is gone. Demand is coming in!
With above technical, Rubbber has hit its BOTTOM. Is a reversal now.
Yesterday Open with a GAP UP. Meaning strong demand and no more seller!
Most importantly there is a REVERSAL CANDLESTICK PATTERN. A DRAGONFLY DOJI today. Is a reversal candle!
And it is confirm by 15th July price increase and high volume!
With all the TECHNICAL aligned. The stars have aligned.
There will only be up from now!
GOGOGO!
ONLY UP!
Join the train before is too late!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 17, 2021 12:35 AM","BrusaCasino","https://www.theedgemarkets.com/article/epf-has-lent-out-kossan-rubber-..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=243","Jul 17, 2021 10:18 AM","Karma2glove","Those who hope covid cases to rise up so that glove share can rise. Now this is bad karma to them. Deserve it!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 17, 2021 10:39 AM","neutralist","lol glove never move in tandem with covid. who said that. lol. last week green last minute must be the person close the short. lending out shares for short also means they don’t have any plan to dispose the share. so long term is ok"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 17, 2021 12:15 PM","tigerroar38","https://www.thestar.com.my/business/business-news/2021/07/17/should-re...
Read this!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 17, 2021 5:30 PM","tigerroar38","https://www.theguardian.com/world/2021/jul/16/one-in-95-people-in-engl..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 17, 2021 9:12 PM","NatsukoMishima","Meir Rubin, a lawyer who advises the Israeli government on risk management, warned that “even the best vaccines are only a tactic and not a strategy.”
In one region of Israel, he noted, more than 80% of the population had been fully vaccinated with the Pfizer-BioNTech vaccine, but there had still been a “serious outbreak” of Covid. Rubin told the panel that without eliminating the virus, even a vaccinated population could “collapse under the next variant.”
“An infectious carrier of the delta variant will infect his family even when they are fully vaccinated. If you live with a child who is a delta carrier, he will infect the parents,” he said, adding that Israel was seeing serious cases and hospitalizations even in fully vaccinated patients."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 18, 2021 9:25 AM","zanbini","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 19, 2021 9:44 AM","planta","This kossan counter so quiet"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 10:00 AM","OkieDokie",""""" @zanbini Opened up. Everyone, hurry up and buy MrDIY, it's very cheap. """"
hahaha ..... PE above 50, selling stuff at every day low price to attract customer, annual DIV of < 2s and currently price at about 3.40.... And our dear friend come to promote at Kossan counter ?
Please tell us something that we do not already know about Mr diy so that we could do a re-rating please..... ; ) ; ) ; )"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 10:32 AM","AdCool","Mr DIY is just all hype and branding during IPO. Would be corrected in months to come to reflect the actual value.
Quote: Benjamin Graham, explained this concept by saying that in the short run, the market is like a voting machine--tallying up which firms are popular and unpopular. But in the long run, the market is like a weighing machine--assessing the substance of a company."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 10:43 AM","tamp0i","Pity must be stuck in 4.20 hehe... With that money I'd rather buy into a billion profit making company"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 10:46 AM","OkieDokie","If I own mrdiy, I would have switched to kossan instead when Kossan was at a all time year low of < 3.0"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 1:43 PM","OngKawKaw","ITS TIME TO COLLECT BIG 4 LIAO. NEW BIG WAVES LAI LIAO!!!!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 1:46 PM","thomaszum","手套板塊已經成功築底, 並開始反轉 !!!
手套股中的 BIG FOUR (HARTA, TOPGLOVE, KOSSAN, SUPERMX - 排名不分先後) 究竟哪家更好?
https://klse.i3investor.com/blogs/thomaszum/553812.jsp
其他參考:
ESCERAM (0100) - Three reasons for recommending - Thomaszum
https://klse.i3investor.com/blogs/thomaszum/2021-07-06-story-h15678377...
ESCERAM (0100) vs 手套股 ------ 趨勢比較
https://klse.i3investor.com/blogs/thomaszum/554457.jsp"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 2:59 PM","NatsukoMishima","@ zanbini Opened up.
Everyone, hurry up and buy MrDIY, it's very cheap.
Pls dont mislead other people to buy Mr DIY because it will drop back to RM 2 .XX !!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 3:02 PM","PenguinSociety","last call!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 4:48 PM","NatsukoMishima","My china friends told me massive floods in China has caused some PPE factories shut down !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 8:48 PM","ooi8888","NatsukoMishima San, do you think the Tokyo Olympic Games will proceed as schelude on this Friday?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 21, 2021 10:12 PM","planta","Key countries such as UK, USA, Singapore, Australia see spikes in covid cases. Singapore back to lockdown, probably could suppress the outbreak. USA and UK on the other hands probably will double up in 2 weeks.
Gloves will go bullish in these 2 weeks"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 6:40 AM","EatCoconutCanWin","Gogo fighting"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 8:46 AM","elbrutus","any idea when Q results coming out ???"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 3:19 PM","CUTLOST","Thanks Boss Kossan for good tip last week"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 3:28 PM","EatCoconutCanWin","fighting up up"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 4:35 PM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 8:03 PM","alivetoinvest","Dont waste your time in Kossan. so big market cap . too heavy to move.
check out Johan which will produce a decent amount of gloves. Potential to 10x from a low market cap"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 9:32 PM","tamp0i","Hahahah great joke to promote a loss making company for continuous quarters, I'd rather buy AirAsia which at least show great potential once Covid is swept under the carpet"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 9:44 PM","NatsukoMishima","If high efficiency gov like Spore also in trouble now dont dream that other countries can back to nomalcy , even china also scare to open boarder , maybe 2025 is the best time for whole world back to normalcy !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 22, 2021 9:46 PM","NatsukoMishima","US market DJI n Nasdaq super buble are going to burst in 2 months time , u will see many bursa over goreng tech stocks lovers especially genetech burn their hands !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 12:28 AM","neutralist","alivetoinvest i agree. don’t waste your time so dun come here. shushhh"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 12:41 AM","The_JQuestion","yes but the cases dont seem to increase the whole point is the cases because after vaccination covid will be mostly ignored like in the US
they will only treat chronic cases the rest just stay home ... normal covid patience wont get care anymore and hence glove usage become less
some industry is going to really hurt by this esp tourism
probably have to wait till glove asp normalise which is on a downtrend AVOID glove for now if u dont wanna be trap"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 10:41 AM","thomaszum","手套板塊已經成功築底, 並開始反轉, 進入短線上升趨勢中 !!!
預計 8 月內可以正式進入中長線上升趨勢通道中.
Warrant 推薦:
根據綜合條件篩選, 特推薦看好手套股, 尤其是 Supermx 的朋友們可以關注 SUPERMX-C2B (71062B). 風險較低, 且獲利空間較大.
ESCERAM (0100) 已經成功築底, 並進入短線上升趨勢中 !!!
由於 Esceram 的抗跌能力較口罩股稍強, 故 Esceram 可能會較手套股快速進入中長線上升趨勢通道中.
備註:
由於兩者之間的供需關係，故存在著雙方趨勢傾向一致的關聯
https://klse.i3investor.com/blogs/thomaszum/554457.jsp"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 2:09 PM","NatsukoMishima","【新冠肺炎】抗疫到“关键时刻” 美又现“超级真菌”致3死
（华盛顿23日讯）美国疾病预防和控制中心(CDC)主任瓦伦斯基，当地时间周四再次对美国当前疫情发出紧急呼吁，警告称美国尚未完全脱离疫情。另一方面，美国出现“超级真菌”传播事件，已造成3人死亡。
中新网报导，瓦伦斯基表示，印度变种病毒Delta是科学家见过的最具传染性的呼吸道病毒之一。
她强调，Delta比之前的（新冠肺炎）毒株更具侵略性和传染性。 “这是我们目前所知的、也是我从业20年以来所见的，最具传染性的呼吸道病毒之一。”
Delta目前正在全美迅速传播，截至本周，在已测序的病例中，感染该变种病毒的病例已经占到总数的83%；而在7月初，这个数字还只有50%。
瓦伦斯基还对全美疫情发出警告，称Delta正在低疫苗接种率地区广泛传播，这是美国又一个抗疫的“关键时刻”。
瓦伦斯基恳请尚未接种疫苗的人“严肃对待Delta ”。她强调，“这种病毒不会自动放弃，它会不断搜寻脆弱的人并感染他们。请考虑接种疫苗，并在此前注意防疫”。
《纽约时报》指出，这与白宫数周前的态度形成鲜明对比。独立日期间，美国总统拜登在白宫南草坪举行盛大派对，宣布美国“从疫情中独立了”。
报导称，瓦伦斯基最新的表态显示，官方越来越担心已经取得的成就正在丧失，当前激增的病例可能让那些疫苗普及率低、住院率高的地方卫生系统不堪重负。
3类主要药物无效
另一方面，美国卫生官员周四表示，现在有证据表明，一种“无法治愈”的真菌在两家医院和一家疗养院内传播，已造成3人死亡。
根据美国疾控中心的报告，华盛顿特区的一家疗养院和得州达拉斯地区的两家医院爆发“超级真菌”感染。少数患者患有侵袭性真菌感染，3类主要药物对这些感染都是无效的。
美国疾控中心的博士莱曼称，“这确实是我们第一次开始看到耐药性聚集病例”，其中患者显然是在相互感染。
多年来，卫生官员在发现一些常用药物对真菌感染情况几乎无效后，就一直对这种超级真菌的可能出现发出警告。
2019年，医生在纽约诊断出3起病例，这些病例也对一类称作为棘白菌素的药物具有抗药性，该药物被认为是对抗真菌感染的最后一道防线；但在纽约的病例中，没有证据表明感染已在患者之间传播。科学家得出结论是，治疗过程中形成了对药物的耐药性。
不过，美国疾控中心对于最新出现的病例得出结论，这些真菌感染确实进行了传播。
在华盛顿特区，一家专门收治重病患者的疗养院中出现101例感染耳念珠菌病例，其中3例对所有3种抗真菌药物均具有抗药性。达拉斯地区两家医院的感染集群有22人，其中两例具有这种抗药性。
根据美国疾控中心的说法，这些病例发生在2021年1月至4月。在治疗完全无效的5人中，有3人死亡，其中两人是得州的医院病患，另一人在华盛顿。
莱曼表示，两地的病例都在持续爆发，自4月以来还发现了其他感染。但新增病例尚未被报告。
调查人员查看了医疗记录，没有发现这些集群中的患者以前使用过抗真菌药的证据。卫生官员表示，这意味著它们会在人与人之间传播。"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 2:32 PM","NatsukoMishima","Since all the gloves stocks reluctant to 5 years lowest point at the passed few months , i think start from next week will be uptrend to previous high !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 3:23 PM","NatsukoMishima","Next week 1million cases ! Never though before it really happen soon ! Can we go back to normalcy , many people get depression n some even commit suicide !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 4:26 PM","NatsukoMishima","For all my friends in selangor n KL pls stay home stay safe , going outside very easy infected by delta variant just like bird shit drops on your head or shoulder !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 23, 2021 8:27 PM","planta","Nvm that it close red today, Next week will go up back"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 24, 2021 10:33 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 24, 2021 5:37 PM","thomaszum","這一波 Supermx 短線看, 應該會達到 4.3 ~ 4.5 之間. 如果能夠順利站穩於此區間, 則可以嘗試突破至中長線上升趨勢通道. 個人見解供參考. 做個備註.
由於手套股的相互影響關係, 故相信 KOSSAN 應該也會有著不俗的成績.
手套股中的 BIG FOUR (HARTA, TOPGLOVE, KOSSAN, SUPERMX - 排名不分先後) 究竟哪家更好?
https://klse.i3investor.com/blogs/thomaszum/553812.jsp"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 24, 2021 10:58 PM","Sebastian78","Next few wks its crucial if can exceed the resistance of RM 3.63. if exceed RM 4 is on the way"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 24, 2021 11:51 PM","gemfinder","https://codeblue.galencentre.org/2021/07/15/dg-vaccination-may-cut-cov..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 25, 2021 9:23 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 25, 2021 8:39 PM","NatsukoMishima","China supply chain including PPE already stopped due to massive floods n typoon over the next few months !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 26, 2021 12:05 AM","tamp0i","Funfact:
4 January 2021
Supermax closed: 5.51
Harta closed: 10.48
TopG closed: 5.50
Kossan closed: 3.94
23 July 2021
Supermax closed: 3.67 (-33.39%)
Harta closed: 7.70 (-26.47%)
TopG closed: 4.14 (-24.68%)
Kossan closed: 3.49 (-11.46%)
Looks like Kossan got no fat to squeeze oh compared to the others, kekeke... Well done"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 26, 2021 8:41 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=244","Jul 26, 2021 4:53 PM","NatsukoMishima","This round kaw kaw kena dump , how many times they want repeat it ??"
