fintec_url_date_date;fintec_url_date_user;fintec_url_date_comments
5/8/2020 16:54;Kingston1;Hi Tomyamgong, I don't know that guy. But I do agreed he is quite pro. Thumbs up for him
5/8/2020 17:39;nuilam hali;1 day run only.tomorrow below 0.11
5/8/2020 18:05;PenguinDad;Anybody read the news on 17 september 2019 and today newspaper.
5/8/2020 18:46;nuilam hali;Tomorrow gap down
5/8/2020 18:58;nuilam hali;100% person down
5/8/2020 19:08;kahhoe123;Why???
5/8/2020 19:31;cicakman;"kahoe,as long don't get stucked and willing to be very long term investor is ok.It is just left and right,right to left unless there are changes in shareholders.
Wish you good luck."
5/8/2020 19:31;Youghin;kahhoe123, 吃不到的葡萄是酸的
5/8/2020 19:35;cicakman;Fundmantalist 91.you got good points.
5/8/2020 20:03;nuilam hali;They are playing among themself 10 to 135.cannot push above 135.tomorow open 10
5/8/2020 20:05;pfsurewin;boleh terbang besok?
5/8/2020 20:15;Masterwin;Cannot, tomorrow will drop back to 0.105
5/8/2020 20:22;yip_net;Tomorrow will testing 0.15 cts
5/8/2020 20:23;cicakman;"It will play bit up only.
There are no news or any development what so ever.
Suddenly big buyers blocking to encourage to take from seller's.It 's just only Private Placement."
5/8/2020 20:26;cicakman;It is not broadly sentiments,it just own created sentiments.You need that much vol to makeup the pricewhere most buyer's are buying across the board?
5/8/2020 20:27;yokemui;What will Fintec do with its big cash stockpile? Can anyone more knowledgeable pls teach/educate the rest of us? I mean there are comments that Fintec has no meaningful business anymore...On simplywallstreet, it says it is undervalued by 85%. i am so confused here, dont know whether to hold or sell. My profit is now 40%. Holding 20 lots
5/8/2020 20:29;yokemui;Just some sincere, more expert analysis will be very much appreciated. TQ in advance.
5/8/2020 20:30;pfsurewin;got feeling can fly.. tomolo buy some to test water...
5/8/2020 21:12;novice77;Don’t listen to any analysis. It’s never reflected in the price. Good to see a lot of negative comments. From my experience, positive comments never work.
5/8/2020 21:15;OldWiseMan100;
5/8/2020 21:25;FarmbesFlyer;20 cents target is not a problem. Good luck. Please take note this is not a fundamental stock. Hit and run.
5/8/2020 21:26;trader420;Buy to goreng only, some stocks best to buy before goreng sell before goreng
5/8/2020 21:28;AlfI3;Isnt tat mpi dealing w semiconductors manufac?
5/8/2020 22:14;yokemui;"No comments anyone? - What will Fintec do with its big cash stockpile? Can anyone more knowledgeable pls teach/educate the rest of us? I mean there are comments that Fintec has no meaningful business anymore...On simplywallstreet, it says it is undervalued by 85%. i am so confused here, dont know whether to hold or sell. My profit is now 40%. Holding 200 lots
05/08/2020 8:27 PM"
5/8/2020 22:37;leekeanlam78;Tomorrow will go up likes rocket reach 0.165
5/8/2020 22:54;cicakman;"yokemi,go and do own analysis in details on FYR last 8 quaters.Something really not right.As you mentioned considered Fintech have lots of money but still needs PP.
Analize the profits appeared on FYR ,is it from buisness or invesment.If on invesment,shareholder must be given dividens to say thanks for lending your money.
You look at PICORP ,at share price 10 to 13 cts and they makes little profits but still every years share their profits.Just make a conparisons.
However I guranteed you in 2 years time yoi will get bit of somethings."
5/8/2020 23:02;cicakman;"Fintech on paper make tons of money that's true.
On long term most investor shareholders not only looking at Udervalue,NTA,PE ,EPS only,They look on dividens too unless those PLC not making money.
NAIM willing to allocated 0.18 cts after selling piece of land in Bintulu and this should be the way.
Fintech makes 200+ millions but investors get dust."
5/8/2020 23:45;Kingston1;Cacatman, you been talking negative about fintec since it was 0.07, now it became 0.13 u still talking the same thing? Enjoy your sour grape ya cacatman
6/8/2020 0:39;RJ87;"That didn’t happen yet doesn’t mean it won’t happen mar...
Those who invested believe it eventually will mar. But if u don’t believe, mar park ur money at maybank la. Come here talk 3 talk 4 for what?"
6/8/2020 1:15;cicakman;"Stone head,proof to me I talk negative since 7 cts.
The true fact and negative are two different things."
6/8/2020 3:21;ideal88;you don't like this stock can sell it and go away
6/8/2020 3:23;ideal88;don't come here talk nonsense
6/8/2020 4:36;jaynetan;"my aim is to make money.
I bought at 9 sen"
6/8/2020 8:31;nuilam hali;today gap down 1 day show
6/8/2020 8:41;Youghin;Let’s see who’s right or wrong
6/8/2020 8:50;hps3388;Nuilam, any reasons for your analysis of gap down? It had broken out of resistance at 10 sen. The next target should be 20 sen
6/8/2020 8:54;novice77;Those who bought hope for a better result and those who sold still came back to talk sh*t. Haha haha. I don’t follow anyone’s advice except....
6/8/2020 8:58;nuilam hali;Ok guys sry
6/8/2020 8:58;novice77;For the first, i felt that I did something right.
6/8/2020 9:13;azta12;add
6/8/2020 10:05;cicakman;"Got additional listing today ESOS 9.5 cts.
I m here cz I did buy and sincerly thank you.
Yesterday buyer's 2 & 3 times than seller's
My view it was created up wth volume for the ESOS to run.
Wish you all good luck and stay Invest."
6/8/2020 10:08;Kingston1;Stop talking crappies cacatman, up 3 cents, down half cent then you ask people to sell? You want the prove of what you said? I can show u. Lol
6/8/2020 10:10;Kingston1;"Stock: [FINTEC]: FINTEC GLOBAL BERHAD
Aug 5, 2020 1:13 PM | Report Abuse
Hi cacatman, you still here? ;D
Jul 30, 2020 11:39 AM | Report Abuse
Cicakman, do not delete your comment. Let's see you are cicakman or cacatman.
cicakman : They fish you to buy as thoungh very positive buy 10.5,10,9.5 then thet lock you,you lost or paper lost and keep your money to invest.When make profit,you die hanging standing till another min 5 years.
PELASE DON'T TRUST FINTECH.
GO AND VERIFY YOURSELF ."
6/8/2020 10:14;AlfI3;Fintec invested a lot in Vsolar, any idea its recent uptrend is related to ytdy Top volume Vsolar tat going to bid for govt mega solar project?
6/8/2020 10:16;Kingston1;Wangchoi, see properly. The one who talking nonsense is cicakman.
6/8/2020 10:20;cicakman;Stone head ,prove I say negative since 7.5 cts
6/8/2020 10:42;baiyuensheng;going down ler..
6/8/2020 10:50;thenewbie;"going down then grab again lor..
just now succeed grabbed 100lot 0.12 :D"
6/8/2020 10:58;kelvin17;let's enjoy making some money either here or other counters it's ok... happy trading ....
6/8/2020 11:14;vivabursa;goreng goreng..companies under FIntech already goreng
6/8/2020 11:23;Elitetrader;All good ships float when the tide is in.
6/8/2020 11:42;TomyamGong;"swap channel today.
https://www.facebook.com/Trapthebull/posts/111933297285944"
6/8/2020 12:14;Elitetrader;If a company is cash rich but stock price too cheap, they risk getting raided by pirates.
6/8/2020 12:24;gghaha;the only red in top 10 volume shares today....:)
6/8/2020 20:28;ihopeimpredictking;https://www.bursamalaysia.com/market_information/announcements/company...
6/8/2020 21:25;Wen6888;Good news?? Not really understand
6/8/2020 22:08;sekchuan;Hope it is a good news.
6/8/2020 23:04;yaphoikiong;CLI buy FINTEC share around 0.105 price?
6/8/2020 23:04;yaphoikiong;too low?
7/8/2020 0:48;Kingston1;Let's limit up tomorrow!! https://www.facebook.com/103165771496030/posts/112230487256225/
7/8/2020 1:44;FarmbesFlyer;This stock has potential to limit up. This is speculative stock. Good luck for those who holds it.
7/8/2020 8:39;RJ87;"that means Fintec use RM15mil to settle PN's outstanding fine in return of 40% of CLI equity.
Sounds like a bad deal if CLI is a piece of shit. Anyway, 15mil is just 1.5% of the worth of Focus that Fintec owns.
Sell Sell Sell Focus and announce 10sen dividend. Kasi pecah RM1."
7/8/2020 9:51;Elitetrader;Worry not of cash rich companies especially when its dirt cheap. Corporate marauders would get interested even if there's no dividends.
7/8/2020 11:50;BillyWinner;good fundemental
7/8/2020 12:20;WangChoi168;Rubbish all dumb out not few enter also and warrant
7/8/2020 14:00;cicakman;"Fintech can move but it will take long long time.
Might as well buy good mover with trend.
Annoucement are fact,stated that ESOS are at 9.25 cts
If someone can absorbed then px will maintained at 0.12 cts.However to play safe,9.5 to 10 cts need strong holding."
7/8/2020 15:11;5354_;Any more pending ESOS/PP?
7/8/2020 15:20;5354_;"No more pending bec can start to sell Focus?
5354_ Any more pending ESOS/PP?
07/08/2020 3:11 PM"
7/8/2020 15:23;5354_;Sell 10 million Focus RM 18 million hard to raise?
7/8/2020 15:25;5354_;Is Focus like wife/parents till death do us apart?
7/8/2020 15:40;5354_;Is shares(eg Focus) harder to sell not property?
7/8/2020 15:41;5354_;50 sen -1.5 Focus no sell can blame Fintec stupid?
7/8/2020 16:04;moneycome123456;give more power come ...
7/8/2020 16:13;5354_;Komarkcorp even 100% gain.
7/8/2020 16:14;5354_;Focus RM 2 soon?
7/8/2020 16:41;aizuddin666;the red wave is coming better prepare the umbrella
7/8/2020 17:01;Masterwin;It's going down trend again, bought at 0.09, sold at 0.135 thanks a lot Fintec
7/8/2020 17:25;cicakman;"Just a guide to help those are new.
If got Additional Listing ESOS or be it conversion or any PP must becarefull better verify the price.
It is not everybody got holding power,if the few days big vol got ppl buy cannot got out,then..finish....Unless there are good news to support or even make it higher.
Good luck investors."
7/8/2020 18:05;Edric Soh;i just take profit 1 week,30 percent thank
7/8/2020 18:31;newbie5354_;Focus up why not good news?
7/8/2020 20:53;5354_;Bursa no news so is bad news?
8/8/2020 4:15;newbie5354_;Can someone calculate how much money PP raise so far? Do Fintec any more fund raising if subdiaries need more money?
8/8/2020 19:53;AlfI3;Isn't tat ESOS is meant to retain employees for staying longer w the mgmt under d human resources succession planning program?
8/8/2020 22:54;newbie5354_;Very few i3 members still holding Fintec? 1 whole day why so few posts?
9/8/2020 11:41;Elitetrader;Cash rich with super low PE ratio do not need posts to boost it up.
9/8/2020 13:28;Warrenbuffet888;Agree with you @Elitetrader, super super low PE and cash rich and low debit counter, in the current KLSE environment, other rubbish counter with hundred over PE.i am look god Fintec will be boost to RM 15 Aat least soon.Go and grab as much
9/8/2020 13:38;Warrenbuffet888;@Elitrader did you agree what I described?
9/8/2020 13:46;Warrenbuffet888;Fintec 0150 is the only one red diamond hide among klse and will be boost unstop from 10.AUGUST.2020 onward.......yeh
9/8/2020 20:29;jamesooi;"REPOST : FINTEC (Share issued 04/08/2020 = 1,339,703,455) invested in the following companies as at 04/08/2020
1. Focus Dynamics 517,199,792 shares and market price at RM1.60 = RM 827,519,667-20
2. Seacera 92,273,000 shares and market price at RM0.260 = RM 23,990,980-00
3. Netx 264,457,713 shares and market price at RM0.015 = RM 3,966,865-70
4. Mlab 75,100,000 shares and market price at RM0.065 = RM 4,881,500-00
5. DGB Asia 55,700,000 shares and market price at RM0.070 = RM 3,899,000-00
6. AT System 421,600,000 shares and market price at RM0.105 = RM 44,268,000-00
7. Vsolar 61,491,700 shares and market price at RM0.045 = RM 2,767,126-50
8. Komarkcorp 40,880,000 shares and market price at RM0.735 = RM 30,046,800-00
total valuation for all companies are RM 941,339,939-40 less borrowing estimated as RM20 Mil.
=RM 921,339,939-40. FINTEC valuation per share is RM 0.688.
FINTEC (Share issued 07/08/2020 = 1,354,232,455) invested in the following companies as at 07/08/2020
1. Focus Dynamics 517,199,792 shares and market price at RM1.82 = RM 941,303,621-44
2. Seacera 92,273,000 shares and market price at RM0.265 = RM 24,452,345-00
3. Netx 264,457,713 shares and market price at RM0.015 = RM 3,966,865-70
4. Mlab 75,100,000 shares and market price at RM0.070 = RM 5,257,000-00
5. DGB Asia 55,700,000 shares and market price at RM0.075 = RM 4,177,500-00
6. AT System 421,600,000 shares and market price at RM0.100 = RM 42,160,000-00
7. Vsolar 61,491,700 shares and market price at RM0.050 = RM 3,074,585-00
8. Komarkcorp 40,880,000 shares and market price at RM0.820 = RM 33,521,600-00
total valuation for all companies are RM 1,057,913,517-14 less borrowing estimated as RM20 Mil.
=RM 1,037,913,517-14. FINTEC valuation per share is RM 0.766
Happy Trading !!!!"
9/8/2020 20:58;Warrenbuffet888;"Warrenbuffet888 @Jamessool you calculation is accurate with base of PE 1, imagine the share price of Fintec if PE 50 with current hot market KLSE...how much return for genuine
Fintec investor will get soon?"
9/8/2020 22:35;steadylahbro;"@Warrenbuffet888 PE50 not quite possible since its all paper gain and directors seem not to be interested to realise the profits anytime soon hence will deter potential investors since Fintec is notorious for leaving profits only for themselves. However the prospect of them realising even half the profits seem very lucrative :P
But of course, that's a big if."
9/8/2020 22:59;Warrenbuffet888;@steady, may they will sell some company share (focus, example )and declares bonus to boost fintec.both win techtic
9/8/2020 23:16;Up_again;"They did sell, check bursa announcements
On 11 June 2020, 12 June 2020, 15 June 2020, 18 June 2020, 19 June 2020, 23 June 2020, 24 June 2020 and 25 June 2020 disposed in aggregate 321,600,000 Warrants C of AT Systematization Berhad (“ATS”) for an aggregate sum of RM17,499,022.05 (“Disposal Proceeds”) in cash to the open market (hereinafter referred to as the “Disposal”)."
10/8/2020 10:30;pineapple123;This company if u guys don’t buy now, next time, can see other having profit in their pocket
10/8/2020 10:37;Kingston1;https://www.facebook.com/103165771496030/posts/113795787099695/
10/8/2020 10:38;Elitetrader;Long term play.
10/8/2020 10:42;jamesooi;FINTEC looks like going to goes higher soon, sell queue is building up and price is not dropping
10/8/2020 10:44;pineapple123;Fintec got TRADERS. THATS WHY. THEY MAKE IKAN BILIS PROFITS. WE NEED TO SUPPORT FINTEC DOING GOOD JOB! HAHAHAH
10/8/2020 12:36;Warrenbuffet888;GEAR UP BOOST
10/8/2020 14:31;Kingston1;"This sir buy call since 30/7. Awesome!!
https://www.facebook.com/103165771496030/posts/103759714769969/"
10/8/2020 14:34;Youghin;Suddenly strong buying trend, what’s happening ?
10/8/2020 14:35;Desmond Nah;the big brother is back!
10/8/2020 14:45;pineapple123;GOOD TO BUY NOW! NEXT TP 20!!!
10/8/2020 14:46;pineapple123;Company fintec WILL REWARD THOSE WHO INVEST IN THIS CO!
10/8/2020 14:49;azta12;nice ,,hantam some
10/8/2020 14:53;azta12;add and hold
10/8/2020 15:05;kelvin17;pa is under value , buy and hold got advantage
10/8/2020 15:06;rosetan;Fintec-PA is undervalued. Conversion ratio 2 for 1.
10/8/2020 15:08;pineapple123;If MOTHER U HAVE, AND STILL APPRECIATE, NO POINT U SELL TO CONVERT.
10/8/2020 15:35;rosetan;https://simplywall.st/stocks/my/diversified-financials/klse-fintec/fin...
10/8/2020 15:45;azta12;accumulate and hold, will play above 0.20 soon
10/8/2020 15:55;azta12;add
10/8/2020 16:05;CL_Tiok;tenkiu2.. managed to out after 3 yrs. tiokk 0.17
10/8/2020 16:21;IvanC;buy buy buy
10/8/2020 16:28;azta12;expected to clse higher
10/8/2020 16:36;xiaozhai;Anyone stay on 17th floor
10/8/2020 16:48;toottoot;Whats the potential value for tomorrow?
10/8/2020 17:01;RJ87;"Market noobs start to learn what's PE. Whaattttt? Fintect PE 1, topglov if PE 50, mar hoseh liao...
I'm not greedy, PE10 I ciaoz already....i very nice, I let other chance to come onboard at PE 10..."
10/8/2020 17:43;azta12;nta 51sen
10/8/2020 19:10;kelvin17;with the pa once above 0.08 you can use one pa plus 0.08 cent to convert to mother share dont need 2 pa to convert , thats why its a great advantage to buy and keep pa if price above 0.08 . of course the mother share must move higher than 0.16 only worth convert say 0.2
10/8/2020 19:20;charlie chia;"Kelvin17
You are absolute correct
If mother crossed over 20 Cts
You can use 1 PA with 8 Cts cash instead of 2PA
So PA will fresh a better price once mother share crosses over 16 Cts
Watch out tomorrow for PA"
10/8/2020 19:53;Warrenbuffet888;For those believed my advise, congratulations
11/8/2020 9:51;NewBie LIM;@Warrenbuffet888 , morning, fintec still can hold? wait qr? thanks
11/8/2020 9:53;Warrenbuffet888;Offcorces
11/8/2020 9:58;bjgdila123;add lagi ... sapu
11/8/2020 10:00;NewBie LIM;015 sapu again?
11/8/2020 10:41;newbie5354_;AT, Focus Dynamic up why down?
11/8/2020 11:11;NewBie LIM;ya.... y down
11/8/2020 11:38;terencefok1989;"if buy pa below 0.08 why use 0.08 to convert?
lets say buy 0.045, convert 2 to 1 cost become 0.09, if use 0.08 to convert cost is 0.125. No meh?"
11/8/2020 12:16;novice77;Sorry guys, had party and got up late, forgot to push the price up. We’ll do later this afternoon. How much you want it to go?
11/8/2020 13:18;Warrenbuffet888;Cross rm1 pls
11/8/2020 13:33;bjgdila123;price down we buy , price up we sell, now we Sapuuuu
11/8/2020 14:52;209291;@novice77 please please push it through RM1
11/8/2020 15:26;Gunnerman;just one day show yesterday
11/8/2020 15:28;azta12;start collect and hold
11/8/2020 15:50;azta12;accumulate
11/8/2020 15:56;iamismail;"ust keep buying no worries contra player clear position from Friday.
Europe market UP, ASIA up, US Will up today."
11/8/2020 15:57;iamismail;tommorow market will up again
11/8/2020 15:57;iamismail;NWP 5025 something is brewing tommorow will shoot up.
11/8/2020 15:57;iamismail;watchout for Xinhwa 5267. Oil price up DJIA futures up. Will close high
11/8/2020 16:01;azta12;add
11/8/2020 23:54;Warrenbuffet888;Tomorrow will rocket boost up kao kao
11/8/2020 23:54;Warrenbuffet888;Fintec 0150
12/8/2020 7:52;AlfI3;Fintech, Pls oways stays far abv 0.13.....!
12/8/2020 8:36;Warrenbuffet888;@Alfi3 Fintech(0150) fair value is Rm18 per share
12/8/2020 9:28;pineapple123;accumulate when cheap.
12/8/2020 10:05;ahhuat001;haha...sell sell sell....
12/8/2020 10:37;wjc4195;today offday see you tomorrow, goodluck guys.
12/8/2020 10:40;IvanC;collected 0.105 tq
12/8/2020 11:40;PenguinDad;https://malaysiastock.biz/Company-Announcement.aspx?id=1250020
12/8/2020 12:04;azta12;collect and hold
12/8/2020 12:10;iamismail;All over market has comeback to rebound. Afternoon will rebound back.. Tommorow will green again. Normal market correction
12/8/2020 12:10;iamismail;Go go FINTEC !!
12/8/2020 12:11;iamismail;Watch XInhwa 5267 and PTB 0038, looking good in this choppy market. Currently at support level. Hurry up!! Will close higher today !!
12/8/2020 12:39;menort;"Be very careful with Fintec. They have pump and dump machine that why you all can see the money eating pattern in all Fintec subsidiary eg Netx, Dgb asia ,mlab,focus dynamic,At, vsolar.
Price easy to drop to the lowest but hard to increase even though Fintec got financial.
Luring people to come to buy its penny syndicate stock. No bonus and dividends given. Another red flag sign.
Share price is the reflection of what the company is doing. From here we can surely say Fintec is monopolize the pump and dump that happen in all its subsidiary.
Dont get bite by fintec and worst if get bitten twice to fintec."
12/8/2020 13:34;newbie5354_;menort MQ Tech down 4sen why not worse in pump and dump?
12/8/2020 14:38;pineapple123;Menort, bring your worries else where. FINTEC IS DOING WELL
12/8/2020 17:05;hoh888;Anyone listen that Fintec going to delisted to become investment house ? Wind said share price offer RM0.30 .....any confirmation ?
12/8/2020 17:44;onexoxdealer;hoseh Liao la. 0.30. buy before it is too late
12/8/2020 18:42;terencefok1989;where the news from? I never hear any so far haha
12/8/2020 20:32;onexoxdealer;"https://onedelta.app/stock/my/FINTEC
fintec's fair value is 0.50"
12/8/2020 20:34;210635chg;I'll be too happy to let go at 0.30!
12/8/2020 21:05;Warrenbuffet888;Rm 18 per share is my aim for fintec 0150
12/8/2020 21:11;chkhooju;You are telling us you want to sell at 18¢?
12/8/2020 21:36;Warrenbuffet888;Let see who right :)
12/8/2020 21:47;sense75;@Warrenbuffet888 how long to wait till RM18?
12/8/2020 22:15;Warrenbuffet888;Between a year
12/8/2020 22:18;sense75;150 times within a year!!
12/8/2020 22:45;AlfI3;Ha ha
12/8/2020 23:11;chkhooju;He is just one of Tanjung Rambutan. Mad man on the loose.
13/8/2020 0:45;pineapple123;Hoh888, delist on what basis when they are making money from selling shares and doing private placement money-making ?
13/8/2020 0:46;pineapple123;"Warren buffet, PLEASE CLARIFY YOUR STATEMENT AND DONT PLUG FIGURE FROM SKY!
FINTEC RM18 OR 18C PLEASE ?"
13/8/2020 0:47;pineapple123;Both price DOESNT NOT JUSTIFY AT ALL!
13/8/2020 9:01;azta12;collect
13/8/2020 9:21;novice77;This counter can go high when those dumpers die off.
13/8/2020 13:44;menort;"Tomorrow Malaysia GDP report announcement. Most counter will drop price if gdp report lower than previous report.
Check out Malaysia Gdp announcement on 14/8/2020.
If result bad price will drop.
Not a good sign announcement made on Friday."
13/8/2020 14:41;5354_;menort why S'pore no drop despite bad GDP?
13/8/2020 14:54;5354_;Focus still up every qtr can Fintec report loss?
13/8/2020 15:04;5354_;TopGlove boss got sell? Supermax boss got sell? Why Fintec no sell Focus big problem?
13/8/2020 15:08;5354_;Different people different risk appetite. Why some buy shares use cash only why others use margin?
13/8/2020 15:09;5354_;Fintec case is like margin player all must buy even borrow more.
13/8/2020 15:17;5354_;RM 3.9 billion Focus market cap 25% Fintec own almost RM 1 billion Focus in hand?
13/8/2020 15:20;5354_;If Focus 1 day RM 5 sell now at RM 1.9 smart?
13/8/2020 15:21;5354_;Credit Suisse still buying Focus meaning Focus more upside?
13/8/2020 15:22;5354_;https://www.bursamalaysia.com/market_information/announcements/company...
13/8/2020 15:31;5354_;Focus 1.96, 2 soon? Fintec down must buy more?
13/8/2020 16:10;PenguinDad;Any news about GDP for Q2?
13/8/2020 16:11;Loh Kok Wai W;
13/8/2020 16:30;5354_;Big shark run? Not T+2 contra selling?
13/8/2020 16:31;5354_;PE lowest in Bursa? Why gloves PE 50X or more?
13/8/2020 16:33;5354_;T4Q P/E : 0.75
13/8/2020 17:36;pineapple123;BY END OF SEPT 20C
13/8/2020 20:02;Insiderinfo;Guys hold or add fintec..one of the best qtrs coming up ahead. Cant tell much now. Good luck
14/8/2020 8:47;Warrenbuffet888;Hopefully management declare dividend 10 sen while announcing q2 result than fintec will fly to universal. Rm18 cheers mate
14/8/2020 9:18;terencefok1989;"management usually declare dividend based on current stock price even if they can afford to give more. Its a ""cost of equity capital"" issue in the study of corporate finance."
14/8/2020 9:38;pineapple123;"Warrenbuffet888 Hopefully management declare dividend 10 sen while announcing q2 result than fintec will fly to universal. Rm18 cheers mate
14/08/2020 8:47 AM
I WONDER HOW U GET RM18"
14/8/2020 9:38;pineapple123;THEY WON'T DECLARE DIVIDEND ONE
14/8/2020 9:55;Gunnerman;uptrend wave finished
14/8/2020 10:22;Jessgoh;RM18 is just in ur dream....0.08 i believe maybe soon will get....
14/8/2020 10:23;pineapple123;"Covid doesn't kill the market.
It's the war of oil and bomb that kills the market."
14/8/2020 10:30;pineapple123;"Gunnerman uptrend wave finished
14/08/2020 9:55 AM
most stocks in bursa MACD crossing because of sudden sell off on Tues."
14/8/2020 10:31;pineapple123;"fundamental for fintec still intact and wait for appreciation!
add on weakness!!!"
14/8/2020 10:37;azta12;opportunity, accumulate on weakness and hold,
14/8/2020 10:38;azta12;collect
14/8/2020 10:46;pineapple123;current market priced in becoz PN wanna declare GDP. biarlah. kita buat hal kita je ok
14/8/2020 10:46;pineapple123;Jangan bagi news tipu korang. Beli!!!!
14/8/2020 11:06;lmhkevin;NTA 0.5131 dont be afraid...
14/8/2020 11:16;pineapple123;ADDED MURAH2
14/8/2020 12:02;aliciachung;Aiyi everyday drop..no hope
14/8/2020 16:58;kelvin17;azta you very strong , still buy and accumulate ....
14/8/2020 19:59;AlfI3;worth buying more at this juncture of red seas?
14/8/2020 21:04;pineapple123;"a 10 year chart indicate Fintec show is just began. The good banker volumes finally here and they will push it to break 2oc at least.
It should sit in between a range of 15c to 17.5c for a short period of time before it escalate to 20c as a starter.
Today is dreadful due to huge profit taking and news of few day's trading associated with dot.com bubble in 1998.
Just because many retailers coming in to buy, how does it make a bubble?
Our stocks have been very low ever since 2017 and crashed in year 2019.
Last year, expected recessions to set in this year but C19 came as another kind of economic depression.
On top of that, it pushes medical and healthcare sectors to the extreme because the world demand for SAFETY AND SANITISATION.
So how does pandai2 FM can associated it with Dot.com bubble???
The world economic was put to a paused. Not bubble!"
14/8/2020 21:05;pineapple123;"U guys go and check fintec 10th year chart and u will see what I mean.
Tayor."
14/8/2020 21:55;pahlawanmerah;monday will fly..JV saudee
14/8/2020 22:01;Warrenbuffet888;Top management should declare dividend than share price will rocket up.investment and major share holder both win....la.Hope top management of fintec resdvthis Message. :)
15/8/2020 0:11;Fintec;No more cash how to declare cash dividend? Share dividend eg Focus Dynamic share who dare ask coming AGM?
15/8/2020 0:15;Fintec;Warren buffet 888 maybe top management collect not enough so won't give yet? PP when can end with buying shares non stop?
15/8/2020 0:21;Up_again;They sold AT warrant raising rm 14 mil
15/8/2020 6:57;charlie chia;Just bought Saudee shares for 12.68 m
15/8/2020 7:06;AlfI3;14 mil is considerably small amt vs d quantum of shares dey purchased in various ctrs lately
15/8/2020 13:14;yip_8988;Buy saudee share for what???
15/8/2020 13:32;Up_again;The got the warrants for free when subscribe the bonus shares in AT
15/8/2020 13:34;Kingston1;All rounding next week gogogo
15/8/2020 18:18;TradeNewBie;still cheap...I am accumulating
15/8/2020 18:18;TradeNewBie;fintech go go
15/8/2020 18:19;freddiehero;yes gogogogo
15/8/2020 18:19;freddiehero;u should fly up..
15/8/2020 19:28;Warrenbuffet888;Once the fry sindicate see this counter with lowest PE in klse than will fly to sky fintec 0150
16/8/2020 5:31;newbie5354_;Saudee 0.52 bought at 0.4 straight gain 12 sen?
16/8/2020 10:14;RedEagle;"JOHOR BAHRU, Aug 15 — Global technology giants Microsoft, Amazon and Google have shown interest in together developing Malaysia into a regional hub for information technology (IT), says Tan Sri Muhyiddin Yassin.
The prime minister said representatives of the major tech firms expressed their interest at a meeting with him recently.
“I think many have shown their interest in helping Malaysia. Recently the leaders of Microsoft, Amazon and Google met with me expressing their readiness to be involved in the process of developing Malaysia in the IT and other fields to make Malaysia a regional centre.
“But first, to make sure, does our country have the best connectivity? The main issue usually raised is lack of access. Our Internet is not efficient,” he said at a town hall session with state and federal civil servants in Johor here today.
Muhyiddin, who is also Pagoh MP, also said Malaysia has not achieved a competitive level of Internet connectivity, citing the example of a schoolgirl in Sabah who had to climb a tree to get good Internet access.
He said while the government’s commitment to improving its Internet connectivity is already there, the time has come to step forward to expand access.
In June, Universiti Malaysia Sabah (UMS) student Veveonah Mosibin, 18, of Kampung Sapatalang in Pitas, Sabah uploaded YouTube videos of her spending the night in a tree to get better Internet access for her online university examinations.
The videos have since been viewed over 150,000 times."
16/8/2020 20:12;pineapple123;last chance cheap fintec share!!!!!!!!
16/8/2020 20:25;jasonk;Coming soon 0.4
16/8/2020 20:28;charlie chia;"Actual facts 40 Cts is still far below nta
Now only at 11.5 Cts is less than 20% of Nta
Shd be able to move up further"
16/8/2020 22:11;RedEagle;"Limit Up?
Limit Down?
Swim Swim Swim Swim.."
17/8/2020 7:23;8888_;"OTHERS FINTEC GLOBAL BERHAD [""FINTEC"" or ""the Company""] - ANNOUNCEMENT PURSUANT TO RULE 9.20 OF THE ACE MARKET LISTING REQUIREMENTS
FINTEC GLOBAL BERHAD
Type Announcement
Subject OTHERS
Description FINTEC GLOBAL BERHAD [""FINTEC"" or ""the Company""]
- ANNOUNCEMENT PURSUANT TO RULE 9.20 OF THE ACE MARKET LISTING REQUIREMENTS
Pursuant to Rule 9.20 of the ACE Market Listing Requirements of Bursa Malaysia Securities Berhad, FINTEC GLOBAL BERHAD (“FINTEC” or “the Company”) wishes to announce that as at 14 August 2020, the aggregate value of quoted securities acquired by Asiabio Capital Sdn. Bhd. (“ACSB”), a wholly-owned subsidiary of the Company, that is principally involved in the investment in marketable securities, that has not been announced for the preceding twelve (12) months has exceeded 5% of FINTEC’s latest audited consolidated net assets as at 31 March 2019. The details of the investment in the quoted securities are as follows:-
RM
% of FINTEC's latest audited consolidated net assets
a. Aggregate purchase consideration within the preceding twelve (12) months
12,682,127.80
8.52%
b. Aggregate sale consideration within the preceding twelve (12) months
-
-
RM
c. Investments in quoted securities as at 14 August 2020
- Total Cost
174,082,514.43
- Total Book Value
553,216,446.90
- Total Market Value
1,104,429,269.65
d. Net Profit arising from the sale of quoted securities by FINTEC Group during the current financial year ending 31 March 2021 (Sales proceeds less investment cost and incidental expenses)
-
The purchase of the quoted securities as announced was made on 10 August 2020.
This announcement is dated 14 August 2020.
https://www.bursamalaysia.com/market_information/announcements/company..."
17/8/2020 8:30;NoEmo;Q2 PAT will be around 130m.
17/8/2020 9:27;menort;"watch wolf of wall street and you can see what fintec had been doing all year.
Dont invest money on scam fintec and its fake subsidiary eg Mlab,Dgb,Netx,AT,Focus,vsolar."
