"hwgb_urls_link","hwgb_urls_date_date","hwgb_urls_date_user","hwgb_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 12, 2020 10:16 PM","Hussainy Yusree","take over so much and can closed higher today.. what to afraid.. tomorrow breakout 23sen and sky is the limit"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 9:47 AM","paperplane","speculator will cheers RM1 real soon ya"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 9:51 AM","AAAwell","Hwgb is related to test kit!! Will push up real soon"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 10:06 AM","yukchian","no need chase high, just queue 0.205 , 0.21, 0.215.. no possible go to 0.2 (player tested already)"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 1:05 PM","wl1345","If later it drops to 0.205 make sure u guys alr bought it huh... Dont scared and change plan to queue at 0.14 again. haha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 5:53 PM","harry_7","The Board of HWGB wishes to announce that the Company has on 13 May 2020 received a notice from the Offeror as well as the Ultimate Offerors, through M&A Securities Sdn Bhd, informing that the Offeror has further revised the cash offer price for the Offer Shares from RM0.140 to RM0.205 per Offer Share (“Revised Offer Price”) whilst the cash offer price for Offer Warrants remained at RM0.01 per Offer Warrant (“Revised Offer”) (“Revised Notice”)."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 5:53 PM","harry_7","so?? 0.205 again?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 7:44 PM","Jackchean","Later 25 cents again"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 8:16 PM","paperplane","Congrats!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 10:02 PM","Syndicates","玩玩啊你以为 everything go according as planned"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 10:08 PM","newbie2201","haha......no body will sell them lower price ...0.400 can consider"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 13, 2020 11:09 PM","AAAwell","Next revised price 0.300 n anak 10 Sen"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 6:48 AM","Bursalearner","FoolsGold SPECIAL DEDICATION TO ALL
https://www.youtube.com/watch?v=xA0w4pP70Wc"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 10:57 AM","paperplane","wah, tht one manipulate do sui sui chart for you liao. uptrend"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 11:54 AM","newbie2201","if not miss count , owner already own 60-65% of shares d ... they will direct sapu up to collect soon the balance"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:01 PM","AAAwell","Warrant purely manipulation!!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:09 PM","jameslym","lailai liao"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:09 PM","foongchung","fuuyoooo.....0.29!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:12 PM","Newbie Here","finally it shoot up...thank you and bye"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:12 PM","newbie2201","0.400 i consider sell them ....if not will keep ...they sure have something not yet announce about medical field"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:23 PM","Koon Bee","Rm1 soon"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 12:30 PM","AAAwell","It's related to test kits ... Might goreng to 0.415!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 1:20 PM","newbie2201","RM 1 too over la ..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 1:47 PM","paperplane","for this stock, nothing is over.....RM1 is ngam ngam for goreng kaki"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 1:48 PM","duitKWSPkita","paper bro,
how are you???"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 1:52 PM","Bossneko","From the announcement, HWGB mentioned that they wish to maintain HWGB's listing status. To do so, they at most will acquire 75% of share (which they still need to acquire 25% more) to maintain at least 25% of public spread. HWGB knows the actual value of the share is far exceed current price, and the increase of their shareholding, will make them easier to push up the price (if they own 75% of shareholding)."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 1:55 PM","AAAwell","Another push after lunch"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 2:20 PM","paperplane","hi duit bro, need HWGB cover my losses in SUNZEN, so sad now"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 2:31 PM","harry_7","huat ar..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 2:38 PM","yukchian","YES, HUAT AR!!!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 2:43 PM","AAAwell","Anak accumulating 0.200 soon!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 2:56 PM","Huat huat 2020","Same like Euro 90c ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 2:59 PM","AAAwell","BO so it will eventually go up!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 3:00 PM","Huat huat 2020",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 3:02 PM","AAAwell","Gap up lo tmr"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 3:12 PM","Hobbs13","Still a good entry if buy now? Asking for an opinion"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 3:21 PM","newbie2201","for me if below 0.300 still can consider ...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 3:47 PM","AAAwell","Anak wil fly mother 0.310!!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 3:57 PM","paperplane","son offer price still 0.01...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 4:00 PM","apolloang","bursa and sc tutp satu mata,they can push whatever they like"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=45","May 14, 2020 4:02 PM","AAAwell","Lol that's d trick!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:05 PM","Hajiji2833","Some one want take over will be like euro"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:23 PM","paperplane","below RM1 can push Rm0.30 a day mah,"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:37 PM","newbie2201","game over ??? ..hahaha
HWGB boss say good bye to you"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:41 PM","Hobbs13","Still up up"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:43 PM","newbie2201","0.400 can consider lo ...below 0.300 no way"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:53 PM","Danson Ang","Ya no way below 0.400"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 4:57 PM","Danson Ang","almost 100 mil shares traded today all time high, believe or not tmr will shoot up above 0.400"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 5:12 PM","peyoy","this counter follow Carepls. Now it turn to move upward"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 5:13 PM","apolloang","semua buy goreng stocks only....boom time chase high....hahaha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 5:19 PM","Chongwee99","Sure can go above 0.4 meh ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 5:27 PM","newbie2201","Cannot sure la.... if sure all in lo .... just confident on it"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 5:55 PM","Huat huat 2020",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 5:56 PM","Huat huat 2020","Those sold now = sold careplus when 0.3 ."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 7:24 PM","Huat huat 2020","Common sense
With Boss keep acquired new share
Supply is less, while demand is higher because they want to sapu every single share ! Thats why RM1 is highly possible... like EURO =)
There are a lot of good news yet to be announced. Stay tuned"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 7:40 PM","paperplane","Theu revised up, cannot revised down meh"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 7:43 PM","stockjobber","The offer has become UNCONDITIONAL, the Offeror has exceeded 50% of shares !! Watch out tomorrow, might test very high !"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 7:46 PM","duitKWSPkita","earn more then bring more money to dead sunzen
waiting for u there...kekekeke
Posted by paperplane > May 14, 2020 7:40 PM | Report Abuse
Theu revised up, cannot revised down meh"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 7:58 PM","stockbreaker87","up up up..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 8:27 PM","AAAwell","https://www.klsescreener.com/v2/announcements/view/3158413"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 8:31 PM","Huat huat 2020",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 8:38 PM","AAAwell","Now wait for Mr Dji .. If close red tmr drop a little(opportunity)"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 8:46 PM","Huat huat 2020","Haha everyone hope it can drop also... those who buy 0.1 sell 0.2 careplus also hope it will drop but it goes to 1.18"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 8:55 PM","paperplane","Haha. So wanna go where celebrate. Mco, cant celebrate also."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 9:08 PM","Rite Mate","What does unconditional mandatory take over means in this case ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 9:20 PM","paperplane","Mate, don't play share ok. You guaranteed lose money"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 9:54 PM","AAAwell","When Moh approve the test kit?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 14, 2020 9:56 PM","duitKWSPkita","GORENG CAN??? DONT WANT PLAY.. JUST GORENG
Posted by paperplane > May 14, 2020 9:20 PM | Report Abuse
Mate, don't play share ok. You guaranteed lose money"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 3:09 AM","Huat huat 2020","Dow green, nasdaq green
Rm 1 is on the way... yummy"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 8:16 AM","paperplane","limit up 0.30, so later 0.65?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:09 AM","AAAwell","Manage to sold in opening.. Kikiki.. Let's c what's happening"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:22 AM","tklim","Game over....SOLD...Wait for..0.05......."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:22 AM","tklim","NTA 0.07"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:25 AM","AAAwell","No it will come back.. To make ppl scare..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:25 AM","paperplane","Baby shark dut dut, now mummy shark dut dut"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:27 AM","AAAwell","This guy will close at 0.400! Tdy!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:31 AM","paperplane","Mummy shark dut dut"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:48 AM","AAAwell","Baby shark dust dut"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 9:49 AM","Valueinvestor","don worry... just want to shake out those weak player.. lets move on!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:05 AM","Bursa Christopher","THE END?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:07 AM","Boneka","A hidden gem know only to the Directors who are scheming to takeover the company but don't let it go for cheap. Hang on tight!
HWGB is in the transitional process of migrating to the healthcare sector.
Till-date, HWGB has roped in 4 exclusive health products to combat the Covid-19 virus, namely: -
1) Covid-19 Test Kits and
2) Nucleic Acid Extraction Reagent - from Wuhan Easydiagnosis Biomedicine Co Ltd;
http://www.mdeasydiagnosis.com/en/products/Molecular/2020-03-20/63.htm...
http://www.mdeasydiagnosis.com/en/products/Molecular/2020-03-20/64.htm...
3) acuMMUNE Capsules - from Guardion Healyh Sciences Inc;
https://www.globenewswire.com/news-release/2020/04/14/2015815/0/en/Gua...
4) Lianhua Qingwen Capsules - from Shijiazhuang Yiling Pharmaceutical Co Ltd;
https://www.prnewswire.com/in/news-releases/lianhua-qingwen-capsule-gr...
These 4 prime heathcare products are certainly the main reason behind the Board's intent to takeover the company at a measly offer of 0.205 sen only! Don't be fooled by them. Hold on tight to your shares now that it's definitely worth a fortune...TP=1.00 is coming! :-)))"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:09 AM","apolloang","money in the pocket already no care liao….hehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:16 AM","stockjobber","Yes, , hold on tight , the Covid-19 Test Kits are on the way to get fast-track approval due to the deadly pandemic !"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:17 AM","Valueinvestor","Hi Boneka, thanks for sharing. is there any link or chance to show these few companies are tied with HWGB?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:17 AM","stockjobber","HWGB is the sole distributor in Malaysia, Indonesia, Singapore and Thailand, all combined population of 500 million people !"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:22 AM","Boneka","@Funny - Its all legally penned. U can scroll back from here to check..
https://m.malaysiastock.biz/Bursa-Announcement.aspx?code=9601&cat=...=1"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:30 AM","Valueinvestor","thanks boneka. Good luck!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:41 AM","paperplane","What covid? Curve flat liao, no more case. Forget it lah. Sell all now"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 11:51 AM","Valueinvestor","Paper, buy before too late... evening show waiting for you! last call..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 12:27 PM","harry_7","maybe the offerer sapu then force take over at 0.125 later :o, just guess"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=46","May 15, 2020 12:28 PM","AAAwell","Sm one accumulated!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 12:32 PM","AAAwell","Harry just forget about the take over! It's not gonna happen!!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 1:41 PM","beachboy","announcement again..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 1:47 PM","beachboy","The Warrant Offer Price remain unchanged."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:20 PM","kabam88","Takeover will happen but they already announce will continue listing it in KLSE"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:28 PM","beachboy","they own more than 50% so they can do whatever they want"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:28 PM","yukchian","their target is warrant, 声东击西"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:33 PM","AAAwell","Yukchian u got d point.. That's d trick"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:36 PM","Valueinvestor","Guys, Don get what u mean the target is warrant?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:38 PM","AAAwell","Warrant is golden goose . Hold tight"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:49 PM","Valueinvestor","AA, mind to explain further?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 2:57 PM","hunterrrrr","they dont want psuh the warrant..only mother"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:00 PM","Valueinvestor","Seems they buying mother but the son just ignore.. Whats their idea??"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:01 PM","hunterrrrr","they want to buy @ low price..weak playe will sell to the low price to them.. how aaawell"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:01 PM","AAAwell","U did c just now td transaction at 0.135 n 0.140?? How much they bought??"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:04 PM","hunterrrrr","so below 135 consider safe ep? ..135 , 140 , 30k maybe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:08 PM","beachboy","i already grab 345 350 and 135,140,145"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:18 PM","paperplane","SOLD ALL, thanks for all of you ya. Punters , good luck. I cabut first. take money, enjoy life."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:21 PM","paperplane","offer warrant 0.01, ex-price 0.32. So mother max=0.33"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:24 PM","AAAwell","Too bad for u papelane"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:30 PM","paperplane","yup. you all enjoy RM1, I enjoy my ladies. i can have good sex 1 month daily"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:42 PM","Atamis","They want to collect low price.just hold"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:44 PM","paperplane","below 0.30 soon, good luck"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 3:45 PM","AAAwell","Retracement . Chill"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:06 PM","beachboy","wow.. drop so much"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:07 PM","AAAwell","Will rebound back"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:08 PM","beachboy","paper so zhun"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:11 PM","beachboy","warrant got ppl tank at 0.12.. see he can tank how long.. look like going to corrupt"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:19 PM","buzzcock","I took profit first. I'll be back when got momentum."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:19 PM","buzzcock","I moved to FPGROUP."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:23 PM","beachboy","habis.. so fast game over meh"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:25 PM","stockjobber","I think they sent 2 notifications causing confusion, the first one is @0.14 and the second one is @0.205"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:25 PM","hunterrrrr","zzz...so how..what will happen to warrant loor"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:27 PM","beachboy","warrant got a hero tank at 0.12.. see can break or not"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:27 PM","paperplane","game over ya"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:28 PM","beachboy","0.12 koyak game over"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:29 PM","paperplane","hehe. did i caused the crash? oops"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:29 PM","beachboy","if u able to move the price up 4bid then i believe is u... haha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:32 PM","hunterrrrr","hopefully 0.12 will be a rebound price lo"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:35 PM","AAAwell","Y warrant so stable"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:37 PM","Tripaka","Another one eaten by sharks"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:40 PM","beachboy","start to rebound .. drop too much and too fast"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:42 PM","hunterrrrr","seems like hero @ 0.12 be back again"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:44 PM","Valueinvestor","not sure how long i can stand stand there.. pls continue stand in front of me."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 4:58 PM","beachboy","ok. i collect enough warrant. please do not disappoint me on Monday. I eat 0.12, 0.14, 0.145.. avg 0.13++"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 5:04 PM","hunterrrrr","beachboy target tp?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 5:11 PM","beachboy","my tp very low only.. 0.18 but the mom need to move.. now the problem is the mom"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 5:14 PM","beachboy","14 May 2020 Acquired
4,891,300 HO WAH GENTING HOLDING SDN BHD
14 May 2020 Acquired
750,000 DATO LIM OOI HONG
14 May 2020 Acquired
4,891,300 DATO LIM OOI HONG
14 May 2020 Acquired
4,891,300 MR LIM WEE KIAT
14 May 2020 Acquired
750,000 DATUK TEO TIEW
14 May 2020 Acquired
4,891,300 MR LIM WEE KIAT
14 May 2020 Acquired
750,000 DATO LIM OOI HONG
14 May 2020 Acquired
4,891,300 DATO LIM OOI HONG"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 5:17 PM","AAAwell","Any disposal tdy?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 5:26 PM","beachboy","u only will know on Monday if they dispose today"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=47","May 15, 2020 5:50 PM","Legend","waa...beachboy u berani makan warrant ka today..?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 5:52 PM","faizalar","So the price will drop to 20 cents as per offer?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 5:52 PM","beachboy","eaten already. Wish me good luck."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:12 PM","beachboy","my luck always bad.. follow me then gg"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:13 PM","Hunter8888","soon tukar harga offer 0.250 pulak hahaha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:25 PM","Hunter8888","form 0.125 tukar ke 0.140. tukar lagi 0.205. and next 0.250 and next 0.30."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:28 PM","paperplane","It will sell down below 0.205,so u sell near there"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:29 PM","apolloang","sudah sold all this morning,money in the pocket already.....hehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:35 PM","faizalar","Why sell near there? Why not sell more than 0.205?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:40 PM","Shinju_Nosuke","Better sell or force to be sell..hahah"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:47 PM","paperplane","Because punters like you all always sell near there"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:52 PM","Hunter8888","after sell more higher...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:55 PM","stockjobber","HO WAH GENTING BERHAD
Type Announcement
Subject OTHERS
Description DISTRIBUTION OF DIAGNOSTIC KIT FOR ANTIBODY IGM/IGG OF NOVEL CORONAVIRUS COVID-19 MANUFACTURED BY SHANGHAI LIANGRUN BIOMEDICINE TECHNOLOGY CO. LTD
The Board of Directors wishes to announce that HWG Consortium Sdn Bhd (“HWGC”), a wholly owned subsidiary of HWGB, had on 15 May 2020 being appointed as the authorised distributor of Shanghai Liangrun Biomedicine Technology Co., Ltd (“Shanghai Liangrun”) for the distribution of its antibody IgM/IgG Of Novel Coronavirus Covid-19 diagnostic kit (“Diagnostic Kit”) in Malaysia for a validity period from 15 May 2020 to 31 December 2020. HWGC had also submitted an application to the Ministry of Health, Malaysia for the certification of the Diagnostic Kit and is currently pending approval.
Further, HWGC had also on 15 May 2020 appointed PM Care Sdn Bhd (“PM Care”) as the non-exclusive sub-distributor of the diagnostic kit for the distribution of the Diagnostic Kit.
INFORMATION ON SHANGHAI LIANGRUN
Shanghai Liangrun with its principal place of business at Level 4, Building 1, No.271 Gang'ao Road, Pilot Free Trade Zone, Shanghai, China is a company principally engaged in the biomedicine technology.
INFORMATION ON PM CARE
PM Care with its principal place of business at No.1, Jalan USJ 21/10, UEP Subang Jaya, 47630 Selangor, is the pioneer and leading third party administrator (TPA) in Malaysia in collaboration with a network of more than 3,500 medical providers nationwide.
This announcement is dated 15 May 2020."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:55 PM","stockjobber","Monday limit up ??"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:57 PM","kabam88","Yahoo!! Monday sure up up up..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 6:57 PM","Hajiji2833","Wat?! they offer warrant 10 cent ohhh warrant will fly to 0.20cent. sapu all"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 7:32 PM","Despacito","Hari ini ramai ikan jerung jual, gua sapu kaw2x...
Isnin akan dtg, kaboom naik...jom...hehehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=48","May 15, 2020 7:37 PM","Hajiji2833","Bukan ikan jerung ikan bilis Jual. Ikan jerung belum Jual. Tunggu AGM take offer. Dah jerung dapat dia Jual la"
