"genetec_urls_link","genetec_urls_date_date","genetec_urls_date_user","genetec_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 15, 2021 10:57 AM","The St. Goreng","Only believe in the best. EV will be the trend and you don't want to go against the trend."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 15, 2021 12:29 PM","goldenluck16","All time high. Huat ah!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 15, 2021 5:15 PM","CHONG Kong Hui","股市是无情的，刺激的。
赚到了，你厉害。
亏大了，别怨人。
四星期内从 RM2.04 飙到今天，没有基本面支持了。"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 16, 2021 12:57 AM","Sipekhuat",""
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 16, 2021 2:18 AM","huat8787","All in"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 16, 2021 1:20 PM","Cyc115466","Whats going on...Up so manyyyyy"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 16, 2021 4:58 PM","limitupupup","Alot contra day trade fifo kaki kena cuci wash out, tmr another ALL TIME HIGH hehe"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 17, 2021 9:12 PM","HamsterHuat","Tomorrow surely pass rm6 ....."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 18, 2021 9:19 PM","Stock Eyes","脱离基本面？还是不需要基本面？股票新潮流？开心赚钱就可以了？"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 18, 2021 9:23 PM","Stock Eyes","如果地心吸力只是一个传说，那股票调整只是一个过去的历史事件？现在的股市已经没有这样的事了？"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 11:55 AM","denniszzbl","i guess it will be like GETS and later long run will get price correction?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 11:57 AM","apolloang","already cornered stock maybe can come 7-8 but I play safe sold half 1st"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 11:57 AM","AbangRedTea","Up up up"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 11:59 AM","The St. Goreng","Bursa was in chaos last 3 days without tech stocks leading the pack. Sounds funny but Genetec is the leader of tech stocks lol."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 12:03 PM","apolloang","genetic is the lowest paid up captial ace stock"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 12:24 PM","AbangRedTea","EV is the future, together follow Elon Musk Trend. Chill and drink more red tea."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 12:25 PM","flutist88","I re-enter again... i think is RM10 stock, my 2 cents"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 1:40 PM","The St. Goreng","https://www.bursamalaysia.com/market_information/announcements/company...
New orders worth RM56 Million secured from global players in Electrical Vehicle industry.
This is just the new chapter & beginning for Genetec. If they can do decent job for this ""global EV"" player then you're sitting on gold mine..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 1:58 PM","Nostradamus2021","I heard more orders to come soon..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 1:58 PM","Flying Fox","Walao, pure goreng stock"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 2:00 PM","Flying Fox","Giant gambling place, soon many people will fade out as it always happen in the past"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 2:12 PM","AbangRedTea","Sky is the limit!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 2:25 PM","DingDong","Cngratulation GorengHealthcare.. I follow u, now lets wait for more orders and announcements soon"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 2:37 PM","thomh4","HOLYMOLY HERE WE GO!! PLEASE DROP BACK TO RM5 LET ME TOP UP MOREEEE"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 2:58 PM","thomh4","Thanks for the favor. Even RM6 is good enough awhahahah"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 19, 2021 10:27 PM","chucknorris","Most of the EV related companies in Malaysia worth few RM bil market capital. Genetec only RM200k+ market cap. Still more room to go, easily above RM15 on first target. Good luck!
2020 Glove Theme , 2021 Electric Vehicle Theme!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 20, 2021 9:39 AM","phoenixqueen","agreed, but it has to come down first, gap there and also 6.5 has become resistance"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 20, 2021 12:16 PM","WinBigTrend21","https://www.klsescreener.com/v2/news/view/792357/genetec-secures-rm56m..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 20, 2021 12:18 PM","WinBigTrend21","Yes, 2021 EV Theme!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 20, 2021 9:02 PM","chucknorris","i doubt it will come down the price given that so thin volume & so small market cap (200m ONLY) . Strong buying interest despite announcement out. Foreigner are setting up based for EV components in Malaysia, when EV theme come, this thing will fly. Good luck everyone and enjoy this 2021 Rocket. First target RM15.
## Is just like careplus/comfort/rubberex in year 2020 if u know what i mean."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 20, 2021 10:24 PM","YJInvest","Hello @ chucknorris. I believe you are right but feel that the first TP will be between RM8.00 to RM9.00. Assuming more contracts flow in, the TP will eventually move to your call of RM15. Good luck to all holding."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 21, 2021 9:44 PM","sharpcoldeye","Bonus issue next? Possible GENETEC the NEXT GREATEC ? haha.
I still collecting this counter, haven reach the target in my portfolio, hope it dont fly so fast, trying to realise some of my other portfolio. >.<"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 22, 2021 11:16 AM","phoenixqueen","told dy ma, will come down b4 it goes up , resistance there"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 22, 2021 5:56 PM","YJInvest","Hello @ phoenix queen. Wow, you were right. What do you think its TP will be? Thanks."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 22, 2021 7:56 PM","YJInvest","Wow...checked bursa announcement and saw that company director bought last Friday. And, this evening, announced proposal for 10% private placement towards working capital. Very interesting."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 22, 2021 9:11 PM","HamsterHuat","Genetec.....should be going up Moon soon.
Company director buying mean something is cooking...
Bet another BIG annoucement soon."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 22, 2021 9:58 PM","sharpcoldeye","this share confirm brewing, sit tight , i gonna sit on this rocket for long term."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 24, 2021 8:01 PM","YJInvest","Director bought again. Wow..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 24, 2021 10:01 PM","sharpcoldeye","Pls drop more .... will slowly acquire to complete my portfolio collection. =)"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 25, 2021 7:21 PM","YJInvest","Same Director bought again. Now what does that mean folks?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Feb 26, 2021 7:15 AM","goldenluck16","Wait for another piece of good news soon."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Mar 2, 2021 12:05 AM","flyborn","Still waiting patiently to fly. But when haa"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=127","Mar 2, 2021 3:53 PM","840728045079","Mestron got shark in ad"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 10, 2021 1:49 PM","DingDong","https://www.bursamalaysia.com/market_information/announcements/company..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 10, 2021 1:51 PM","DingDong","Obtain new orders again... hosei liao ... go go go"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 10, 2021 6:59 PM","JAMESGK","EV is the future
Hi, here is something I thought you might find interesting: - http://uk.investing.com/analysis/3-battered-electric-vehicle-stocks-to..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 10, 2021 11:01 PM","sharpcoldeye","Total secured contracts approximately RM105mil. Profit margin min 20%. Which translate
EPS RM0.47
PE = 12
Industry PE for EV component Manufacturer- 30-60 PE
which mean this company could price at least RM15- RM29
Another hidden gem"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 10, 2021 11:03 PM","apolloang","still got 5 lots left,tot of selling at 6.20 and end up no sell now only 5.90"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 10, 2021 11:21 PM","Dakewlest","Guys, thinking of buying. Any thoughts?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 11, 2021 10:48 AM","apolloang","just woke up,yesterday nite put 6.20 5 lots sell done....now can buyback? hehe"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 11:09 AM","cps678","why down alot today"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 12:19 PM","deactivated","collect genetec"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 12:44 PM","jutawansenyap","Today buy."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 12:45 PM","jutawansenyap","May see new high this week if today close green hammer.Come on guys!!!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 3:08 PM","Sunflower01","go one ringggit b4 closing...."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 2:23 AM","JAMESGK","because want to press down for lower the pp price"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 15, 2021 3:45 PM","apolloang","if down like supermax then I will buyback"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 16, 2021 10:43 AM","jutawansenyap","May test next support"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 17, 2021 11:31 AM","Stock Kingdom","From 1.80 to as high as 6.20 within 3 months, without supporting from fantastic result, instead came out with rubbish result."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 17, 2021 11:32 AM","Stock Kingdom","To fall is definitely a sure thing"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 17, 2021 11:46 AM","teareader818","You bought?
apolloang if down like supermax then I will buyback
15/03/2021 3:45 PM"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 17, 2021 5:34 PM","Hengoredi","How to go up? Director and employees selling their esos."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 17, 2021 5:39 PM","fatality20","why rally today no up than closing price yesterday ? dddiiuu"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 18, 2021 11:49 AM","Sunflower01","when bonus issue?????"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 23, 2021 4:52 PM","Hengoredi","No bonus issue. Esos issued again"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 23, 2021 7:55 PM","Dragonslayers","Release ESOS with RM1.37. Easily earn 300% profit."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 23, 2021 11:10 PM","jutawansenyap","My average price 4.9.No more average down,only average up if daily candle turn green."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 24, 2021 8:56 AM","Sunflower01","tis counter requent Esos for what reason ????????
give downtrend not uptrend??
no good for usall"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 24, 2021 8:58 AM","Sunflower01","Tan moon teik r u sleeping bro john?????"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 24, 2021 9:36 AM","Sunflower01","siow tan moon teik issue Esos everymonth
Where got meaning????
want to know for what issue is it money laundering....."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 24, 2021 11:13 AM","Sunflower01","Esos every week ppl onreading take righteous legal investigate on tis issue"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 24, 2021 9:53 PM","Jokers2020","already 1 week down...maybe fri will rebound to 5.00"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 24, 2021 9:55 PM","CHONG Kong Hui","Good company + overpriced = Sell
Bad company + Underpriced = Buy
Good company + Underpriced = MUST BUY"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 25, 2021 2:47 PM","MF0001","1.50 I CONSIDER
:DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 25, 2021 2:48 PM","MF0001","THIS PRICE ASK ME IN
I DIE DIE WONT IN
:DDDDDDDDDDDDDDDDDDDDDDDDDDDD"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 26, 2021 4:20 AM","py1818","Run"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 29, 2021 1:28 PM","py1818","Going down to 3.73"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 29, 2021 1:43 PM","py1818","If price does not go up soon, big drop will be next."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 29, 2021 6:11 PM","py1818","Almost fall off a cliff today. I repeat again. If price does not go up, big drop coming next."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 30, 2021 4:30 PM","Hengoredi","Better run. Esos non stop."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Mar 31, 2021 9:10 AM","Sunflower01","oredly lodge report to BURSA"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Apr 1, 2021 10:51 AM","thomh4","correction completed. Here we go again"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Apr 1, 2021 11:07 AM","Sunflower01","on the board"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Apr 1, 2021 3:08 PM","Stock Kingdom","Price @ 17 March = RM5.02, not bad though, can still maintain at 4.40, I expected now should be RM4.00
Good luck all
Stock Kingdom From 1.80 to as high as 6.20 within 3 months, without supporting from fantastic result, instead came out with rubbish result.
17/03/2021 11:31 AM
X
Stock Kingdom To fall is definitely a sure thing
17/03/2021 11:32 AM"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Apr 5, 2021 7:05 PM","Belila","Xx"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","Apr 12, 2021 11:50 PM","jutawansenyap","Slow la pulak."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 3, 2021 9:37 AM","tanyeewei71","When is genetec going to drop until rm3? Haha"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 11, 2021 8:42 AM","shearer202","Better take profits faster before it drop back to rm 1.xx !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 11, 2021 8:44 AM","Bgt 9963",""
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 11, 2021 9:16 AM","shearer202","Wow ! All the fxxxxxx over goreng over value tech stocks will drop back to their actual value not more than rm 3 some even not more than 1.50 or rm 1 !!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 11, 2021 10:07 AM","shearer202","Nasdaq will drop 4 days consecutively , total around 1000 points from peak !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 12, 2021 9:55 AM","shearer202","Anything can happen during long holidays !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=128","May 25, 2021 5:26 PM","Oliver Ooi","qr result was outrageous and worst performance. where are those orders went? disappeared in thin air?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","May 25, 2021 5:30 PM","KarmaPrince","Limit down on the way?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","May 25, 2021 7:03 PM","caonima","gg qr, khamis terjun, good luck"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","May 29, 2021 12:40 PM","Vaccineyes","Genetec a good company. Keep this stock and it will definitely rise"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","May 30, 2021 9:51 PM","Vaccineyes","Limit up on next order"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","May 31, 2021 4:14 PM","Vaccineyes","On the way up. Will limit up once next order comes. Strong support at 3.60 and 3.70"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 4, 2021 11:47 AM","Vaccineyes","Hope can sustain the momentum"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 4, 2021 7:34 PM","jutawansenyap","Ok.Almost done PP at rm3.33+++.
PP bought at price rm3.33+++?Woww factor bro.
Final trench before start to fly.
Today i bought coz see 1 big amount stand at 3.75.
Book order for year 2022 is almost exceed market capital.
Lets kompang together to move the market next week.Huaattttt!!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 4, 2021 9:26 PM","Investformilkmoney","What is PP?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 4, 2021 9:51 PM","goldenluck16","PP....Private Placement....issuing shares to get capital."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 4, 2021 10:04 PM","Investformilkmoney","Thanks man. I'm new to share market"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 5, 2021 2:10 AM","jutawansenyap","Can refer my comments history.I'm daily trader and more as scalper.Check my comments history and compared to time and day that i put my comments on particular stocks.I'm watching genetec closely since few months ago when it limit up and finally play in rm6 area.
1.Directors buying price above rm5.
2.Book order for year 2022 is almost exceed company market capital."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 5, 2021 8:02 AM","jutawansenyap","@LLB2021 company announcement."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 9:37 AM","jutawansenyap","Sorry..its fly..kekekekeke"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 9:38 AM","jutawansenyap","Need to maintain above 4 until 2nd session.Then we will"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 9:39 AM","jutawansenyap","confirmation rebound.gogogo!!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 9:42 AM","jutawansenyap","Pacak je q at rm3.98/3.97/3.96/3.95..memang fly la ptg ni.."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 5:30 PM","Vaccineyes","Well done Genetec. Strong support seen"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 8:44 PM","Belila","Jutawansenyap. To what price it will fly. I bought at klcc level. Any chance to reach nbreak at 5."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 8, 2021 10:20 PM","Sunflower01","5 sure heboh"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 9, 2021 9:48 AM","TrumpJr","Buy"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 10, 2021 5:19 PM","Vaccineyes","Uptrend. Buy"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 11, 2021 7:40 PM","Vaccineyes","More uptrend. Buy"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 1:43 PM","Noni","Placement at 3.30, so cheap, you guys chasing it?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 4:33 PM","Vaccineyes","Buy. I predict maybe RM7 breached by this month"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 4:35 PM","Vaccineyes","Good company with good future. Hope RM6 by friday"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 4:58 PM","Michael R.","hehehe... netloss.. qr... rm10mil cash reserve... a few mil contact win... hard disk electric car business.... 89x overpriced...how about that??"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 5:57 PM","awesome20","sudden active today"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 10:06 PM","Dakewlest","Any good news?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 16, 2021 11:38 PM","Vaccineyes","Private placements. A good boost to raise capital"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 17, 2021 9:22 AM","Vaccineyes","Limit up possible today. Buy"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 17, 2021 10:18 AM","NatsukoMishima","Euro 2.0 is on the way to Genetech , if u buy at high better cut loss right now dont wait until september , otherwise u will lose at least 40 % capital !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 17, 2021 8:02 PM","Vaccineyes","Sure limit up punya"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 18, 2021 8:52 AM","mamatede","Up so much de due to insider info........................ boring..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 18, 2021 5:32 PM","Vaccineyes","Uptrend. A good stock to keep"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 19, 2021 3:38 PM","Vaccineyes","So excited about this counter. Potential to become like MPI one day"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 21, 2021 9:16 AM","Dakewlest","Next Greatech perhaps?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 22, 2021 8:19 AM","Vaccineyes","Nasday and DJ up. Will hopefully be a good day for tech stocks"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 22, 2021 1:03 PM","Vaccineyes","Uptrend. May reach 6.00 ringgit soon"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 22, 2021 2:31 PM","NatsukoMishima","Euro 2.0 is making ! Better leave now !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 22, 2021 4:33 PM","Vaccineyes","Uptrend. Very promising. Break RM6 soon"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 22, 2021 8:39 PM","Vaccineyes","Uptrend to cont"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 23, 2021 9:17 AM","Vaccineyes","Today break 6 Ringgit"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 23, 2021 1:50 PM","NatsukoMishima","Euro 2.0 !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 23, 2021 3:21 PM","Gkhan","gila pig"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 23, 2021 4:44 PM","Dakewlest","Must be good news coming..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 23, 2021 10:16 PM","Vaccineyes","Possible uptrend tomm as Nasdaq green again"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 24, 2021 9:30 AM","amet2017","Good one pang. Seems goreng too much already"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 24, 2021 9:32 AM","mamatede","with battery contracts, what more in store?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 24, 2021 9:55 AM","Hwai Hooi","continue up.."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=129","Jun 24, 2021 12:41 PM","jutawansenyap","Simpan kaunter ni.next MPI.Tahniah siapa beli.the only kaunter yg perform.almost gain 100% less than 1 month."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 24, 2021 6:54 PM","tongtamarat","自上周获得合约后，震科（GENETEC，0104，创业板科技）本周节节攀升，今日盘中一度突破7令吉，不断上挑历史新高水平。
该股今日开市扬13仙至6.45令吉，之后股价直往北攀，最高冲至7.04令吉，涨72仙或11%，闭市时，该股报6.69令吉，扬37仙，为十大上升股之一，交投量213万5100股。从5月31日的闭市价3.70令吉计算，单单是6月份至今，该股已涨了80%。"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 24, 2021 9:17 PM","NatsukoMishima","Euro 2.0!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 12:10 AM","William Ng","those trap at febuary is selling, but today close higher then 16/2 and 19/2, so maybe tomorrow will start engine to fly~~"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 12:23 AM","amet2017","Hope no newbies are trapped. Its already a difficult situation now where people lost their job due to lockdown. Suicide cases is rising. Please dont get trapped by syndicate."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 9:31 AM","Dannyfyl88","Ya amet… learn from gloves… sell if got profits. Nothing goreng like this last forever…"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 10:30 AM","NatsukoMishima","Euro 2.0 !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 1:15 PM","William Ng","seems like no more power to move upwards.. maybe its time to run?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 2:18 PM","NatsukoMishima","Small profits every years but share price almost take over maybank ! Use your brain to think ,dont use your ass ! If drop rm2 - 3 one day , i will not surpriced !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 25, 2021 11:18 PM","WinBigTrend21","Fundamental i trust value investor sifu; COLD EYE, as he was 1 of the top 30 share holder in this co., rank no. 6 in the 2020 Annual Report."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 27, 2021 4:01 PM","jutawansenyap","CGB SHARE PRICE
Director collect banyak.Boleh beli sikif tunggu turun sikit.once market rebound,kita all IN CGB pulak!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 28, 2021 2:44 PM","NatsukoMishima","Cold eye will never goreng stock like this ! Only bilis will do !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 28, 2021 2:44 PM","NatsukoMishima","Euro 2.0 coming soon !"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=130","Jun 28, 2021 3:08 PM","mamatede","Greatec booming already, Genetec coming?"
