"inari_urls_link","inari_urls_date_date","inari_urls_date_user","inari_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 12:30 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 12:32 PM","monkeyfrombehind","4.00 coming lo"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 12:33 PM","monkeyfrombehind","Ur kesm gone holland half value gone lol"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 12:34 PM","monkeyfrombehind","Btw GooShit ur topglov kaput already. How?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 3:24 PM","GrowingRich","US-China tensions could drive more firms to diversify supply chains to SEA nations
https://www.scmp.com/economy/china-economy/article/3127807/us-china-te..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 3:26 PM","keonkx123","GooShen
My average is 1.77, i added more to 2.4, how can i get trapped when its 3.5 now? You’re such a weirdo keep entertaining urself"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 4:09 PM","superthunder","Target is 4.25 next week"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 4:37 PM","Trader258","GooShen 3.44 is good price to dispose and wait 3.38
If can short, 10k pocket money by then
Easy easy
The price is now at RM3.48 and what ' easy easy ' nonsense are you boasting, big mouth.?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 5:23 PM","PooShen","Easy to lose money, like me sell Inari at 1.40 and all-in Top Glove at 6.25
Proven I am excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 8:17 PM","Mabel","Wah now Inari got two Shen..
Goo and Poo..
Which one more handsome?
Meow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 2, 2021 9:39 PM","PooShen","Same person
GooShen say what he want people hear
PooShen say what he actually feeling
Is pain now due to average 6.25 in Top Glove"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 4, 2021 11:16 AM","Mabel","Hahaha...
I see Mr Goo is also in my Greatec...
Here's the best part both Inari and Greatec are up!
Meow Meow Meow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 4, 2021 11:17 AM","stockraider","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=833","Apr 4, 2021 11:18 AM","Mabel","Mr Goo come lah to our Top Glove...
We need to get it up...
Meow Meow Meow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 4, 2021 9:50 PM","superthunder","Tomorrow TOP is 3.68"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 8:36 AM","superthunder","Info just came in, inari TOP for this Month is 4.00."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 9:13 AM","GooShen","Fake rebound 3.54 drop to 3.50
If can short, another 10k pocket money
Just stay away, dead cat jump, won’t last long"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 9:25 AM","firehawk","GooShen 3.44 is good price to dispose and wait 3.38
If can short, 10k pocket money by then
Easy easy
02/04/2021 9:45 AM
------------------------------------------------------
This GooseShit everyday guessing and hope oneday will be right :D :D :D"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 9:46 AM","GooShen","Beautiful, big boys start to dump 3.55, they bought low 3.20 and below
Good job boys"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 10:15 AM","Trader258","Each time the big boys buys and sells ...they actually report to you or needs your approval, GooShen??"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 10:31 AM","PooShen","Lost all my money in Top Glove so I jealous of Inari
If can short Top Glove, 10K pocket money but I average 6.25
Proven I am excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 11:03 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 11:22 AM","GooShen","3.46 horlan lor
Early morning told you fake rebound
Now you believe ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 11:27 AM","Putrajaya666","sharp downturn? what just happen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 11:29 AM","PooShen","Inari 3.02 to 3.46 I din buy
Top Glove 6.25 to 4.73 I all in
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 12:30 PM","Lisa78","PooShen, lol"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 2:23 PM","yorkyork","u know that b4 covid everyone tak stocks up rice. all panic and rush gorcery. but today everyone smart already stocks up rice. same as company also."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 2:23 PM","yorkyork","even covid hit again. company have enough parts to continue business."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 2:24 PM","yorkyork","so u see chips no enough supply everythings is no enough. cos everyone is stocks up the parts."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 3:10 PM","Putrajaya666","so sharp and steep reverse, wtf"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 3:12 PM","m3379","healthy correction?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 4:44 PM","GooShen","3.44 now
Horlan lor"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 5:13 PM","PooShen","Top Glove 4.68 heading to 4.00
So easy to lose money, just average 6.25 in Top Glove
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 6:13 PM","Investoinvest","Just chill n wait to reap the rewards la"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 6:24 PM","Snorlax013","Keep it up Pooshen. Lol."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 5, 2021 8:59 PM","yorkyork","Haha sunrise"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 5:52 AM","Cecil_The_Fool","will today up ? Apple & Avago up 2 %"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 8:59 AM","GooShen","Today is best time to run
Fake rebound, indicator shown weakness if price up better go"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 9:13 AM","Shen700","lol Pooshen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 9:28 AM","GooShen","Weak volume
Brace for impact !"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 10:39 AM","PooShen","Top Glove fake rebound, indicator shown weakness if price up better cut loss
But I wan keep until drop to 4.00 then only cut my 2.25 loss
So easy lose money everyday give 10K
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 10:53 AM","PooShen","Vaccine 2nd phase start oledi, Top Glove going to crash again soon
Come join me on sinking ship, I join at 6.25 and going top up for upgrade to 1st class go Horland see tulip
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 10:54 AM","Trader258","Goo Shen, who is actually desperate to hear your silly noise?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 10:55 AM","potential","strong ..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 2:39 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 2:45 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 3:22 PM","PooShen","Sell Inari at 1.40 to all in Top Glove at 6.25
Now I am a big loser in the stock market
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 3:28 PM","PooShen","Now instead of making 200% in Inari, I lose 25% in Top Glove
Come join me in 1st class of Top Glove sinking ship go Horland see tulip
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 3:37 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 3:40 PM","PooShen","Top Glove 6.25 to 4.77 weiiii
I lose so much money but I no shame
Kikiki
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 4:31 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 4:36 PM","Shinji","nonono Gooshen. you told us to be careful since the price was 1.4 last year.. oh ya I dont regret but I not sure about others. And also thx for the entertainment since last year.. thx ya"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 4:50 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 4:51 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 5:18 PM","PooShen","Sell Inari at 1.40 to all in Top Glove at 6.25
Now losing pants in TG but want buy back Inari at double price
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 5:29 PM","RPH02","Last minute buy in3.39 see tomorrow can be win 1set breakfast a not"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 6, 2021 9:53 PM","Gooshenlover","Inari looks so strong this month, should hit 3.4 and above tomorrow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 8:25 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 8:42 AM","Bgt 9963","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 9:28 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 9:34 AM","cross9999","Gooshen short ?? Hahahhahaha you have no capital, no money, only can talk cock. That’s why you are what you are now. Keep on day dreaming.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 10:14 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 10:22 AM","PooShen","If can short Top Glove at 6.25 I make a few hundred k oledi
But I buy at 6.25
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=834","Apr 7, 2021 10:41 AM","yorkyork","all should know how it works. directors selling up, directors buying sideway 2 weeks"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 10:57 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 11:04 AM","PooShen","Top Glove fake rebound, indicator shown weakness if price up better cut loss
But I wan keep until drop to 4.00 then only cut my 2.25 loss
So easy lose money everyday give 10K
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 11:07 AM","stockinvestorbest","INARI stock analysis
https://www.youtube.com/watch?v=oVl8cKQw1cs"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 11:42 AM","GooShen","Is a trap. Suppose to drop more, someone set the trap push up from 3.36 to 3.40 to paint a fake hope. Indicator is still weak, better be vigilant.
Excellent GooShen wait further pull back"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 12:38 PM","PooShen","Sell Inari at 1.40 to all in Top Glove at 6.25
Now losing pants in TG but want buy back Inari at double price
Proven I Am Excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 1:14 PM","Mabel","3.75 coming soon...
Meow Meow Meow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 1:37 PM","Trader258","Goo Shen, what happened to meltdown to below RM3.00 or your big boys still sleeping ??"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 7, 2021 9:11 PM","Gooshenlover","Tomorrow dividen in, minimum price closing for tomorrow is 3.45"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 8, 2021 8:52 AM","monkeyfrombehind","Gooshit lose face again. How much is your face worth?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 8, 2021 9:11 AM","cross9999","It’s all very predictable , the low life monkey will come out soon and yell “ drop from 3.44 to 3.40, proven I’m super retarded”."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 9, 2021 8:35 AM","superthunder","Today 3.45 above"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 10, 2021 2:06 PM","vanbasten9","Please place your genuine TP for April, May and June and justify if need be
Please........................"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 10, 2021 2:07 PM","vanbasten9","And no more to and fro with Gooshen Pooshen
You all should have ignored him 25 years ago
Waste time and space in this blog
TP and Inari only please..............."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 11, 2021 10:37 PM","GL8888","still safe to go in?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 1:05 AM","Mabel","If you are an investor anytime is safe..
If you are a trader, check your chart..
Meow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 2:24 AM","gohkimhock","Inari is proxy to Apple. Like this also afraid?
Vstecs too. Apple main distributor in Malaysia."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 9:04 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 10:55 AM","newbie8080","Inari AGM MOM- 25 Nov 2020
Interesting facts
http://www.inariberhad.com/img/ir/2020%20AGM%20minutes%20(Key%20Matter..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 10:57 AM","PooShen","Glove dead cat bounce, this week continue downtrend
Top Glove on the way to 4.00 for me to cut my 6.25 loss
Again proven I am excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 12:35 PM","hantamking","Everytime POO or GOOshen lose money , he sure come comment again.
when earn they diam diam aje 。
Prove i am Hantamking !!!!!!!!!!!!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 12:40 PM","PooShen","Earn what cock, I sell Inari at 1.40 to all in Top Glove at 6.25
Now losing like cock
Proven I am excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 12, 2021 12:48 PM","hantamking","taniah ya"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 13, 2021 10:46 AM","Trader258","Great work, Poo Shen ! And cheers..:-))"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 13, 2021 2:13 PM","yorkyork","Win in silence! Let them think you're losing!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 13, 2021 3:39 PM","Cepheus","why not discuss about the company instead of talking shit and flooding the comments? lifeless retards"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 13, 2021 4:11 PM","Trader258","By all means, please do impress us, smart mouth !"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 13, 2021 5:22 PM","Takers","Sideway between 3.40 safe. To me, not moving up is better that moving down. Just waiting to rocket up from here. Patience!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 14, 2021 8:01 AM","gohkimhock","consolidating at above RM3.38 is very important for Inari now.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 14, 2021 5:26 PM","shearer202","Inari is the best tech stock in bursa but its price moving momentum really not proportional ! This bursa and SC really hopeless when u see such as dataprp manipulated show can happen repeatedly !!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 14, 2021 5:45 PM","HonLee","Only with patient you r able to materialise true gain in Bursa"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 15, 2021 1:17 AM","Investoinvest","Agree. Bye for now be back when 4.5"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 15, 2021 12:52 PM","Penguin88","If you study and research carefully among the tech counter in bursa, almost all of their valuation is at very high level, despite most of it did not delivered strong growth in their latest quarterly result. This is especially true for ATE counter. You can try calculate the forward PE. Also, downside is definately higher than upside significantly and I dont know why ppl are still chasing ATE.
Inari is only the few left's with good profit growth, and along with reasonable valuation by looking at forward PE. Look at the net profit margin it achieved last quarter, it's improved significantly and even exceeded most of the ATE margin. This counter also pay decent dividend to reward investor."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 16, 2021 9:33 PM","newbie8080","Q3 result to released in 1 month time.
Revenue looks to hit RM400m and net profit should surpassed RM100m.
Dividend estimated RM0.028 per share.
Let's enjoy the growth of 5G from 2021-2024."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 19, 2021 8:57 PM","HonLee","You guess or base on inside info"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 20, 2021 2:50 PM","newbie8080","@HonLee
Based on the largest client earnings.
Do monitor my figures vs the actual.
Then let me know if my computation is wrong."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 20, 2021 5:09 PM","HonLee","I do hope you r right"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 20, 2021 9:38 PM","10Bergkamp","newbie8080 did u mean the release of the result for Q1 2021 when u mentioned Q3 above? Sorry, new to here and am wonder on the timeline"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 21, 2021 10:26 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 21, 2021 4:04 PM","Trader258","Run first and wait at 3.00, Goo Shen?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 21, 2021 4:43 PM","GooShen","Nasdaq will be another bad day
You chase you stay horlan"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 22, 2021 7:23 AM","monkeyfrombehind","Nasdaq rebound overnight & Gooshit lose face again"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 22, 2021 9:41 AM","newbie8080","@10Bergkamp
Inari financial year is June.
So next earnings result for Jan-Mar(Q3)"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 22, 2021 11:06 PM","10Bergkamp","Thx newbie8080!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 23, 2021 4:20 AM","bursabigbull","https://www.youtube.com/watch?v=m_CTK9ym43M
Taiwan is having draught. Major rival getting hit means good for Inari. Search and learn on Taiwan draught issue which is worsening over there."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 23, 2021 8:24 AM","Intrinsic99","Biden Eyeing Tax Rate as High as 43.4% in Next Economic Package
https://www.bloomberg.com/news/articles/2021-04-22/biden-to-propose-ca..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 23, 2021 8:24 AM","Intrinsic99","direct impact on tech stocks"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 24, 2021 2:36 PM","bursabigbull","Taiwan drought = Inari opportunity"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 26, 2021 9:35 AM","dawchok","Very weird, why till now, ""Xiao Kia"" has not popped up shouting ""run""."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 26, 2021 10:00 AM","yorkyork","Win in silence! Let them think you're losing!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=835","Apr 26, 2021 10:01 AM","yorkyork","已经十几天没上的INARI突然飘高
就在你说了分手的瞬间"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 10:20 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 10:44 AM","PooShen","No money to buy tech stocks becoz I all in Top Glove at 6.25
Still not yet break even on Top Glove loss
By the time break even, tech stocks fly oledi
Proven I am excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 12:12 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 12:27 PM","Ratman","Once break 3.59 , will fly"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 1:08 PM","monkeyfrombehind","Rallying oh someone lose face again...tak malu ah?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 3:24 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 4:04 PM","monkeyfrombehind","You so malu loh...no face oh...how? Don't cry eh"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 4:22 PM","firehawk","really a gooseshit, tak tau malu"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 4:37 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 6:32 PM","Ratman","Who say 3.52?closedv3.55.haha"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 26, 2021 7:40 PM","Takers","Tomorrow open gap up"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 10:34 AM","yorkyork","一年两年三年
已经沉默寡言"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 12:28 PM","newbie2y","woke up! finally.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 12:54 PM","CuriousLearner","Hold till Q3 results out by end of May."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 1:06 PM","CuriousLearner","https://www.theedgemarkets.com/article/semiconductor-equipment-billing...
Semiconductor equipment billings for North America-based manufacturers jumped 48% year-on-year (y-o-y) in March 2021 to US$3.27 billion (about RM13.41 billion) from US$2.21 billion previously, according to US-based Semiconductor Equipment and Materials International (SEMI).
In a statement on its website yesterday, SEMI said the billing figure was 4.2% higher than the final February 2021 level of US$3.14 billion.
SEMI president and chief executive officer (CEO) Ajit Manocha said that fuelled by strong demand for leading-edge technologies, billings for North America-based semiconductor equipment manufacturers continued to edge up in March to set a new historical high."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 1:54 PM","keonkx123","Gooshen, 3.61 now. Any excellent word?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 2:21 PM","dawchok","yorkyork : since you always have ""Kang Tau"" from Inari, would like to ask if bonus issue + warrant are on its way ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 2:34 PM","yorkyork","this one i need charge lo. ipad pro 2021 mini led 12.9 inch pls."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 2:55 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 2:56 PM","dawchok","Expensive service charge, 1 x ipad pro 2021=1.3 Inari @rm3.6. I have to use six sense + its historical record + need fund for further expansion to judge. Ha Ha, good luck and see you some day in Jun for ""Ang Hei"" at ""Black House""."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 2:58 PM","yorkyork","good luck. need ready 2nd half stocks soon."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 3:01 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 3:01 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 3:24 PM","Hazzyy","There’s a saying if you don’t open your mouth I won’t say you are mute. If you don’t open your eyes I won’t say you are blind ."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 3:43 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 27, 2021 4:52 PM","Yorkyorl","My kang Tao is from apple. I never say from inari. Apple need give me discount some more when I bought their items."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 8:58 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 9:28 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 2:47 PM","Trader258","Goo Shen, what happened to meltdown and retreating back to RM3.00... no longer true??"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 3:05 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 3:57 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 4:04 PM","Richie","@GooShen, today Tech & Glove fall. Where is the Smart Money going after now??!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 4:31 PM","techinvestormy","How {lower} can Inari go ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 4:38 PM","Richie","Don't worry, its fundamental has not changed. It is just a healthy pullback."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 5:47 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 6:11 PM","PooShen","Top Glove is next to crash
My all in at 6.25 average won't break even
Proven I am excellent PooShen"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 28, 2021 10:37 PM","Garmadon","predicted close 3.32 tomorrow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 29, 2021 8:38 AM","invest_malaysia","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=836","Apr 29, 2021 8:45 AM","Bgt 9963","Post removed. Why?"
