"maybank_url_link","maybank_url_date_date","maybank_url_date_user","maybank_url_date_comments"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:13 PM","RainT","if you say long term , I see MAYBANK share price ding dong ding dong at the end also same
MAYBANK cannot like PUBLIC BANK or NESTLE , which the share price is up and up slowly over the years"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:18 PM","dompeilee","Maybank revisiting 9.00 for the first time since July...I sold all way back in 2017 close to 10, so it's bery good =)"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:22 PM","RainT","good
I q at 9.01, not sure can get or not
who is the idiot sell down MAYBANK shares"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:22 PM","Xia YiDao","OMG, 3 week ago I buy 60 lot of Maybank @ $9.35 die lol, want to top up but afraid drop non-stop"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:24 PM","RainT","will not drop non stop one la
MAYBANK oooooo, largest bank in Msia
how to drop non stop like water fall ….sure will have some one support the share price"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:25 PM","RainT","for me, I think now is good time to average down another batch"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:27 PM","RainT","to invest in banking stock such as MAYBANK, the strategy is buy low and hold it no need to see it , open fridge after few years then can see money grow
when drop , it is buy signal
banking stock such as MAYBANK is different play from others stock that we need keep monitor and monitor carefully
but for MAYBANK, buy it when it is cheap and keep until retirement (once a while if big drop, then buy again lo)"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:29 PM","InvestIcon","RainT, Just like Sunway. Most people don't see Maybank price growth over years. Actually this is quite mis;leading if you are not long the counter. If you trace back to 31st March 2009, which is exactly 10 years now. average price for Maybank has growth from RM2.155 (adjusted price due to bonuses and etc..) in March 2009 to now RM9.02. This is 418% compare to 10 years ago. If your luck is bad enough and bought high price. The highest before the dip in 2008 also at RM5.5832 in 2007 February. which also have 5.1% growth beside the good dividend received yearly."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:32 PM","InvestIcon","Even though Maybank may not be the best. It still one of the good investment. Consistent dividend plus gradual price growth"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:34 PM","InvestIcon","I had bought enough Maybank, now waiting for even cheaper sales. Since the fixing time for DRP usually falls on 20s of May. Maybe see that time whether can get even cheaper bargain."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:38 PM","InvestIcon","Think again, maybe should thanks PH for making Maybank at bargain price for accumulate. Every disaster there is opportunity. When national debt back to healthy level, banking sectors will sure benefits."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:56 PM","RainT","ya , need thanks PH a lot for make market crash , without PH we also cannot buy cheap
(no thanks cause me loss money)
Construction - cancel project
Toll- cancel toll rumors
Power - find other alternative/cut tariff
Telecomunication - lower pricing
Gaming - tax hike
Online service - sudden stop contract
all this really benefit the people in general? think again"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:58 PM","RainT","@mirage
you is lucky if u bought MAYABNK 10 years ago
coming the next 10 years , not sure how Malaysia will be
and what is MAYBANK share price then? RM22.80 per share ….lol"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 3:59 PM","VSOLAR Sailang Margin All In","impossible, we are Venezuela #2 in the making"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:10 PM","griezmann","https://www.straitstimes.com/business/pub-serves-notice-to-take-over-t..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:36 PM","icecool","looks like sg also having problems"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:43 PM","Shinnzaii","Maybank also got cheap sales...hehe...see SG Gov takeover how to settle this case...maybe RI issue?hehe"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:49 PM","Ahza Adhwa Zulkepli","Can someone explain the effect on Maybank after RM 1.9 billion exposure to the Hyflux Singapore? Thanks."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:51 PM","Shinnzaii","Ahza Adhwa Zulkepli Can someone explain the effect on Maybank after RM 1.9 billion exposure to the Hyflux Singapore? Thanks.
impairment or have to written off?imagine larh 1.9bil in your expenses...hehe"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:53 PM","Ahza Adhwa Zulkepli","Can be like Lehman or not?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:55 PM","apolloang","Posted by Heavenly PUNTER > Apr 17, 2019 3:59 PM | Report Abuse
impossible, we are Venezuela #2 in the making
why u follow me cakap pula? hahaha"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:55 PM","Shinnzaii","Wont...but recommend to see what is the outcome first before panic..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 4:59 PM","icecool","dont worry government wont let maybank go down the drain, worst case get bailout by taxpayers"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:03 PM","Shinnzaii",">Posted by icecool > Apr 17, 2019 4:59 PM | Report Abuse
dont worry government wont let maybank go down the drain, worst case get bailout by taxpayers
https://www.businesstimes.com.sg/government-economy/taxpayers-cant-bai...
""Still, the government cannot use taxpayer money to help retail investors recoup their losses, said Minister for the Environment and Water Resources Masagos Zulkifli in Parliament on Monday."""
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:04 PM","Edison Lim","http://www.enanyang.my/news/20190417/%E6%AC%A0%E5%80%BA%E4%BA%BA%E5%87..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:26 PM","JayC","“Well, our duty is to ensure water security and to ensure that we take all the necessary steps within its contractual right primarily to protect Singapore’s water security. So we’ve done that.”
Holders of Hyflux preference shares and perpetual securities are claiming some S$970 million from the company, with medium-term noteholders asking for another S$277.7 million.
Mr Seah asked whether the government could ride to the rescue of these retail investors.
“Investors in search of returns must understand that returns come with some risks,” Mr Masagos told the House in reply.
“We can understand the concerns and anxiety of the retail investors and we are saddened by their plight, but the government cannot use taxpayers’ money to help investors recoup their investment losses, even if there are any proceeds from the takeover of the Tuas plant.
“You must remember there is an order to who gets what first. In this case, Maybank will still receive payments from TPL before all other general creditors, including PUB.”
Hyflux still owes Maybank some S$518 million, which is secured by the Tuaspring plant."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:26 PM","JayC","maybank is the first in line to get compensation. Which is good news"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:30 PM","Jaya","Everyone panic for a small problem, wait and see what happens before panicking"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:30 PM","TomYam","Why Amanah Saham and EPF have been selling Maybank shares?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 5:37 PM","VSOLAR Sailang Margin All In","everyday bail out incompetent companies"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 6:38 PM","Xia YiDao","RainT, I need your advice, Now I hold 60 lots@ $9.35, should I buy more to average down? At how much, I'm old retiree."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 6:46 PM","wotvr","EPF likes to buy high and sell low."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 7:04 PM","tehka","Apa telor berlaku???????"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 7:21 PM","newbie2019","Habis, I hold 10 lots @ 9.6... :-("
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 7:29 PM","NESARAJAH1","I m holding 20 lots at 9.54 but not worried as I got holding power. Dividend any time better thsn FD. Within 1 year recover"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 8:01 PM","armadasaxon","They know many ppl go take dividend a ciao..this time they trap those ppl.
Macam cimb and genm.."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 8:20 PM","Shinnzaii","If Hyflux goes bankrupt...bank have the priority get paid first over others parties...hmmm hmmm...this is so far i know"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 8:27 PM","Trouble Huat","is liabilities to get paid first"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 8:34 PM","JayC","yes bank will get paid first. No bank will borrow you money without collateral"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 8:37 PM","paperplane","JAyc, its lend you money. not borrow money.. poor England. hehehe"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:13 PM","VSOLAR Sailang Margin All In","paperplane i have came to conclusion i only think harta is the safest now. Like super safe 100% zero risk"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:40 PM","Sifu Wang","asb that own 49% of maybank stock sold heavily these few days. if tomorrow keep selling, the market may not able to absorb all the stocks and becomes downwards"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:41 PM","Sifu Wang","to get the best price , may need to sit in front of the computer tomorrow to see the supporting price"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:44 PM","Sifu Wang","without any big organization to buy back, for sure it will go down. today, got big sharks selling tenaga again until the price drop tremendously. i suspect khazanah is selling more tnb stocks again. the same pattern may happen to maybank. so be cautious. they may sell in few batches."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:45 PM","Sifu Wang","looking for a good price to get long term capital gains since reits also can give 6% or more dividend too"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:47 PM","Sifu Wang","the big sharks may pull up the price tomorrow morning. then after few hours will throw out all the stocks to catch fish. already kena b4"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 9:49 PM","Sifu Wang","epf and asb will do this kind of act to make fast money. that is how they can pay 6.2% epf dividend"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=177","Apr 17, 2019 10:14 PM","icecool","guys bank only get paid first if the loan is secure loan unsecured loan is burn, but hei no worries malaysian tax payers are ultra rich they will bail maybank out worst case.
@Heavenly PUNTER malaysia boleh !!!"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 17, 2019 10:14 PM","veronTeo","2 coming"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 1:10 AM","spectre007","Nonetheless, we keep our earnings forecasts unchanged pending more developments and clarity from the situation. Based on a worst-case-scenario, the Public Utilities Board of Singapore will take over the loss-making Tuaspring Desalination Plant without any compensation for Tuaspring, said Affin Hwang Research."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:04 AM","sctan","Hyflux loan is about S$720mil, or RM2.2b. It is about 1Q profit and one off case. But everyone talks like maybank going to bankrupt. For this type of giant stock, only crisis time for you to buy cheap."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:05 AM","JP1952","Beware of the speculator! Price may push up this morning and throw back to the ikan bilis in the afternoon. Don't fall on trap, buy high and sell low."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:18 AM","Sifu Wang","there is another timb bomb in september when malaysia bond are pulled out from international platform. dont invest all your money in, only inverst with the money that you are able to loss"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:22 AM","Sifu Wang","if your stocks drop half of the value, it will takes a very long time to recover the losses. people who put money into FD may have more money than you since their capital is still intact. my brother put all his montly salary into stocks. after 20 years, his epf money is more than the value of his stocks."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:26 AM","Sifu Wang","from the comment many people keep maybank at 9.60. lets say maybank drop to 6.00. how long does it takes to back 9.60. maybe 10 years . imagine the 10 years money in FD or reits. the value is much more than buying stocks to keep"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:34 AM","Jaya","Just buy people, all panic sold yesterday
But cheap sale to top up
This share was oversold yesterday thru people panicking"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:35 AM","Jaya","Price good for drp"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 8:55 AM","Shinnzaii",">icecool guys bank only get paid first if the loan is secure loan unsecured loan is burn, but hei no worries malaysian tax payers are ultra rich they will bail maybank out worst case.
@Heavenly PUNTER malaysia boleh !!!
Aiyo...why we want to bail out leh...is their credit risk mah...lucky is secured loan from maybank...but some problem still persists...enjoy the show...hehe"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:09 AM","zhen wei & JP","X"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:29 AM","RainT","@sifu wang
that's is your brother problem, he need to find out why after 20 years the EPF still make more money than his stock investment
he should have stop invest in stock in the 5 years , not until 20 years its too late when come to
invest in stock among the main thing is you buy in at WHAT PRICE and what is the company GROWTH STORY /COMPETITIVE ADVANTAGE
If we cannot answer these 2 questions confidently , then better don't buy and invest
how to make profit in share invest and also in biz is we make a investment when nobody see the value or it is under value
example MAYBANK as Msia largest bank by assets and invest in it at low price and keep it until value emerge
example do biz offer products/services that other dont have , you will make big profit"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:32 AM","RainT","another important also is we need do homework and understand more the company we invest
understand the biz, why it success or fail
also don't invest all your money , especially emergency one , need keep some
yes, market will recover eventually , but if we don't have holding power , how to wait until market recover ? so need have holding power
I am sleep well in night , invest in MAYBANK , even it huge drop
because funds will support it, if MAYBANK share price huge drop until RM4 or below, our Msia economy is doom...….."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:42 AM","armadasaxon","Maybank Oct 2016 drop to rm7.
March 2017 back to rm9."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:42 AM","armadasaxon","Anyone knows the hyflux damage account for how many %?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:43 AM","Jaya","Cheap sale 8.84 top up"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:46 AM","JayC","very strong rebound from 8.75.. i think we have found our support level"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:47 AM","chard1010","9:45am price from 8.80 to around 8.99, you dont buy, others buy."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:48 AM","armadasaxon","Sctan you are correct..the make it like the bank gonna die.."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:52 AM","Lukesharewalker","2.2 billion write off will drive down the price...Maybe half the profits for 19"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:56 AM","armadasaxon","Dec 2018 profit is 8.11b...so it's only a quater.."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:57 AM","armadasaxon","https://www.thestar.com.my/business/business-news/2019/02/26/maybank-p...
Correct me if I'm wrong."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:57 AM","paperplane","see you at RM7, huge impairment coming"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 9:59 AM","Jaya","JayC
11c profit already"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:01 AM","Jaya","This share has been oversold thru panicking
Even w/off 2.2b still got good profit in the year
One off w/off not going to be 2.2b"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:02 AM","smissions","@RainT You think? the price dropped from Rm7 to Rm1.30 in 1998. Dropped from Rm9.30 to 3.50 in 2008. last year was 2018, this drop was expected. Global economy tanks about one every ten years. On the plus side, the cost of living is going to drop for a while.
Imagine Maybank at Rm1.50, DY would be almost 40% a year :)"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:03 AM","Jaya","People sell I quietly collect"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:06 AM","Lukesharewalker","Imagine Maybank at Rm1.50, DY would be almost 40% a year :
Lol. Previous year profit not a very good benchmark"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:06 AM","Jaya","Hey don’t push up too much, I want cheap drp"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:09 AM","icedvestor","haha if mentioned here, not really quiet. The irony. I'm joining you, collecting too"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:09 AM","apolloang","blady tipu.economy so bad yet maybank market cap still almost 100 bil.should be between 6.00-7.00"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:39 AM","Shinnzaii","https://www.thestar.com.my/business/business-news/2018/09/04/limited-i...
last year one
""Maybank recently unveiled that its exposure to Hyflux stood at S$658.6mil (RM1.95bil), which has been classified as impaired, as at end-June 2018."""
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:40 AM","InvestIcon","Hyflux exposure is over exaggerated. Total debt owing to Maybank is approx RM1.95bn. RM315m already written off in Q2 2018. Net current book debt remain RM1.63Bn. Target Maybank 2019 earning is Rm10.3Bn. That means RM1.63Bn is only about 15.8% target profit that may be set aside for Hyflux and this is one off. After that, Maybank will be back to normal. Total Market capitalisation of Maybank now slightly less than RM1000Bn, NTA RM6.812. PE 12. Impairment of 1.63Bn will reduce the 2019 target profit to RM8.67Bn. Assuming profit at 8.67Bn, earning per share will be RM0.79278. at current price of RM8.98. PE is only 11.32. Since Hyflux is one off, next year there will no more Hyflux impairment and profit will back on track. Then, PE is with potential to reduce to 10 only. I think it is real good bargain to consider."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:42 AM","Shinnzaii",">paperplane...
yes...need to impairment...only 300+mil no need impair...see Hyflux can settle or not larh...im waiting for cheap sales...hehe"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:43 AM","InvestIcon","There always an opportunity behind a disaster.Jaya, icedvestor, I think your decision and patient will be rewarded."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:49 AM","zerocool7199","Klci almost trigger the panic selloff bell soon"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:53 AM","MOBAjobg","The current price of this share is still too high for prudent investors to buy so, am looking forward to a big drop in its fat price that will happen due to concerns of Malaysia inclusion into the FTSE Russell watch list."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 10:58 AM","Shinnzaii",">Posted by MOBAjobg > Apr 18, 2019 10:53 AM | Report Abuse
The current price of this share is still too high for prudent investors to buy so, am looking forward to a big drop in its fat price that will happen due to concerns of Malaysia inclusion into the FTSE Russell watch list.
then need to wait Sept 2019 for the decision wor...our economy need to fix urgently...gov better focus on economy instead of watching stock market keep falling to get remove from list..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:02 AM","Shinnzaii","you know is going to get remove then better focus how to improve it to minimize the risk of getting remove rather than sit there watching its fall"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:02 AM","factorrumour","could there be political influence behind all these? hmm..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:09 AM","icecool","@Shinnzaii worst case i can see is rm 5.50 wont go below that"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:14 AM","zerocool7199","Our goverment tengah sleeping lagi?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:29 AM","Jaya","Icecool
Afternoon brother"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:31 AM","Jaya","MirageHotelPD
Thanks for your nice comments
I have every faith in this share, it is a blip only
I think people over reacted"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:39 AM","Jaya","The government influenced majors like epf,amahraya,etc are the major cause of this price downtrend
Wait till they buy back again cheap and get drp also"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:45 AM","Jaya","People all they got to do is reduce the interim dividend to pay for the impairment.
I won’t mind as I am a long termer here and not worried"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:46 AM","icecool","@jaya morning !!!"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:46 AM","Jaya","Watch epf,etc will step in and buy once the dust settles"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 11:48 AM","Pewuf","Jaya is obviously panicking"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=178","Apr 18, 2019 1:06 PM","Value Investor Coo1eo","hope this low ball price will help to reduce the DRP price calculation which is due anytime now :)"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 1:13 PM","armadasaxon","Waiting 8.50..now stuck 9.60..haha"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 1:37 PM","Xia YiDao","RainT, where is the Maybank Support price, I should que at how much to top up?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 2:26 PM","Hafid","8.50"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 2:51 PM","MOBAjobg","Of course, if you don't care about your money or investments being burnt or substantially reduced for this share/stock, then please go ahead and buy, buy & buy now by all means but it's better to err on the side of caution to stay out until an uptick direction appears."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 3:06 PM","RainT","@Xia Yidao
Go ask GOD
I am not GOD"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 3:24 PM","MOBAjobg","Perhaps, I should make it crystal clear that the price of this share has been on a downward trend that goes way back to May 14, 2018."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 3:25 PM","Greatleaper","No rush buying, more sales is coming.."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 4:24 PM","InvestIcon","Bargain time ending soon?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 5:31 PM","Xia YiDao","I check for Maybank online trading,, Maybank drop is sell buy Malaysia Government Body, EPF and Amanah Saham bumi.
EPF hold 12.6% and Amanah Saham hold 34.38% of Maybank share"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 5:44 PM","goreng_kaki","crisis coming, maybank will drop to RM 6"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 7:08 PM","Jaya","Pewuf
I panic that much I bought 10k shares today @ 8.84"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 7:10 PM","Jaya","Watch people trying to goreng get this counter"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 7:11 PM","Jaya","Remove get"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 7:28 PM","stanleysew","Waiting for rm8.0"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 7:37 PM","PH_better","If ASB, EPF can sell to <RM 8 I say PH is better than BN."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 9:42 PM","dlau8899","Becareful. https://www.sinchew.com.my/pad/con/content_2040443.html"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 11:10 PM","4444","1998 revisit? CI 260 Maybank RM 3?"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 18, 2019 11:26 PM","MOBAjobg","I've to say it, ...Singapore Boleh la ! Worst case scenario about Hyflux has become a reality and is no longer a pipe dream."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 5:18 AM","antidebt","downtrend. no point to enter. stuck later."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 9:43 AM","InvestIcon","Jaya, good decision to went in"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 9:50 AM","Jaya","Mirage
Thanks brother"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 10:25 AM","Papayashot","Hi, Maybank such a big lender lends ~1.6B to Hyflux. Hyflux cannot pay back. Takkan Maybank so generous and let the money lost like that right? It is ridiculous to see that Maybank did not do anything? Any taiko can advise on the bank lending policy to company? Curios to know ler..."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 10:27 AM","Hafid","Before there lend to hyflux sure got term and conditions. Just that how hyflux can pay it so much debt. So impairment loh. Someone could be fired for it"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 10:27 AM","Hafid","Before there lend to hyflux sure got term and conditions. Just that how hyflux can pay it so much debt. So impairment loh. Someone could be fired for it"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 10:34 AM","Jaya","This counter is still very cheap, thus I shall keep adding
In my opinion it is a buy counter"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 11:06 AM","MOBAjobg","An uptick in its share price today, so bought some units @rm9.01 luckily, I'd waited (price was hovering above rm10 in the past) ...patience is usually rewarded well."
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 11:43 AM","RainT","@papayashot
1. do impairment
2. claim the collateral
3. go court and claim back whatever assets balance as per contract"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 11:44 AM","RainT","today MAYBANK erect a bit
later soft back? lol"
"https://klse.i3investor.com/servlets/forum/800000318.jsp?ftp=179","Apr 19, 2019 1:02 PM","Xia YiDao","This morning b4 open markrt, i que 40 lot at 8.78 , no chance lol"
